ip,ip_app_4
39108,1
39109,1
39117,1
39123,5
39131,1
39135,6
39140,6
39142,2
39143,7
39156,6
39158,8
39163,6
39166,3
39173,6
39175,2
39180,8
39182,9
39184,1
39186,1
39194,3
39200,1
39202,1
39205,4
39209,6
39215,10
39224,1
39235,2
39238,6
39248,5
39258,5
39268,5
39278,3
39284,1
39287,2
39290,4
39291,1
39292,8
39301,1
39303,6
39306,15
39313,8
39317,1
39318,7
39320,10
39328,9
39330,6
39338,14
39340,5
39345,6
39349,2
39350,1
39351,4
39358,1
39361,8
39365,2
39368,6
39374,4
39376,4
39387,4
39392,3
39400,8
39406,9
39410,2
39418,6
39421,10
39428,12
39430,5
39442,4
39443,2
39448,9
39451,1
39453,11
39454,6
39455,8
39464,3
39474,1
39479,5
39480,13
39493,4
39495,7
39505,6
39515,11
39517,7
39536,3
39546,10
39551,3
39561,3
39565,7
39586,3
39611,12
39612,4
39616,1
39629,1
39631,3
39639,5
39642,1
39643,4
39651,9
39670,9
39674,5
39681,3
39685,1
39691,10
39698,7
39711,10
39720,4
39721,1
39728,13
39736,6
39738,2
39740,1
39742,7
39756,9
39760,9
39762,10
39764,2
39765,1
39769,4
39777,1
39778,2
39780,7
39782,5
39784,10
39785,11
39790,8
39802,9
39808,10
39814,1
39818,2
39820,4
39834,6
39838,1
39839,9
39841,3
39860,2
39861,1
39868,6
39874,1
39879,3
39888,1
39889,3
39894,1
39897,3
39903,1
39919,3
39958,5
39987,3
40001,3
40005,9
40011,9
40016,3
40018,4
40022,10
40038,3
40045,1
40046,1
40056,10
40071,2
40074,7
40077,10
40082,6
40086,1
40104,9
40114,1
40123,1
40125,1
40128,1
40133,9
40158,2
40166,1
40174,6
40179,5
40186,1
40190,3
40192,4
40204,5
40205,2
40207,9
40216,16
40230,2
40241,10
40245,13
40246,1
40259,2
40286,5
40289,12
40297,4
40298,4
40305,4
40314,4
40317,15
40336,6
40337,9
40341,2
40342,14
40348,1
40361,8
40362,1
40363,2
40367,1
40372,9
40376,5
40381,2
40389,6
40395,1
40398,3
40400,12
40404,1
40405,3
40407,1
40422,7
40423,2
40425,4
40426,6
40427,1
40430,4
40436,2
40440,13
40457,6
40459,5
40462,4
40466,4
40484,7
40494,6
40495,2
40501,5
40506,1
40507,1
40519,2
40527,6
40530,5
40534,4
40543,4
40550,4
40552,5
40555,3
40557,11
40561,4
40567,13
40594,2
40595,9
40596,8
40610,2
40631,12
40634,5
40643,1
40648,3
40654,14
40662,7
40666,1
40678,4
40700,1
40710,14
40725,1
40730,1
40739,12
40740,1
40746,7
40763,1
40764,4
40767,7
40787,4
40792,5
40796,4
40807,4
40815,1
40816,3
40837,1
40838,4
40849,12
40866,1
40868,1
40879,9
40881,1
40893,8
40900,7
40909,9
40914,12
40924,8
40931,8
40951,2
40958,4
40965,18
40995,6
40996,2
41002,1
41003,2
41004,1
41025,2
41030,12
41037,3
41039,1
41045,2
41052,1
41062,7
41067,2
41075,1
41079,1
41082,7
41086,7
41091,8
41094,5
41106,3
41112,7
41127,8
41136,1
41142,10
41147,4
41148,5
41151,9
41152,2
41154,1
41160,3
41169,7
41172,5
41181,4
41184,1
41185,4
41196,11
41200,5
41203,8
41208,6
41213,10
41226,6
41227,4
41229,12
41232,9
41241,2
41245,4
41247,1
41255,2
41256,2
41257,3
41261,11
41265,2
41267,1
41268,4
41272,4
41273,9
41274,5
41277,4
41282,5
41284,3
41285,14
41287,11
41301,2
41307,4
41308,9
41312,1
41313,15
41316,1
41324,4
41326,1
41334,3
41335,5
41344,4
41351,1
41357,4
41358,7
41361,12
41369,13
41374,6
41379,6
41382,1
41383,9
41387,4
41397,8
41399,14
41402,12
41403,1
41405,1
41411,2
41420,8
41424,6
41425,8
41429,6
41432,12
41433,6
41437,5
41440,1
41446,6
41450,7
41456,5
41463,15
41471,7
41475,6
41477,6
41483,8
41490,6
41497,1
41506,1
41509,7
41510,11
41511,9
41531,1
41532,8
41540,1
41545,6
41558,1
41565,2
41566,8
41569,3
41571,4
41576,2
41584,1
41586,1
41608,2
41611,8
41631,1
41640,3
41641,1
41656,1
41659,7
41662,4
41666,9
41667,1
41680,6
41683,3
41686,1
41689,3
41691,8
41692,12
41694,9
41705,1
41709,4
41710,6
41722,2
41725,10
41735,4
41736,1
41737,3
41738,11
41753,8
41757,6
41761,1
41768,8
41774,6
41780,3
41786,1
41790,2
41795,6
41799,7
41800,4
41805,9
41822,9
41830,3
41834,1
41838,2
41841,7
41850,1
41860,2
41862,4
41866,10
41872,6
41878,1
41881,1
41890,1
41916,2
41923,4
41924,7
41934,1
41949,10
41951,1
41956,2
41959,4
41963,1
41972,6
41980,13
41981,4
41983,4
41992,1
42013,13
42014,2
42018,13
42019,6
42028,2
42029,3
42035,3
42038,3
42041,14
42048,3
42050,2
42053,2
42056,9
42060,1
42062,9
42068,1
42074,2
42077,7
42082,9
42089,9
42090,2
42102,5
42103,14
42105,4
42111,3
42112,10
42126,13
42127,4
42128,9
42132,5
42138,2
42139,11
42143,8
42144,2
42153,6
42158,4
42159,2
42161,7
42164,10
42167,8
42169,4
42171,2
42172,5
42176,9
42177,10
42186,5
42190,6
42191,5
42192,1
42197,12
42201,4
42207,14
42214,1
42216,10
42220,6
42237,6
42242,1
42243,1
42250,1
42251,4
42252,10
42255,1
42266,9
42269,2
42278,8
42282,2
42289,9
42294,6
42297,6
42299,1
42306,7
42307,4
42313,12
42332,1
42333,8
42334,2
42343,7
42354,1
42360,12
42363,3
42369,4
42371,2
42384,4
42398,3
42401,8
42403,1
42404,9
42411,1
42424,6
42430,3
42438,1
42444,1
42447,12
42454,3
42467,9
42470,1
42474,5
42475,11
42476,2
42478,17
42479,3
42481,2
42501,10
42502,1
42513,6
42525,4
42529,4
42530,6
42531,1
42539,1
42547,2
42558,4
42561,1
42562,2
42565,8
42570,5
42576,2
42585,10
42589,1
42590,1
42596,10
42616,3
42624,2
42627,9
42646,5
42647,1
42649,6
42651,5
42657,11
42662,8
42677,5
42685,8
42693,4
42699,2
42704,1
42707,1
42722,2
42726,9
42731,4
42748,2
42774,7
42779,1
42784,3
42785,1
42799,9
42800,4
42808,5
42812,12
42820,1
42825,7
42827,3
42841,8
42846,1
42849,2
42851,7
42858,11
42867,1
42880,4
42883,1
42887,4
42900,3
42903,4
42904,8
42916,5
42921,2
42936,1
42937,7
42939,4
42948,15
42949,6
42956,9
42967,5
42968,10
42973,8
42974,1
42979,1
42985,2
42987,4
43000,6
43003,1
43016,1
43020,8
43031,15
43033,2
43047,4
43050,4
43053,3
43055,1
43057,10
43061,1
43083,1
43086,8
43089,1
43097,4
43102,1
43112,8
43113,6
43118,1
43119,1
43122,1
43124,3
43134,8
43136,1
43142,4
43144,6
43154,9
43155,4
43159,3
43166,2
43175,1
43180,10
43188,3
43200,11
43202,1
43210,6
43215,1
43221,1
43222,5
43233,11
43243,2
43250,6
43253,1
43255,12
43261,7
43266,1
43277,1
43279,6
43289,1
43295,2
43308,8
43335,9
43349,4
43351,5
43354,1
43365,2
43374,8
43388,9
43395,9
43409,4
43411,7
43413,2
43417,8
43419,1
43423,5
43429,1
43431,1
43435,1
43437,11
43448,3
43449,6
43456,7
43467,8
43476,8
43482,1
43490,10
43492,8
43496,3
43500,2
43511,2
43514,12
43529,1
43537,6
43547,3
43549,2
43550,4
43553,9
43555,2
43556,3
43570,1
43580,4
43583,4
43589,1
43593,2
43603,2
43611,3
43618,2
43621,7
43622,2
43626,1
43629,11
43642,2
43646,5
43648,4
43649,1
43650,6
43655,2
43661,5
43667,4
43668,8
43671,4
43675,2
43683,4
43686,5
43692,6
43698,4
43699,7
43701,1
43705,1
43706,7
43715,2
43716,4
43725,9
43729,1
43739,4
43747,2
43752,5
43754,4
43755,9
43756,1
43762,5
43763,9
43772,4
43775,9
43783,1
43789,1
43793,28
43802,10
43803,1
43805,1
43806,2
43809,14
43811,4
43818,4
43823,5
43827,23
43832,2
43833,2
43834,3
43837,1
43838,1
43841,17
43842,11
43846,1
43853,10
43854,11
43855,23
43859,1
43862,1
43871,6
43872,11
43875,4
43876,2
43881,19
43888,1
43890,7
43894,1
43895,1
43899,9
43905,1
43909,1
43913,5
43919,4
43924,1
43928,8
43930,1
43931,5
43934,2
43949,5
43957,12
43959,11
43960,8
43961,2
43968,5
43974,8
43984,7
43992,7
43996,6
43999,1
44001,1
44003,1
44004,7
44005,5
44010,6
44011,4
44018,10
44021,2
44022,1
44028,12
44033,1
44034,4
44036,4
44038,1
44039,1
44042,1
44048,10
44050,1
44051,14
44054,1
44056,3
44060,8
44067,23
44076,7
44082,8
44083,5
44087,9
44101,11
44105,3
44129,1
44139,6
44148,2
44150,3
44153,1
44154,2
44160,4
44164,1
44165,1
44169,10
44170,3
44173,2
44175,5
44182,5
44194,6
44198,4
44211,8
44214,1
44222,8
44229,1
44231,2
44240,2
44242,1
44254,2
44256,5
44259,7
44261,2
44266,2
44267,9
44271,4
44277,2
44279,11
44285,1
44294,7
44302,4
44304,2
44312,5
44315,1
44322,9
44327,10
44328,8
44330,2
44335,4
44339,12
44349,6
44356,4
44359,8
44361,9
44366,1
44372,1
44377,10
44391,6
44392,11
44398,1
44400,2
44410,14
44422,7
44429,1
44433,5
44441,4
44443,10
44445,10
44447,1
44452,4
44454,1
44456,5
44458,12
44459,3
44465,9
44471,9
44476,11
44479,4
44480,1
44488,11
44490,5
44493,10
44494,13
44498,4
44503,3
44513,5
44524,5
44527,11
44528,8
44536,10
44537,4
44545,8
44552,5
44555,11
44559,1
44568,2
44570,8
44574,10
44582,9
44590,11
44595,17
44607,5
44615,6
44621,1
44645,8
44652,7
44661,2
44663,8
44668,3
44670,7
44673,14
44681,1
44686,5
44692,10
44725,22
44744,17
44757,1
44792,4
44801,1
44812,1
44821,2
44859,2
44865,3
44867,3
44870,3
44876,1
44885,5
44889,3
44891,3
44893,1
44903,1
44905,6
44912,2
44919,4
44926,4
44932,7
44951,1
44952,3
44957,8
44961,4
44964,3
44970,1
44981,2
44982,1
44991,3
44993,1
44998,1
45004,1
45006,4
45009,5
45015,3
45023,4
45029,1
45041,9
45047,2
45050,3
45061,7
45064,6
45067,3
45070,1
45073,9
45076,6
45083,11
45088,8
45092,2
45102,3
45114,4
45121,6
45137,3
45142,10
45143,6
45149,1
45159,3
45163,5
45169,6
45179,9
45180,1
45184,8
45190,7
45193,4
45195,1
45214,3
45227,6
45236,5
45237,3
45242,4
45243,8
45248,4
45256,6
45257,4
45261,8
45265,9
45275,8
45276,5
45287,1
45288,7
45289,7
45299,4
45308,2
45314,6
45318,2
45323,1
45324,3
45327,4
45334,2
45336,11
45351,4
45358,1
45362,10
45366,5
45370,4
45374,6
45380,1
45381,6
45386,2
45388,4
45389,1
45398,4
45399,4
45400,8
45401,6
45403,3
45411,1
45415,5
45416,2
45419,8
45423,1
45425,5
45432,6
45434,1
45449,1
45452,1
45466,5
45467,8
45478,1
45481,3
45485,2
45486,1
45496,8
45503,4
45519,7
45520,1
45523,6
45526,6
45550,2
45561,1
45563,7
45572,4
45580,2
45584,6
45588,7
45595,6
45596,4
45599,6
45629,9
45639,1
45641,7
45648,1
45655,1
45657,4
45677,8
45682,2
45685,6
45702,13
45714,2
45723,1
45730,10
45732,1
45736,1
45738,11
45745,23
45757,14
45765,4
45774,2
45779,2
45781,8
45785,3
45792,4
45798,4
45808,6
45813,9
45832,4
45839,5
45841,9
45859,5
45868,5
45878,13
45886,5
45892,12
45920,1
45929,1
45937,1
45957,1
45958,4
45959,3
45961,4
45965,6
45987,3
45992,14
45995,1
45998,1
45999,1
46007,5
46008,7
46017,1
46023,16
46029,1
46037,1
46041,1
46055,1
46063,4
46065,2
46071,9
46086,1
46087,1
46093,13
46098,2
46099,1
46103,1
46104,6
46107,2
46108,2
46109,8
46114,1
46118,1
46132,12
46146,11
46148,4
46170,2
46176,1
46189,1
46193,5
46197,4
46200,7
46209,7
46210,10
46227,1
46233,1
46248,1
46266,5
46274,1
46283,4
46290,5
46292,5
46296,1
46297,2
46303,9
46320,2
46323,1
46326,9
46327,1
46331,10
46345,1
46349,2
46351,5
46365,9
46366,4
46367,7
46371,1
46374,2
46382,4
46392,1
46401,9
46405,1
46413,1
46423,1
46438,6
46443,1
46448,9
46449,7
46465,2
46468,2
46471,1
46475,12
46479,3
46482,2
46494,1
46503,8
46513,2
46516,2
46525,1
46526,1
46529,2
46538,8
46542,5
46549,1
46558,1
46564,3
46568,9
46570,2
46573,2
46575,10
46580,1
46581,7
46582,4
46583,1
46592,3
46595,4
46612,7
46617,2
46619,3
46625,3
46637,4
46641,3
46648,2
46650,11
46652,7
46656,6
46657,6
46658,6
46664,1
46667,10
46669,6
46672,2
46674,2
46675,4
46676,3
46677,6
46680,12
46688,6
46690,11
46692,1
46694,3
46695,2
46698,1
46699,3
46701,1
46703,4
46710,1
46712,2
46716,1
46719,3
46720,2
46725,4
46726,9
46729,10
46737,1
46738,1
46739,7
46740,1
46745,7
46754,2
46755,4
46765,1
46767,4
46774,6
46776,1
46778,10
46783,1
46789,3
46794,6
46797,1
46799,3
46805,2
46810,7
46812,1
46814,6
46818,1
46823,2
46829,4
46834,1
46835,6
46840,5
46841,1
46853,8
46856,3
46859,4
46885,4
46887,4
46899,5
46902,8
46906,2
46911,3
46916,2
46918,1
46923,6
46924,1
46954,2
46970,2
46979,11
46992,8
47007,1
47008,9
47014,5
47025,1
47036,2
47043,1
47046,4
47047,1
47049,6
47058,2
47072,8
47073,1
47089,2
47091,10
47096,1
47098,12
47106,1
47107,2
47112,11
47114,2
47118,4
47132,3
47138,6
47140,3
47145,1
47146,11
47147,3
47148,5
47158,3
47162,1
47168,4
47171,4
47176,1
47186,4
47193,11
47199,6
47204,1
47220,5
47221,4
47227,1
47231,11
47235,2
47243,1
47249,8
47251,9
47264,4
47273,10
47277,1
47279,4
47280,4
47288,2
47289,3
47292,6
47293,11
47294,4
47304,7
47306,4
47313,8
47325,1
47327,3
47336,2
47337,5
47349,6
47350,10
47351,3
47371,13
47377,3
47379,2
47381,2
47382,3
47391,5
47394,2
47397,8
47398,4
47405,1
47407,4
47411,5
47422,9
47443,6
47455,5
47456,1
47459,13
47467,1
47496,1
47517,5
47523,7
47526,3
47527,9
47534,2
47538,1
47542,1
47543,1
47549,4
47577,3
47579,5
47581,10
47592,1
47595,9
47597,8
47598,3
47611,7
47617,4
47637,4
47641,1
47648,8
47649,9
47652,4
47658,7
47661,7
47664,7
47669,2
47670,3
47674,9
47675,2
47676,1
47682,1
47689,2
47696,6
47708,9
47717,2
47720,4
47727,7
47728,4
47744,7
47747,4
47748,7
47749,3
47759,7
47772,2
47773,3
47778,1
47780,5
47793,1
47799,6
47810,1
47824,1
47825,5
47827,7
47829,1
47850,2
47852,1
47857,10
47860,3
47866,3
47868,3
47870,3
47885,1
47887,1
47890,9
47897,6
47900,9
47902,3
47913,3
47917,1
47918,2
47928,3
47932,1
47936,2
47937,4
47939,1
47948,6
47957,2
47962,1
47968,5
47971,7
47980,9
47983,7
47984,13
47991,1
47995,1
47996,3
47997,2
47999,1
48003,7
48004,15
48008,1
48009,7
48016,6
48018,3
48027,1
48030,10
48033,9
48034,1
48042,12
48043,6
48047,1
48050,1
48051,1
48055,1
48057,2
48058,5
48062,14
48063,3
48065,2
48069,4
48072,16
48077,4
48082,2
48084,1
48087,1
48090,1
48094,4
48095,4
48098,1
48100,6
48104,3
48105,1
48108,6
48117,4
48120,2
48121,1
48122,1
48127,2
48128,6
48132,7
48135,4
48140,2
48142,2
48147,5
48148,6
48153,4
48156,3
48164,9
48165,2
48169,6
48170,18
48172,2
48174,8
48176,5
48177,1
48179,4
48182,1
48187,8
48193,2
48200,9
48201,5
48204,3
48206,5
48212,17
48213,1
48215,6
48217,9
48219,4
48221,5
48226,1
48227,1
48239,2
48240,16
48243,2
48245,9
48247,9
48254,8
48258,7
48263,1
48264,6
48267,2
48270,5
48279,1
48281,5
48282,23
48285,7
48286,2
48288,1
48290,7
48296,10
48298,5
48302,2
48304,1
48319,3
48322,3
48325,1
48337,15
48338,2
48341,3
48342,2
48346,2
48350,12
48356,6
48359,7
48361,1
48373,1
48379,1
48381,1
48383,10
48384,1
48390,4
48395,5
48407,1
48413,2
48417,3
48418,10
48424,5
48437,8
48442,2
48451,9
48454,6
48459,9
48460,12
48462,4
48470,1
48475,1
48476,8
48477,2
48481,6
48486,8
48488,3
48489,3
48490,3
48495,9
48504,7
48518,3
48520,6
48523,6
48525,6
48529,9
48533,5
48539,1
48542,3
48545,6
48546,1
48548,6
48551,7
48552,13
48559,3
48563,2
48569,6
48570,7
48571,2
48575,2
48581,10
48587,6
48601,5
48605,1
48609,7
48615,7
48618,2
48628,1
48629,1
48631,7
48637,9
48646,13
48648,1
48653,10
48656,1
48660,5
48662,1
48671,4
48674,1
48676,10
48677,5
48679,3
48686,2
48688,4
48689,1
48691,9
48694,1
48703,7
48706,7
48708,9
48712,8
48715,1
48716,1
48718,5
48720,4
48725,2
48729,3
48730,1
48737,1
48738,4
48742,1
48754,9
48759,2
48760,1
48765,3
48772,14
48779,1
48782,2
48786,4
48788,2
48790,6
48792,4
48796,4
48798,1
48799,5
48806,9
48812,3
48815,2
48819,2
48820,1
48825,1
48830,1
48832,1
48836,1
48846,5
48855,9
48857,1
48859,9
48862,1
48864,1
48865,1
48868,1
48869,6
48874,1
48875,2
48877,2
48886,11
48891,4
48893,11
48900,4
48902,10
48906,3
48914,3
48915,1
48919,8
48929,4
48933,6
48938,11
48939,7
48940,1
48947,10
48948,8
48951,5
48953,6
48957,1
48962,4
48965,9
48969,2
48971,1
48979,10
48981,3
48982,5
48993,6
48996,1
48997,12
49006,2
49008,1
49010,3
49021,1
49022,1
49025,13
49034,2
49044,1
49046,4
49048,2
49049,2
49054,3
49056,4
49057,11
49067,1
49082,4
49091,9
49092,5
49093,5
49096,6
49097,5
49106,1
49107,10
49129,1
49130,7
49133,6
49138,12
49139,7
49157,3
49169,2
49170,3
49171,1
49177,1
49178,3
49183,8
49201,1
49204,1
49208,2
49219,9
49224,4
49236,3
49245,6
49257,3
49283,2
49289,13
49293,10
49297,2
49300,13
49305,1
49310,1
49312,11
49325,1
49330,1
49334,6
49358,11
49360,9
49364,12
49374,1
49380,3
49383,11
49386,9
49394,5
49404,8
49407,11
49410,7
49416,9
49418,7
49423,2
49426,1
49428,2
49431,10
49439,7
49442,1
49447,2
49459,1
49462,11
49464,5
49474,13
49476,8
49477,2
49484,1
49487,9
49495,4
49514,1
49515,9
49518,2
49520,5
49528,6
49536,10
49538,7
49541,5
49547,1
49548,1
49553,5
49560,1
49561,6
49573,6
49582,8
49585,6
49591,2
49600,9
49602,19
49604,1
49608,2
49612,6
49630,2
49632,5
49633,5
49639,1
49642,10
49645,1
49651,13
49652,5
49663,3
49667,1
49669,4
49672,10
49673,2
49693,5
49694,10
49721,5
49729,8
49730,11
49746,1
49747,2
49754,3
49759,1
49767,1
49774,9
49782,1
49783,1
49784,1
49791,1
49793,2
49796,1
49808,2
49816,1
49819,1
49839,2
49843,1
49850,2
49851,3
49856,2
49858,1
49864,5
49873,1
49878,3
49882,7
49887,3
49888,10
49909,1
49916,1
49917,1
49921,6
49938,2
49939,1
49940,2
49963,1
49964,1
49966,1
49968,1
49969,6
49971,4
49973,5
49976,11
49992,1
49996,4
49997,9
50015,4
50027,10
50033,10
50037,9
50055,10
50058,6
50059,4
50064,3
50069,11
50074,1
50086,4
50087,6
50092,3
50099,7
50101,1
50111,1
50113,5
50115,1
50131,10
50133,1
50134,9
50136,11
50159,9
50161,1
50164,11
50165,6
50169,12
50176,3
50179,3
50185,1
50188,5
50189,1
50191,7
50193,1
50195,4
50197,12
50205,6
50215,3
50217,4
50218,6
50220,2
50223,10
50224,4
50227,5
50233,4
50237,1
50243,3
50251,11
50255,6
50257,4
50263,1
50271,1
50275,9
50277,5
50281,2
50282,7
50284,16
50288,2
50296,1
50300,4
50301,1
50307,6
50312,3
50314,13
50328,12
50337,3
50347,8
50351,13
50353,1
50356,2
50358,10
50361,1
50364,12
50366,1
50371,5
50374,19
50375,8
50377,1
50385,3
50386,16
50390,4
50395,6
50397,12
50398,1
50411,8
50415,5
50416,3
50420,12
50430,7
50433,9
50437,5
50440,9
50449,1
50461,8
50467,9
50468,1
50469,9
50478,2
50482,8
50485,1
50489,11
50496,1
50504,1
50509,9
50510,4
50512,10
50516,3
50518,8
50519,1
50522,12
50526,7
50528,7
50565,4
50566,9
50617,1
50624,4
50625,7
50628,9
50631,10
50641,10
50646,5
50658,2
50659,3
50662,2
50666,3
50669,1
50676,1
50679,1
50683,5
50688,2
50694,6
50702,2
50715,4
50716,3
50719,5
50724,6
50726,8
50737,3
50741,7
50743,4
50744,4
50752,3
50756,5
50767,2
50768,9
50772,3
50781,1
50797,6
50803,2
50821,12
50825,9
50828,3
50829,1
50835,1
50843,3
50847,1
50851,2
50860,1
50863,1
50867,11
50869,1
50882,1
50883,1
50889,1
50894,1
50897,4
50903,2
50905,6
50906,5
50907,2
50909,5
50911,1
50915,9
50920,2
50924,3
50934,3
50935,2
50938,4
50940,5
50954,4
50956,1
50966,1
50969,1
50979,1
50982,4
50983,3
50992,5
50998,2
51004,6
51007,5
51017,5
51020,4
51025,4
51031,6
51034,1
51043,9
51048,1
51050,2
51060,1
51067,2
51068,4
51075,9
51076,6
51080,5
51086,9
51093,1
51094,2
51099,1
51100,2
51110,2
51134,1
51147,4
51151,1
51162,2
51171,3
51181,8
51196,3
51198,5
51204,6
51212,5
51215,8
51216,2
51239,2
51256,1
51260,4
51268,4
51269,9
51270,1
51273,3
51274,7
51293,3
51298,2
51299,4
51315,3
51316,6
51322,1
51340,2
51342,2
51347,12
51349,2
51358,4
51360,4
51361,7
51367,4
51373,6
51374,1
51379,4
51408,9
51411,1
51418,1
51423,2
51424,7
51428,13
51437,5
51438,5
51443,2
51444,3
51446,1
51450,4
51460,1
51464,4
51466,2
51469,1
51470,1
51471,1
51474,1
51475,5
51479,5
51486,7
51495,2
51496,3
51502,1
51506,3
51512,4
51514,3
51515,5
51527,1
51535,3
51536,1
51544,5
51546,1
51553,3
51554,3
51558,5
51568,3
51571,4
51577,3
51590,8
51600,1
51609,3
51627,3
51634,4
51637,4
51639,3
51642,1
51644,1
51646,2
51650,3
51672,4
51675,1
51678,1
51680,9
51691,1
51701,1
51704,1
51718,2
51719,4
51731,6
51737,4
51739,1
51740,1
51747,3
51752,2
51773,4
51775,1
51778,1
51782,5
51784,10
51807,4
51808,5
51818,7
51833,1
51834,4
51838,1
51843,4
51844,5
51846,5
51859,1
51864,9
51871,4
51880,6
51887,10
51901,5
51905,4
51909,4
51910,9
51913,4
51914,4
51918,11
51921,3
51931,1
51936,12
51945,7
51952,1
51957,4
51963,6
51967,1
51983,5
51992,18
51993,2
52003,1
52010,13
52011,1
52019,10
52024,15
52039,1
52043,16
52052,12
52053,1
52061,2
52069,1
52076,9
52080,6
52091,1
52094,11
52095,1
52102,1
52119,1
52134,1
52139,1
52143,4
52151,1
52158,9
52168,3
52180,1
52183,1
52187,2
52202,1
52205,1
52225,8
52226,1
52244,7
52247,3
52257,1
52269,10
52272,1
52288,1
52315,1
52331,1
52335,1
52349,1
52353,1
52362,11
52363,2
52366,8
52369,5
52373,1
52383,1
52392,1
52400,12
52401,4
52414,2
52428,1
52431,2
52432,6
52433,4
52443,2
52448,2
52452,1
52458,10
52464,1
52469,11
52473,4
52485,1
52502,8
52506,4
52518,1
52520,2
52523,1
52526,3
52527,4
52529,1
52546,11
52549,2
52552,2
52554,4
52557,11
52563,2
52564,1
52577,8
52579,1
52588,9
52596,6
52598,1
52600,11
52608,2
52609,9
52622,1
52623,7
52626,2
52628,12
52632,1
52638,1
52640,3
52646,8
52653,2
52654,6
52656,3
52658,2
52660,9
52662,3
52669,5
52670,9
52673,1
52676,11
52679,1
52695,2
52709,7
52710,3
52712,9
52717,1
52726,11
52738,1
52746,11
52753,3
52766,10
52767,1
52780,1
52791,6
52798,9
52805,6
52810,7
52812,1
52818,4
52823,1
52827,8
52840,4
52843,1
52844,5
52852,7
52853,1
52855,1
52857,9
52862,8
52878,1
52883,3
52896,5
52905,1
52920,10
52924,5
52933,1
52937,2
52955,8
52959,1
52961,7
52962,3
52965,11
52981,11
52987,2
52998,2
53004,2
53009,2
53017,6
53018,6
53019,1
53022,14
53034,4
53038,3
53040,2
53044,7
53048,1
53051,1
53058,6
53069,1
53074,10
53079,5
53085,11
53091,1
53100,6
53105,1
53108,1
53114,2
53121,2
53122,1
53128,5
53139,2
53140,3
53144,5
53165,8
53170,2
53193,2
53200,1
53204,5
53218,2
53251,1
53252,6
53253,9
53269,1
53273,9
53276,4
53277,5
53290,2
53294,7
53301,1
53306,1
53310,2
53315,6
53331,6
53337,1
53342,6
53343,7
53353,1
53357,4
53365,1
53373,6
53379,3
53382,5
53385,3
53389,4
53391,3
53395,7
53406,6
53408,5
53418,3
53422,3
53427,2
53429,4
53430,3
53433,2
53436,9
53441,6
53442,4
53444,4
53453,10
53454,27
53456,3
53464,4
53469,8
53473,1
53477,2
53479,15
53482,1
53485,1
53501,7
53506,1
53510,6
53513,3
53516,1
53521,2
53523,1
53531,7
53538,1
53542,1
53557,10
53559,1
53563,3
53566,2
53569,1
53570,2
53575,7
53581,1
53585,2
53587,1
53593,1
53607,4
53615,15
53617,4
53618,1
53625,7
53635,5
53640,2
53647,2
53651,14
53652,7
53660,2
53664,7
53665,1
53666,7
53672,7
53675,4
53677,3
53678,4
53680,5
53696,1
53712,2
53713,1
53714,3
53715,18
53732,3
53743,7
53749,12
53765,3
53769,3
53770,13
53773,5
53786,4
53795,5
53796,2
53806,4
53809,4
53811,1
53812,2
53825,1
53833,1
53835,10
53843,4
53848,4
53855,7
53856,1
53864,3
53871,10
53874,3
53881,14
53883,6
53887,9
53903,9
53910,4
53915,5
53922,1
53929,12
53931,2
53942,5
53950,2
53951,4
53954,1
53960,12
53961,2
53964,21
53969,5
53972,1
53976,7
53978,11
53994,2
53996,5
53998,9
54002,8
54007,4
54008,2
54009,11
54014,5
54032,1
54033,1
54039,8
54047,1
54052,2
54065,5
54075,3
54076,1
54079,2
54091,5
54092,1
54102,2
54121,1
54125,13
54132,6
54137,1
54142,6
54157,16
54161,2
54171,11
54185,1
54191,3
54199,11
54203,1
54212,1
54228,2
54229,1
54250,7
54258,2
54274,2
54287,1
54290,10
54294,8
54304,5
54305,9
54322,2
54325,1
54329,1
54332,1
54337,11
54344,1
54346,1
54351,1
54354,2
54370,2
54380,1
54401,1
54402,7
54415,7
54418,1
54429,1
54433,1
54435,1
54444,5
54448,1
54452,1
54454,1
54456,1
54459,1
54465,7
54472,5
54489,5
54490,7
54502,2
54520,7
54521,1
54524,6
54525,2
54536,5
54570,1
54571,4
54579,8
54581,3
54593,4
54632,5
54635,8
54640,2
54645,4
54647,7
54657,6
54662,4
54669,2
54673,5
54677,6
54688,5
54691,8
54701,1
54706,5
54716,7
54722,4
54724,9
54738,11
54741,7
54748,10
54755,3
54759,6
54769,1
54780,6
54786,7
54800,1
54805,6
54819,1
54827,1
54841,11
54854,2
54868,6
54878,1
54895,8
54898,4
54910,2
54931,5
54934,4
54946,10
54952,6
54959,1
54965,1
54967,2
54972,5
54976,5
54982,5
54984,2
54991,8
54992,3
55000,4
55002,4
55003,10
55006,1
55018,5
55021,3
55023,3
55024,8
55025,3
55028,1
55030,8
55032,9
55034,5
55040,4
55047,2
55056,1
55057,7
55059,6
55074,1
55075,3
55079,8
55080,4
55088,8
55098,3
55100,8
55103,10
55105,1
55106,10
55107,3
55109,8
55117,6
55119,11
55120,13
55134,3
55139,2
55141,1
55142,8
55145,1
55147,1
55149,5
55160,6
55161,1
55172,1
55174,4
55179,9
55184,3
55201,9
55204,3
55207,13
55208,7
