ip,day,hour,ip_day_hour_channel_0
43881,10,4,26
43888,10,4,1
43890,10,4,10
43894,10,4,1
43895,10,4,1
43899,6,16,4
43899,10,4,8
43905,10,4,1
43909,10,4,1
43913,6,16,7
43919,10,4,4
43924,10,4,1
43928,6,16,6
43928,10,4,6
43930,10,4,1
43931,6,16,13
43931,10,4,1
43934,10,4,4
43949,10,4,6
43957,6,16,12
43957,10,4,9
43959,6,16,9
43959,10,4,11
43960,6,16,13
43960,10,4,1
43961,10,4,4
43968,6,16,2
43968,10,4,4
43974,6,16,22
43974,10,4,1
43984,6,16,12
43984,10,4,1
43992,6,16,9
43992,10,4,3
43996,10,4,6
43999,10,4,2
44001,10,4,1
44003,10,4,1
44004,6,16,12
44004,10,4,4
44005,6,16,1
44005,10,4,9
44010,6,16,7
44010,10,4,1
44011,6,16,4
44018,10,4,11
44021,10,4,2
44022,10,4,2
44028,10,4,18
44033,6,15,1
44034,6,16,18
44036,6,16,2
44036,10,4,3
44038,10,4,1
44039,10,4,1
44042,6,16,1
44048,6,16,5
44048,10,4,10
44050,6,16,1
44051,6,16,11
44051,10,4,22
44054,10,4,1
44056,6,16,2
44056,10,4,4
44060,6,16,8
44067,6,16,83
44067,10,4,73
44076,6,16,2
44076,10,4,6
44082,6,16,1
44082,10,4,12
44083,10,4,8
44087,6,16,1
44087,10,4,10
44101,6,16,12
44101,10,4,8
44105,6,16,1
44105,10,4,5
44129,10,4,1
44139,6,16,4
44139,10,4,4
44148,6,16,2
44148,10,4,1
44150,10,4,4
44153,10,4,1
44154,10,4,2
44160,10,4,5
44164,6,16,1
44165,6,16,1
44169,10,4,13
44170,6,16,3
44173,10,4,4
44175,10,4,6
44182,6,16,6
44182,10,4,1
44194,6,16,1
44194,10,4,6
44198,10,4,5
44211,6,16,5
44211,10,4,5
44214,10,4,1
44222,10,4,13
44229,6,15,2
44231,10,4,3
44240,10,4,2
44242,10,4,1
44254,6,16,1
44254,10,4,1
44256,6,16,9
44256,10,4,1
44259,6,16,6
44259,10,4,5
44261,6,16,3
44266,10,4,3
44267,6,16,33
44267,10,4,2
44271,6,16,4
44277,10,4,2
44279,6,16,10
44279,10,4,8
44285,10,4,1
44294,10,4,11
44302,10,4,5
44304,6,16,1
44304,10,4,1
44312,10,4,6
44315,6,16,1
44322,6,16,1
44322,10,4,9
44327,6,16,1
44327,10,4,17
44328,6,16,8
44328,10,4,12
44330,10,4,4
44335,10,4,4
44339,6,16,15
44349,6,16,4
44349,10,4,6
44356,6,16,1
44356,10,4,3
44359,10,4,10
44361,6,16,16
44361,10,4,7
44366,10,4,1
44372,6,16,1
44377,6,16,20
44377,10,4,9
44391,6,16,12
44391,10,4,2
44392,6,16,4
44392,10,4,11
44398,10,4,1
44400,6,16,2
44410,6,16,33
44410,10,4,7
44422,6,16,19
44422,10,4,1
44429,10,4,1
44433,6,16,6
44433,10,4,4
44441,10,4,4
44443,6,16,11
44443,10,4,5
44445,10,4,11
44447,6,16,1
44452,10,4,4
44454,10,4,1
44456,6,16,6
44456,10,4,3
44458,6,16,60
44458,10,4,30
44459,10,4,3
44465,6,16,1
44465,10,4,10
44471,10,4,11
44476,6,16,20
44476,10,4,9
44479,6,16,1
44479,10,4,6
44480,10,4,1
44488,6,16,40
44488,10,4,11
44490,6,16,6
44490,10,4,1
44493,6,16,20
44493,10,4,11
44494,6,16,53
44494,10,4,16
44498,6,16,3
44498,10,4,3
44503,10,4,3
44513,6,16,4
44513,10,4,4
44524,6,16,6
44524,10,4,1
44527,6,16,53
44527,10,4,18
44528,10,4,9
44536,6,16,15
44536,10,4,9
44537,6,16,5
44537,10,4,1
44545,6,16,6
44545,10,4,13
44552,6,16,4
44552,10,4,1
44555,6,16,43
44555,10,4,20
44559,6,16,1
44568,6,16,2
44570,10,4,8
44574,6,16,2
44574,10,4,10
44582,6,16,2
44582,10,4,17
44590,6,16,20
44590,10,4,4
44595,10,4,50
44607,6,16,1
44607,10,4,9
44615,6,15,2
44615,6,16,17
44615,10,4,9
44621,10,4,1
44645,6,15,2
44645,6,16,17
44645,10,4,5
44652,6,16,6
44652,10,4,7
44661,10,4,2
44663,6,16,19
44663,10,4,3
44668,10,4,6
44670,6,16,8
44670,10,4,1
44673,6,16,36
44673,10,4,18
44681,10,4,1
44686,10,4,5
44692,6,16,2
44692,10,4,11
44725,6,16,100
44725,10,4,30
44744,6,15,1
44744,6,16,83
44744,10,4,34
44757,10,4,1
44792,10,4,12
44801,10,4,3
44812,10,4,1
44821,10,4,4
44859,10,4,2
44865,6,16,3
44867,6,16,3
44867,10,4,2
44870,6,16,2
44870,10,4,1
44876,10,4,3
44885,10,4,8
44889,6,16,2
44889,10,4,1
44891,10,4,3
44893,6,16,1
44903,10,4,1
44905,6,16,6
44905,10,4,5
44912,6,16,1
44912,10,4,1
44919,6,16,4
44926,10,4,4
44932,6,15,1
44932,10,4,8
44951,10,4,1
44952,10,4,5
44957,10,4,12
44961,6,16,2
44961,10,4,2
44964,10,4,4
44970,6,16,1
44981,6,16,2
44982,10,4,1
44991,10,4,3
44993,10,4,1
44998,10,4,1
45004,6,16,2
45006,10,4,4
45009,6,16,8
45009,10,4,2
45015,6,16,3
45023,10,4,4
45029,10,4,1
45041,6,16,20
45041,10,4,10
45047,10,4,4
45050,10,4,3
45061,10,4,8
45064,10,4,6
45067,10,4,3
45070,10,4,2
45073,6,16,6
45073,10,4,5
45076,10,4,6
45083,6,16,10
45083,10,4,5
45088,6,16,1
45088,10,4,8
45092,6,16,2
45102,10,4,3
45114,10,4,4
45121,6,16,3
45121,10,4,5
45137,10,4,3
45142,10,4,13
45143,10,4,8
45149,10,4,1
45159,10,4,3
45163,6,16,5
45163,10,4,1
45169,10,4,11
45179,10,4,9
45180,10,4,1
45184,10,4,9
45190,10,4,9
45193,6,16,1
45193,10,4,4
45195,10,4,1
45214,10,4,5
45227,6,16,10
45227,10,4,8
45236,6,16,4
45236,10,4,5
45237,10,4,3
45242,10,4,6
45243,6,16,16
45248,6,16,2
45248,10,4,3
45256,6,16,4
45256,10,4,4
45257,6,16,2
45257,10,4,2
45261,6,16,11
45265,6,16,4
45265,10,4,25
45275,6,16,8
45275,10,4,8
45276,10,4,5
45287,6,16,1
45288,10,4,11
45289,6,16,2
45289,10,4,5
45299,6,16,8
45308,10,4,3
45314,6,16,6
45314,10,4,6
45318,6,16,3
45323,6,16,1
45324,6,16,1
45324,10,4,4
45327,6,16,6
45334,10,4,5
45336,10,4,15
45351,10,4,8
45358,10,4,1
45362,6,16,9
45362,10,4,9
45366,10,4,5
45370,10,4,4
45374,6,16,2
45374,10,4,6
45380,10,4,1
45381,10,4,7
45386,6,16,3
45386,10,4,2
45388,10,4,4
45389,10,4,1
45398,6,16,6
45399,10,4,4
45400,6,16,12
45400,10,4,5
45401,6,16,5
45401,10,4,1
45403,10,4,3
45411,10,4,1
45415,10,4,5
45416,6,16,1
45416,10,4,3
45419,6,16,8
45423,10,4,1
45425,6,16,3
45425,10,4,5
45432,10,4,9
45434,6,16,1
45449,6,16,4
45449,10,4,2
45452,10,4,1
45466,6,16,7
45466,10,4,4
45467,6,16,17
45467,10,4,8
45478,6,16,2
45478,10,4,1
45481,10,4,3
45485,10,4,2
45486,10,4,1
45496,6,16,2
45496,10,4,12
45503,10,4,4
45519,6,16,7
45519,10,4,1
45520,10,4,1
45523,6,16,4
45523,10,4,4
45526,10,4,6
45550,6,16,2
45561,6,15,1
45563,10,4,7
45572,6,16,6
45580,10,4,2
45584,10,4,6
45588,6,16,6
45588,10,4,1
45595,6,16,5
45595,10,4,5
45596,10,4,5
45599,10,4,6
45629,10,4,11
45639,10,4,2
45641,6,16,7
45648,6,16,1
45655,10,4,1
45657,6,16,6
45677,6,16,29
45682,10,4,2
45685,10,4,6
45702,6,16,24
45702,10,4,5
45714,10,4,2
45723,6,16,1
45723,10,4,1
45730,6,16,10
45730,10,4,9
45732,10,4,1
45736,10,4,1
45738,6,16,12
45745,6,14,1
45745,6,16,131
45745,10,4,106
45757,6,16,32
45757,10,4,13
45765,6,16,3
45765,10,4,4
45774,10,4,2
45779,10,4,2
45781,6,16,2
45781,10,4,7
45785,10,4,5
45792,10,4,4
45798,10,4,13
45808,10,4,7
45813,6,16,3
45813,10,4,11
45832,6,16,2
45832,10,4,3
45839,10,4,5
45841,6,16,4
45841,10,4,8
45859,6,16,2
45859,10,4,4
45868,6,16,1
45868,10,4,6
45878,6,16,28
45878,10,4,1
45886,10,4,5
45892,6,16,21
45892,10,4,11
45920,6,16,2
45929,10,4,3
45937,10,4,1
45957,10,4,2
45958,10,4,9
45959,6,16,1
45959,10,4,3
45961,10,4,8
45965,6,16,11
45965,10,4,8
45987,10,4,3
45992,6,16,12
45992,10,4,17
45995,10,4,1
45998,6,16,1
45999,10,4,3
46007,6,16,3
46007,10,4,2
46008,10,4,7
46017,10,4,1
46023,6,16,14
46023,10,4,20
46029,6,16,1
46037,10,4,1
46041,6,16,1
46055,6,15,1
46063,10,4,4
46065,6,16,2
46071,10,4,12
46086,6,16,1
46087,10,4,1
46093,6,16,17
46098,10,4,2
46099,10,4,1
46103,10,4,1
46104,10,4,6
46107,10,4,2
46108,6,16,2
46109,10,4,9
46114,10,4,1
46118,6,16,1
46132,10,4,14
46146,6,16,5
46146,10,4,9
46148,6,16,7
46170,10,4,2
46176,6,16,1
46176,10,4,1
46189,10,4,2
46193,10,4,5
46197,10,4,4
46200,6,16,1
46200,10,4,9
46209,10,4,8
46210,6,16,3
46210,10,4,11
46227,10,4,1
46233,10,4,1
46248,6,16,1
46266,6,16,14
46266,10,4,1
46274,6,16,1
46283,6,16,4
46290,10,4,5
46292,10,4,5
46296,10,4,1
46297,6,16,2
46303,10,4,15
46320,6,16,3
46323,10,4,1
46326,10,4,10
46327,10,4,3
46331,6,16,12
46331,10,4,8
46345,10,4,1
46349,10,4,4
46351,6,16,6
46365,6,16,10
46366,10,4,4
46367,6,16,11
46367,10,4,1
46371,10,4,1
46374,10,4,2
46382,6,16,6
46392,10,4,1
46401,10,4,11
46405,10,4,1
46413,10,4,1
46423,10,4,1
46438,6,16,4
46438,10,4,7
46443,10,4,1
46448,10,4,9
46449,6,16,8
46449,10,4,2
46465,6,16,2
46468,6,16,2
46471,6,16,1
46475,10,4,13
46479,6,16,3
46482,10,4,2
46494,10,4,1
46503,6,16,2
46503,10,4,6
46513,6,16,2
46516,10,4,2
46525,6,16,5
46526,10,4,2
46529,10,4,2
46538,10,4,8
46542,10,4,7
46549,6,16,2
46558,6,16,1
46564,6,16,3
46568,6,16,7
46568,10,4,8
46570,10,4,3
46573,6,16,1
46573,10,4,1
46575,10,4,12
46580,10,4,1
46581,6,16,4
46581,10,4,9
46582,6,16,12
46583,10,4,1
46592,10,4,3
46595,10,4,5
46612,6,16,7
46612,10,4,1
46617,10,4,2
46619,6,16,4
46619,10,4,1
46625,6,16,3
46637,10,4,4
46641,10,4,3
46648,6,16,2
46648,10,4,1
46650,6,16,12
46650,10,4,9
46652,10,4,13
46656,6,16,2
46656,10,4,5
46657,6,16,9
46657,10,4,1
46658,6,16,4
46658,10,4,5
46664,10,4,1
46667,10,4,12
46669,6,16,18
46672,6,16,2
46674,6,16,2
46675,6,16,4
46676,6,16,4
46677,6,16,17
46677,10,4,1
46680,10,4,13
46688,10,4,9
46690,10,4,18
46692,10,4,1
46694,10,4,4
46695,6,16,2
46698,10,4,1
46699,10,4,3
46701,10,4,1
46703,6,16,4
46703,10,4,1
46710,10,4,1
46712,6,16,1
46712,10,4,4
46716,6,16,1
46719,10,4,5
46720,6,16,2
46725,10,4,4
46726,6,16,9
46729,6,16,22
46729,10,4,8
46737,10,4,1
46738,10,4,1
46739,6,16,4
46739,10,4,5
46740,10,4,1
46745,10,4,7
46754,6,16,2
46755,6,16,1
46755,10,4,3
46765,6,16,1
46767,6,16,12
46774,6,16,7
46776,10,4,1
46778,6,16,5
46778,10,4,10
46783,10,4,1
46789,10,4,3
46794,10,4,7
46797,10,4,1
46799,6,16,2
46799,10,4,2
46805,6,16,8
46805,10,4,1
46810,6,16,2
46810,10,4,7
46812,6,16,1
46814,10,4,7
46818,6,16,1
46823,6,16,2
46829,6,16,3
46829,10,4,2
46834,10,4,1
46835,6,16,2
46835,10,4,6
46840,10,4,6
46841,10,4,1
46853,10,4,9
46856,10,4,3
46859,10,4,5
46885,10,4,4
46887,10,4,4
46899,6,16,4
46899,10,4,2
46902,10,4,17
46906,6,16,2
46911,6,16,3
46916,10,4,4
46918,6,16,3
46923,6,16,4
46923,10,4,3
46924,10,4,1
46954,10,4,2
46970,6,16,1
46970,10,4,1
46979,6,16,1
46979,10,4,11
46992,10,4,8
47007,10,4,2
47008,6,16,15
47008,10,4,1
47014,10,4,5
47025,6,16,1
47036,10,4,2
47043,10,4,1
47046,6,16,4
47047,10,4,1
47049,10,4,10
47058,10,4,2
47072,10,4,9
47073,10,4,1
47089,6,16,2
47091,10,4,16
47096,6,16,1
47098,6,16,6
47098,10,4,23
47106,10,4,1
47107,6,16,1
47107,10,4,1
47112,6,16,15
47112,10,4,4
47114,6,16,1
47114,10,4,3
47118,6,16,3
47118,10,4,2
47132,10,4,3
47138,10,4,10
47140,10,4,3
47145,10,4,1
47146,6,16,19
47146,10,4,9
47147,10,4,3
47148,6,16,7
47158,6,16,3
47162,6,16,1
47168,6,16,1
47168,10,4,7
47171,6,16,4
47176,6,16,1
47186,6,16,1
47186,10,4,3
47193,6,16,26
47193,10,4,4
47199,6,16,7
47204,10,4,1
47220,10,4,5
47221,10,4,4
47227,10,4,2
47231,6,16,34
47231,10,4,11
47235,6,16,2
47243,6,16,1
47249,10,4,11
47251,10,4,9
47264,10,4,7
47273,6,16,28
47277,6,15,1
47279,10,4,4
47280,6,16,1
47280,10,4,6
47288,10,4,2
47289,10,4,4
47292,10,4,7
47293,6,16,46
47294,10,4,4
47304,6,16,13
47306,10,4,5
47313,6,16,28
47325,10,4,1
47327,10,4,3
47336,10,4,2
47337,6,16,7
47349,6,16,7
47350,6,16,8
47350,10,4,4
47351,10,4,3
47371,6,16,4
47371,10,4,14
47377,10,4,3
47379,10,4,2
47381,10,4,2
47382,6,16,5
47391,6,16,7
47394,6,16,2
47397,6,16,8
47397,10,4,1
47398,10,4,4
47405,10,4,4
47407,10,4,5
47411,6,16,6
47422,10,4,9
47443,10,4,8
47455,6,16,41
47455,10,4,2
47456,6,16,1
47459,6,16,11
47459,10,4,20
47467,10,4,1
47496,10,4,1
47517,6,16,5
47517,10,4,2
47523,6,16,1
47523,10,4,6
47526,6,16,3
47527,10,4,9
47534,6,16,1
47534,10,4,1
47538,10,4,1
47542,6,16,2
47543,6,16,1
47549,6,16,3
47549,10,4,1
47577,6,16,4
47579,10,4,5
47581,6,16,1
47581,10,4,11
47592,10,4,1
47595,6,15,2
47595,6,16,13
47597,10,4,8
47598,6,16,3
47611,10,4,8
47617,6,16,3
47617,10,4,2
47637,10,4,4
47641,10,4,1
47648,6,16,7
47648,10,4,5
47649,6,16,8
47649,10,4,12
47652,6,16,7
47658,10,4,7
47661,10,4,7
47664,6,16,7
47664,10,4,1
47669,10,4,2
47670,6,16,3
47674,6,16,11
47674,10,4,4
47675,6,16,1
47675,10,4,3
47676,10,4,1
47682,10,4,3
47689,6,16,1
47689,10,4,1
47696,6,16,6
47696,10,4,2
47708,6,15,1
47708,6,16,13
47708,10,4,1
47717,6,16,2
47720,6,16,4
47720,10,4,2
47727,10,4,7
47728,6,16,4
47744,6,16,8
47747,6,16,1
47747,10,4,4
47748,10,4,9
47749,6,16,3
47759,6,16,1
47759,10,4,7
47772,6,16,1
47772,10,4,2
47773,6,16,2
47773,10,4,3
47778,10,4,1
47780,6,16,4
47780,10,4,1
47793,10,4,2
47799,10,4,6
47810,10,4,1
47824,10,4,1
47825,10,4,6
47827,10,4,29
47829,10,4,3
47850,6,16,1
47850,10,4,1
47852,10,4,1
47857,6,16,18
47860,10,4,3
47866,6,16,6
47868,10,4,3
47870,6,16,2
47870,10,4,2
47885,10,4,1
47887,10,4,3
47890,6,16,14
47897,6,16,6
47897,10,4,4
47900,10,4,11
47902,6,14,1
47902,10,4,2
47913,10,4,3
47917,10,4,1
47918,10,4,2
47928,10,4,5
47932,10,4,1
47936,10,4,4
47937,6,16,4
47939,10,4,1
47948,6,16,1
47948,10,4,5
47957,6,16,1
47957,10,4,4
47962,10,4,1
47968,10,4,6
47971,6,16,3
47971,10,4,7
47980,6,16,21
47980,10,4,1
47983,6,16,4
47983,10,4,6
47984,6,16,11
47984,10,4,14
47991,6,16,1
47995,10,4,1
47996,6,16,3
47996,10,4,11
47997,6,16,1
47997,10,4,2
47999,10,4,1
48003,10,4,7
48004,6,16,32
48008,10,4,4
48009,10,4,7
48016,10,4,8
48018,6,16,1
48018,10,4,4
48027,10,4,1
48030,6,16,21
48033,6,16,13
48033,10,4,1
48034,6,16,1
48042,6,16,1
48042,10,4,18
48043,10,4,10
48047,6,16,1
48050,10,4,1
48051,10,4,1
48055,10,4,2
48057,10,4,2
48058,10,4,5
48062,6,16,38
48063,10,4,3
48065,10,4,3
48069,10,4,4
48072,6,16,5
48072,10,4,19
48077,6,16,1
48077,10,4,4
48082,10,4,2
48084,10,4,1
48087,10,4,1
48090,6,16,1
48094,6,16,2
48094,10,4,3
48095,10,4,4
48098,10,4,1
48100,10,4,7
48104,6,16,11
48105,10,4,1
48108,10,4,9
48117,6,16,1
48117,10,4,3
48120,10,4,2
48121,10,4,1
48122,10,4,1
48127,10,4,2
48128,6,16,6
48132,10,4,9
48135,6,16,3
48135,10,4,1
48140,6,16,2
48142,10,4,3
48147,6,16,37
48148,6,16,3
48148,10,4,4
48153,6,16,3
48153,10,4,2
48156,10,4,3
48164,6,16,4
48164,10,4,9
48165,10,4,2
48169,10,4,6
48170,6,16,45
48170,10,4,84
48172,6,15,1
48172,6,16,2
48174,6,16,8
48176,6,16,3
48176,10,4,2
48177,10,4,1
48179,6,16,4
48179,10,4,2
48182,6,16,1
48187,10,4,9
48193,10,4,2
48200,10,4,9
48201,6,16,4
48201,10,4,1
48204,6,16,8
48206,6,16,6
48206,10,4,1
48212,6,16,82
48212,10,4,57
48213,10,4,2
48215,10,4,10
48217,10,4,14
48219,6,16,4
48221,6,16,8
48221,10,4,2
48226,10,4,1
48227,6,16,1
48239,6,16,2
48240,6,16,90
48240,10,4,84
48243,10,4,2
48245,6,16,2
48245,10,4,15
48247,6,16,8
48247,10,4,5
48254,10,4,11
48258,6,16,6
48258,10,4,9
48263,10,4,1
48264,6,16,3
48264,10,4,8
48267,6,16,2
48270,6,16,6
48270,10,4,1
48279,10,4,1
48281,6,16,6
48281,10,4,2
48282,6,15,1
48282,6,16,57
48282,10,4,113
48285,10,4,12
48286,10,4,2
48288,6,16,1
48290,6,16,8
48290,10,4,1
48296,6,16,10
48296,10,4,7
48298,6,16,12
48298,10,4,1
48302,10,4,3
48304,10,4,1
48319,10,4,4
48322,6,16,2
48322,10,4,1
48325,10,4,1
48337,6,16,16
48337,10,4,13
48338,6,16,1
48338,10,4,3
48341,6,16,1
48341,10,4,2
48342,10,4,2
48346,6,16,1
48346,10,4,3
48350,10,4,13
48356,6,16,1
48356,10,4,5
48359,6,16,2
48359,10,4,8
48361,6,16,1
48373,10,4,1
48379,10,4,1
48381,6,16,1
48383,6,16,19
48384,10,4,1
48390,10,4,5
48395,6,16,8
48395,10,4,1
48407,6,16,1
48413,10,4,2
48417,6,16,3
48418,6,16,5
48418,10,4,16
48424,10,4,5
48437,10,4,8
48442,10,4,2
48451,6,16,10
48451,10,4,1
48454,6,16,13
48454,10,4,1
48459,10,4,15
48460,10,4,16
48462,10,4,4
48470,10,4,1
48475,6,16,1
48476,10,4,9
48477,10,4,3
48481,6,16,5
48481,10,4,6
48486,10,4,9
48488,10,4,7
48489,6,16,2
48489,10,4,1
48490,6,16,6
48495,6,16,1
48495,10,4,10
48504,6,16,10
48504,10,4,2
48518,6,16,3
48518,10,4,1
48520,6,16,4
48520,10,4,2
48523,6,16,7
48523,10,4,1
48525,6,16,7
48525,10,4,1
48529,6,16,1
48529,10,4,10
48533,6,16,2
48533,10,4,13
48539,10,4,1
48542,6,16,2
48542,10,4,2
48545,6,16,6
48545,10,4,1
48546,10,4,1
48548,6,16,10
48551,6,16,3
48551,10,4,5
48552,6,16,11
48552,10,4,15
48559,6,16,3
48559,10,4,1
48563,6,16,2
48563,10,4,1
48569,6,16,9
48570,6,16,1
48570,10,4,7
48571,6,16,2
48575,10,4,2
48581,6,16,17
48581,10,4,8
48587,6,16,6
48587,10,4,1
48601,6,16,3
48601,10,4,3
48605,10,4,2
48609,6,16,9
48615,6,16,6
48615,10,4,4
48618,10,4,4
48628,10,4,4
48629,10,4,1
48631,6,16,19
48631,10,4,3
48637,6,16,2
48637,10,4,11
48646,6,16,17
48646,10,4,15
48648,6,16,7
48653,6,16,1
48653,10,4,19
48656,10,4,1
48660,10,4,5
48662,10,4,1
48671,6,16,3
48671,10,4,3
48674,10,4,1
48676,6,16,8
48676,10,4,11
48677,6,16,2
48677,10,4,3
48679,10,4,3
48686,6,16,1
48686,10,4,2
48688,10,4,5
48689,10,4,1
48691,6,16,10
48694,10,4,3
48703,6,16,19
48703,10,4,5
48706,10,4,8
48708,6,16,11
48712,6,16,1
48712,10,4,7
48715,6,16,1
48716,10,4,1
48718,10,4,7
48720,6,16,4
48725,6,16,4
48725,10,4,3
48729,10,4,3
48730,10,4,1
48737,10,4,1
48738,10,4,5
48742,10,4,1
48754,6,16,6
48754,10,4,8
48759,6,16,2
48760,10,4,2
48765,6,16,4
48772,6,16,6
48772,10,4,20
48779,10,4,1
48782,10,4,2
48786,10,4,4
48788,10,4,2
48790,6,16,2
48790,10,4,4
48792,10,4,4
48796,10,4,4
48798,10,4,1
48799,6,16,5
48806,6,16,6
48806,10,4,5
48812,6,16,3
48815,6,16,2
48819,10,4,2
48820,10,4,1
48825,10,4,1
48830,10,4,1
48832,6,16,1
48832,10,4,1
48836,10,4,2
48846,10,4,5
48855,6,16,1
48855,10,4,10
48857,10,4,1
48859,6,16,10
48862,6,16,1
48864,6,16,1
48864,10,4,1
48865,10,4,1
48868,10,4,1
48869,10,4,9
48874,6,16,2
48874,10,4,1
48875,6,16,2
48877,10,4,4
48886,6,16,14
48886,10,4,10
48891,6,16,6
48893,6,16,25
48893,10,4,6
48900,10,4,4
48902,6,16,18
48902,10,4,4
48906,6,16,3
48914,10,4,3
48915,10,4,1
48919,6,16,7
48919,10,4,4
48929,6,16,4
48933,6,16,7
48938,10,4,18
48939,6,16,7
48939,10,4,4
48940,10,4,1
48947,10,4,12
48948,6,16,13
48948,10,4,8
48951,6,16,3
48951,10,4,4
48953,6,16,6
48957,10,4,1
48962,10,4,4
48965,6,16,20
48965,10,4,6
48969,6,16,2
48971,6,16,1
48979,6,16,6
48979,10,4,12
48981,6,16,10
48982,10,4,5
48993,6,16,9
48993,10,4,5
48996,10,4,1
48997,6,16,15
48997,10,4,11
49006,10,4,4
49008,10,4,1
49010,6,16,1
49010,10,4,2
49021,6,16,1
49022,6,16,1
49025,6,16,10
49025,10,4,11
49034,10,4,2
49044,10,4,1
49046,10,4,4
49048,10,4,4
49049,6,16,2
49054,6,16,1
49054,10,4,2
49056,10,4,4
49057,6,16,9
49057,10,4,7
49067,10,4,3
49082,6,16,4
49082,10,4,4
49091,6,16,5
49091,10,4,9
49092,6,16,4
49092,10,4,2
49093,10,4,5
49096,6,16,45
49097,6,16,2
49097,10,4,6
49106,10,4,1
49107,6,16,1
49107,10,4,13
49129,10,4,1
49130,10,4,8
49133,10,4,9
49138,10,4,15
49139,6,16,12
49139,10,4,4
49157,10,4,3
49169,10,4,4
49170,10,4,3
49171,6,16,2
49177,10,4,1
49178,6,16,3
49183,10,4,11
49201,10,4,1
49204,10,4,1
49208,10,4,2
49219,10,4,13
49224,10,4,4
49236,6,16,3
49245,10,4,7
49257,6,16,1
49257,10,4,2
49283,6,16,1
49283,10,4,1
49289,6,16,11
49289,10,4,8
49293,6,16,4
49293,10,4,11
49297,10,4,2
49300,10,4,18
49305,6,15,1
49310,10,4,1
49312,6,16,5
49312,10,4,13
49325,6,15,1
49330,10,4,1
49334,6,16,7
49358,6,16,1
49358,10,4,13
49360,10,4,12
49364,10,4,15
49374,10,4,1
49380,6,16,3
49383,6,16,16
49383,10,4,10
49386,6,16,7
49386,10,4,5
49394,6,16,19
49404,6,16,15
49407,6,16,16
49407,10,4,35
49410,6,16,5
49410,10,4,3
49416,6,16,12
49418,6,16,4
49418,10,4,4
49423,10,4,2
49426,10,4,1
49428,10,4,2
49431,6,16,21
49431,10,4,11
49439,6,16,1
49439,10,4,10
49442,10,4,1
49447,6,16,2
49459,10,4,1
49462,6,16,34
49462,10,4,15
49464,10,4,10
49474,10,4,16
49476,10,4,11
49477,6,16,2
49484,6,16,1
49487,6,16,3
49487,10,4,25
49495,6,16,1
49495,10,4,3
49514,10,4,2
49515,6,16,41
49515,10,4,6
49518,6,16,2
49520,6,16,6
49520,10,4,9
49528,6,16,3
49528,10,4,5
49536,6,16,11
49538,10,4,9
49541,6,16,13
49547,6,16,1
49548,10,4,1
49553,6,16,6
49553,10,4,2
49560,10,4,1
49561,10,4,6
49573,10,4,8
49582,6,16,7
49582,10,4,9
49585,6,16,7
49585,10,4,4
49591,6,16,2
49600,6,16,15
49600,10,4,7
49602,10,4,125
49604,6,16,2
49608,6,16,1
49608,10,4,1
49612,6,16,9
49630,10,4,2
49632,10,4,5
49633,10,4,5
49639,10,4,1
49642,10,4,13
49645,10,4,1
49651,6,16,9
49651,10,4,16
49652,6,16,3
49652,10,4,3
49663,10,4,3
49667,10,4,2
49669,10,4,5
49672,10,4,11
49673,6,16,1
49673,10,4,1
49693,6,16,2
49693,10,4,3
49694,6,16,12
49694,10,4,1
49721,6,16,1
49721,10,4,5
49729,6,16,8
49730,10,4,13
49746,10,4,1
49747,6,16,1
49747,10,4,1
49754,10,4,3
49759,6,16,1
49767,10,4,2
49774,10,4,13
49782,10,4,1
49783,10,4,1
49784,10,4,1
49791,10,4,1
49793,10,4,4
49796,10,4,1
49808,10,4,3
49816,10,4,1
49819,10,4,1
49839,6,16,1
49839,10,4,1
49843,10,4,1
49850,10,4,2
49851,6,16,2
49851,10,4,1
49856,6,16,2
49858,10,4,1
49864,10,4,6
49873,10,4,1
49878,10,4,3
49882,6,16,8
49887,6,16,3
49888,6,16,7
49888,10,4,4
49909,10,4,1
49916,6,16,1
49917,10,4,1
49921,6,16,1
49921,10,4,5
49938,6,16,1
49938,10,4,2
49939,10,4,1
49940,6,16,3
49963,10,4,1
49964,10,4,1
49966,10,4,1
49968,10,4,2
49969,10,4,6
49971,6,16,6
49973,10,4,5
49976,6,16,15
49976,10,4,4
49992,10,4,1
49996,10,4,10
49997,6,16,12
50015,6,16,4
50027,6,16,3
50027,10,4,10
50033,6,16,7
50033,10,4,7
50037,10,4,9
50055,6,16,4
50055,10,4,7
50058,6,16,2
50058,10,4,9
50059,6,16,5
50064,10,4,3
50069,6,15,1
50069,10,4,78
50074,10,4,1
50086,6,16,6
50087,6,16,1
50087,10,4,6
50092,10,4,3
50099,10,4,7
50101,6,16,1
50111,10,4,2
50113,6,16,1
50113,10,4,4
50115,10,4,1
50131,6,16,10
50131,10,4,7
50133,10,4,1
50134,10,4,14
50136,6,16,20
50136,10,4,11
50159,10,4,11
50161,10,4,1
50164,6,16,11
50164,10,4,14
50165,6,16,6
50165,10,4,1
50169,6,16,16
50169,10,4,4
50176,10,4,3
50179,6,16,6
50185,10,4,1
50188,6,15,1
50188,6,16,7
50189,10,4,1
50191,6,16,5
50191,10,4,5
50193,10,4,1
50195,10,4,4
50197,6,16,13
50197,10,4,12
50205,10,4,6
