ip,channel,os,ip_channel_os_confRate
54009,234,11,0.0
54009,245,13,0.0
54009,259,11,0.0
54033,128,13,0.0
54039,107,19,0.0
54039,140,14,0.0
54039,265,14,0.0
54039,280,14,0.0
54039,442,14,0.0
54039,459,13,0.0
54052,107,607,0.0
54065,128,19,0.0
54065,215,19,0.0
54065,459,7,0.0
54079,245,4,0.0
54079,477,16,0.0
54125,107,36,0.0
54125,121,19,0.0
54125,122,30,0.0
54125,124,28,0.0
54125,128,30,0.0
54125,130,18,0.0
54125,134,27,0.0
54125,178,19,0.0
54125,215,13,0.0
54125,219,27,0.0
54125,232,27,0.0
54125,237,17,0.0
54125,245,14,0.0
54125,245,17,0.0
54125,245,19,0.0
54125,315,19,0.0
54125,430,27,0.0
54125,439,19,0.0
54125,439,27,0.0
54125,452,14,0.0
54125,452,27,0.0
54125,459,19,0.0
54125,466,27,0.0
54125,469,19,0.0
54132,134,19,0.0
54132,140,19,0.0
54132,145,19,0.0
54132,459,13,0.0
54157,3,13,0.0
54157,107,25,0.0
54157,107,42,0.0
54157,116,10,0.0
54157,121,19,0.0
54157,124,10,0.0
54157,134,10,0.0
54157,145,41,0.0
54157,153,10,0.0
54157,173,10,0.0
54157,211,18,0.0
54157,215,58,0.0
54157,219,10,0.0
54157,245,9,0.0
54157,245,13,0.0
54157,245,18,0.0
54157,245,19,0.0
54157,259,34,0.0
54157,259,41,0.0
54157,409,10,0.0
54157,424,10,0.0
54157,478,10,0.0
54157,480,19,0.0
54171,459,17,0.0
54185,477,19,0.0
54203,265,13,0.0
54212,245,19,0.0
54258,128,6,0.0
54258,259,6,0.0
54274,459,6,0.0
54304,128,26,0.0
54304,134,19,0.0
54304,134,26,0.0
54304,140,19,0.0
54304,140,26,0.0
54304,145,19,0.0
54304,145,26,0.0
54305,134,8,0.0
54305,140,8,0.0
54305,145,8,0.0
54351,215,19,0.0
54402,121,13,0.0
54402,245,13,0.0
54489,259,19,0.0
54489,280,19,0.0
54520,121,48,0.0
54520,245,48,0.0
54524,205,8,0.0
54524,205,10,0.0
54524,205,20,0.0
54524,215,14,0.0
54524,245,20,0.0
54524,258,19,0.0
54525,259,19,0.0
54525,459,19,0.0
54571,134,13,0.0
54571,140,13,0.0
54571,145,13,0.0
54593,134,19,0.0
54593,140,19,0.0
54593,145,19,0.0
54632,140,10,0.0
54632,178,10,0.0
54632,400,10,0.0
54632,442,10,0.0
54647,110,10,0.0
54647,130,32,0.0
54647,134,10,0.0
54647,178,10,0.0
54647,245,32,0.0
54647,280,10,0.0
54662,122,10,0.0
54669,215,25,0.0
54688,110,13,0.0
54688,125,13,0.0
54688,265,13,0.0
54688,280,13,0.0
54688,347,607,0.0
54691,128,13,0.0
54691,232,13,0.0
54691,243,13,0.0
54701,459,30,0.0
54706,153,1,0.0
54706,430,1,0.0
54706,466,1,0.0
54706,469,1,0.0
54706,487,1,0.0
54722,107,607,0.0
54722,205,10,0.0
54722,280,13,0.0
54724,134,8,0.0
54724,134,13,0.0
54724,140,8,0.0
54724,145,8,0.0
54724,178,13,0.0
54724,236,19,0.0
54724,280,13,0.0
54738,107,13,0.0
54738,137,19,0.0
54738,140,19,0.0
54738,178,19,0.0
54738,215,19,0.0
54738,219,13,0.0
54738,409,13,0.0
54738,442,13,0.0
54738,480,13,0.0
54741,134,19,0.0
54741,140,19,0.0
54741,145,19,0.0
54748,115,15,0.0
54748,125,15,0.0
54748,135,15,0.0
54748,258,15,0.0
54748,442,15,0.0
54755,110,13,0.0
54769,128,13,0.0
54841,121,19,0.0
54841,135,9,0.0
54841,210,13,0.0
54841,215,47,0.0
54841,245,19,0.0
54841,266,9,0.0
54841,278,9,0.0
54841,377,9,0.0
54841,379,9,0.0
54841,409,9,0.0
54841,424,9,0.0
54868,128,19,0.0
54868,215,10,0.0
54895,121,20,0.0
54895,130,13,0.0
54895,245,13,0.0
54895,245,20,0.0
54898,134,25,0.0
54898,140,25,0.0
54898,145,25,0.0
54910,244,13,0.0
54946,134,13,0.0
54946,140,13,0.0
54946,145,13,0.0
54965,128,13,0.0
54972,130,13,0.0
54972,245,13,0.0
54972,259,22,0.0
54972,477,4,0.0
54976,128,37,0.0
54991,107,19,0.0
54991,122,19,0.0
54992,21,15,0.0
55002,128,11,0.0
55003,107,607,0.0
55018,110,13,0.0
55023,205,19,0.0
55023,459,19,0.0
55024,115,43,0.0
55024,125,43,0.0
55024,135,43,0.0
55024,140,3,0.0
55024,258,43,0.0
55024,259,3,0.0
55024,259,43,0.0
55024,400,3,0.0
55024,417,43,0.0
55024,442,3,0.0
55024,442,43,0.0
55025,245,3,0.0
55030,128,42,0.0
55030,215,9,0.0
55030,232,19,0.0
55030,237,11,0.0
55030,424,19,0.0
55030,439,19,0.0
55032,107,607,0.0
55032,134,13,0.0
55032,140,13,0.0
55032,145,13,0.0
55034,212,32,0.0
55034,328,32,0.0
55080,121,19,0.0
55080,245,19,0.0
55088,121,13,0.0
55088,205,13,0.0
55088,219,13,0.0
55088,379,13,0.0
55088,477,13,0.0
55100,140,9,0.0
55100,153,9,0.0
55100,400,9,0.0
55100,442,9,0.0
55106,107,17,0.0
55106,107,607,0.0
55106,121,19,0.0
55106,134,13,0.0
55106,134,17,0.0
55106,137,23,0.0
55106,140,13,0.0
55106,140,17,0.0
55106,145,13,0.0
55106,145,17,0.0
55106,245,19,0.0
55106,245,23,0.0
55107,215,28,0.0
55109,128,12,0.0
55109,134,12,0.0
55109,140,12,0.0
55109,145,12,0.0
55117,130,42,0.0
55117,245,42,0.0
55119,134,19,0.0
55119,140,19,0.0
55119,145,19,0.0
55119,245,9,0.0
55119,459,6,0.0
55134,459,14,0.0
55134,477,6,0.0
55139,237,13,0.0
55139,244,13,0.0
55141,280,13,0.0
55142,280,10,0.0
55149,459,17,0.0
55161,244,19,0.0
55184,459,18,0.0
55184,477,25,0.0
55201,115,28,0.0
55201,125,28,0.0
55201,135,28,0.0
55201,259,28,0.0
55201,265,28,0.0
55201,280,28,0.0
55201,417,28,0.0
55201,442,28,0.0
55204,105,19,0.0
55204,259,19,0.0
55207,122,36,0.0
55207,135,36,0.0
55207,266,36,0.0
55207,401,36,0.0
55207,409,36,0.0
55207,412,36,0.0
55207,477,36,0.0
55207,480,36,0.0
55207,489,36,0.0
55208,459,22,0.0
55213,134,13,0.0
55213,140,13,0.0
55213,145,13,0.0
55213,215,13,0.0
55213,244,19,0.0
55213,459,16,0.0
55256,115,17,0.0
55256,125,17,0.0
55256,134,15,0.0
55256,135,17,0.0
55256,140,15,0.0
55256,140,19,0.0
55256,145,15,0.0
55256,215,19,0.0
55256,259,17,0.0
55256,442,17,0.0
55277,115,13,0.0
55277,125,13,0.0
55277,135,13,0.0
55277,258,13,0.0
55277,259,13,0.0
55277,417,13,0.0
55277,442,13,0.0
55302,145,47,0.0
55311,245,13,0.0
55311,245,19,0.0
55311,452,13,0.0
55346,265,3,0.0
55346,280,3,0.0
55359,215,19,0.0
55369,134,13,0.0
55369,245,37,0.0
55369,328,13,0.0
55369,401,13,0.0
55369,409,13,0.0
55369,442,13,0.0
55369,477,13,0.0
55369,480,13,0.0
55385,140,19,0.0
55385,153,19,0.0
55385,215,19,0.0
55385,400,19,0.0
55397,259,17,0.0
55397,280,17,0.0
55410,212,13,0.0
55410,328,13,0.0
55415,134,13,0.0
55415,140,13,0.0
55415,145,13,0.0
55428,115,10,0.0
55428,125,10,0.0
55428,135,10,0.0
55428,258,10,0.0
55428,265,10,0.0
55428,280,10,0.0
55428,417,10,0.0
55428,442,10,0.0
55444,3,19,0.0
55444,111,25,0.0
55444,113,25,0.0
55444,115,18,0.0
55444,116,25,0.0
55444,125,18,0.0
55444,135,18,0.0
55444,153,25,0.0
55444,325,25,0.0
55444,439,25,0.0
55444,445,25,0.0
55444,466,25,0.0
55444,469,25,0.0
55444,478,25,0.0
55482,135,13,0.0
55482,232,13,0.0
55482,243,13,0.0
55487,121,19,0.0
55487,245,19,0.0
55514,215,19,0.0
55516,107,18,0.0
55516,215,19,0.0
55562,245,15,0.0
55567,121,19,0.0
55567,245,19,0.0
55569,135,13,0.0
55569,153,13,0.0
55569,173,13,0.0
55569,265,13,0.0
55569,319,13,0.0
55569,349,13,0.0
55569,409,13,0.0
55569,424,13,0.0
55569,435,13,0.0
55569,439,13,0.0
55569,466,13,0.0
55569,469,13,0.0
55569,477,13,0.0
55580,477,13,0.0
55586,232,16,0.0
55586,243,16,0.0
55595,130,19,0.0
55595,134,19,0.0
55595,135,19,0.0
55595,178,19,0.0
55595,215,19,0.0
55595,219,19,0.0
55595,328,19,0.0
55595,424,19,0.0
55595,463,19,0.0
55595,477,19,0.0
55595,489,19,0.0
55614,107,607,0.0
55614,140,19,0.0
55614,178,19,0.0
55614,215,19,0.0
55615,135,19,0.0
55615,153,19,0.0
55615,266,19,0.0
55615,424,19,0.0
55662,140,37,0.0
55662,215,37,0.0
55662,232,10,0.0
55662,243,10,0.0
55662,442,37,0.0
55666,128,9,0.0
55675,3,20,0.0
55690,111,58,0.0
55690,116,58,0.0
55690,121,58,0.0
55690,130,58,0.0
55690,134,32,0.0
55690,134,58,0.0
55690,135,58,0.0
55690,145,32,0.0
55690,205,58,0.0
55690,232,58,0.0
55690,265,58,0.0
55690,364,9,0.0
55690,364,13,0.0
55690,364,17,0.0
55690,364,19,0.0
55690,364,97,0.0
55690,377,58,0.0
55690,435,58,0.0
55690,439,58,0.0
55690,442,58,0.0
55690,469,58,0.0
55690,477,58,0.0
55690,487,58,0.0
55690,489,58,0.0
55693,107,607,0.0
55694,107,14,0.0
55695,212,13,0.0
55695,328,13,0.0
55705,110,19,0.0
55705,134,19,0.0
55705,178,19,0.0
55705,205,12,0.0
55705,280,19,0.0
55705,347,607,0.0
55705,379,12,0.0
55705,412,12,0.0
55705,435,12,0.0
55722,215,9,0.0
55722,259,13,0.0
55722,364,8,0.0
55722,364,13,0.0
55722,364,14,0.0
55722,364,19,0.0
55722,364,25,0.0
55729,115,19,0.0
55729,115,22,0.0
55729,125,19,0.0
55729,125,22,0.0
55729,134,6,0.0
55729,134,8,0.0
55729,135,19,0.0
55729,135,22,0.0
55729,140,6,0.0
55729,140,8,0.0
55729,145,6,0.0
55729,145,8,0.0
55729,211,13,0.0
55729,245,13,0.0
55729,259,19,0.0
55729,259,22,0.0
55729,265,9,0.0
55729,280,9,0.0
55729,400,607,0.0
55729,417,19,0.0
55729,417,22,0.0
55729,442,19,0.0
55729,477,25,0.0
55739,134,10,0.0
55739,140,10,0.0
55739,145,10,0.0
55739,215,10,0.0
55763,459,12,0.0
55774,134,19,0.0
55774,140,19,0.0
55774,145,19,0.0
55774,178,19,0.0
55774,245,22,0.0
55774,280,19,0.0
55774,379,13,0.0
55774,452,22,0.0
55774,477,13,0.0
55786,107,19,0.0
55786,121,19,0.0
55786,122,19,0.0
55786,134,17,0.0
55786,134,19,0.0
55786,145,19,0.0
55786,265,17,0.0
55786,265,19,0.0
55786,317,17,0.0
55786,325,17,0.0
55786,379,17,0.0
55786,424,19,0.0
55786,435,19,0.0
55786,442,19,0.0
55786,469,17,0.0
55786,477,19,0.0
55786,481,19,0.0
55786,489,19,0.0
55791,215,13,0.0
55800,477,19,0.0
55802,107,13,0.0
55802,122,19,0.0
55802,134,13,0.0
55802,140,13,0.0
55802,140,27,0.0
55802,145,13,0.0
55802,211,19,0.0
55802,215,19,0.0
55802,219,13,0.0
55802,245,19,0.0
55802,349,13,0.0
55802,379,13,0.0
55802,386,13,0.0
55802,400,27,0.0
55802,442,13,0.0
55802,477,19,0.0
55802,481,13,0.0
55805,121,19,0.0
55805,140,15,0.0
55805,178,15,0.0
55805,213,0,0.0
55805,245,19,0.0
55805,442,15,0.0
55808,128,13,0.0
55830,107,19,0.0
55840,107,607,0.0
55840,364,9,0.0
55840,364,13,0.0
55840,364,19,0.0
55840,364,32,0.0
55840,364,92,0.0
55840,364,96,0.0
55841,205,19,0.0
55841,315,19,0.0
55841,435,19,0.0
55841,463,19,0.0
55845,115,18,0.0
55845,121,13,0.0
55845,125,18,0.0
55845,135,18,0.0
55845,245,13,0.0
55845,258,18,0.0
55845,259,18,0.0
55845,417,18,0.0
55845,442,18,0.0
55852,19,19,0.0
55852,115,19,0.0
55852,121,19,0.0
55852,125,9,0.0
55852,130,19,0.0
55852,134,19,0.0
55852,135,19,0.0
55852,153,19,0.0
55852,173,19,0.0
55852,219,19,0.0
55852,232,19,0.0
55852,245,13,0.0
55852,258,19,0.0
55852,259,19,0.0
55852,315,19,0.0
55852,317,19,0.0
55852,409,19,0.0
55852,417,19,0.0
55852,435,19,0.0
55852,439,19,0.0
55852,442,19,0.0
55852,469,19,0.0
55852,480,19,0.0
55853,107,13,0.0
55853,130,6,0.0
55853,134,13,0.0
55853,134,41,0.0
55853,140,41,0.0
55853,145,41,0.0
55853,178,13,0.0
55853,205,6,0.0
55853,215,8,0.0
55853,265,13,0.0
55853,280,25,0.0
55853,401,6,0.0
55853,409,6,0.0
55853,424,6,0.0
55853,435,6,0.0
55853,452,6,0.0
55853,459,13,0.0
55853,477,6,0.0
55874,107,25,0.0
55874,128,19,0.0
55874,134,16,0.0
55874,140,16,0.0
55874,145,16,0.0
55874,215,16,0.0
55876,128,19,0.0
55876,364,13,0.0
55876,364,17,0.0
55876,364,22,0.0
55876,364,53,0.0
55876,424,13,0.0
55891,19,19,0.0
55891,205,19,0.0
55891,377,19,0.0
55892,409,19,0.0
55892,467,10,0.0
55893,134,9,0.0
55893,134,13,0.0
55893,140,9,0.0
55893,140,13,0.0
55893,145,9,0.0
55893,145,13,0.0
55893,153,13,0.0
55893,215,13,0.0
55893,259,13,0.0
55893,280,13,0.0
55893,400,13,0.0
55910,125,13,0.0
55910,364,9,0.0
55910,364,13,0.0
55910,364,18,0.0
55910,364,19,0.0
55929,107,13,0.0
55929,128,13,0.0
55929,137,9,0.0
55930,134,53,0.0
55930,140,53,0.0
55930,145,53,0.0
55931,215,1,0.0
55931,245,19,0.0
55931,477,37,0.0
55938,107,607,0.0
55942,107,15,0.0
55942,122,15,0.0
55951,128,11,0.0
55957,121,13,0.0
55957,245,13,0.0
55963,107,19,0.0
55963,134,19,0.0
55963,153,19,0.0
55963,178,19,0.0
55963,212,9,0.0
55963,265,19,0.0
55963,328,9,0.0
55963,349,19,0.0
55963,435,19,0.0
55963,459,19,0.0
55963,463,19,0.0
55963,477,19,0.0
55975,107,607,0.0
55994,215,6,0.0
55996,134,19,0.0
55996,178,19,0.0
55996,243,19,0.0
55996,280,19,0.0
56002,259,19,0.0
56002,459,19,0.0
56004,113,19,0.0
56004,439,19,0.0
56004,445,19,0.0
56007,107,32,0.0
56007,477,19,0.0
56013,125,18,0.0
56013,134,8,0.0
56013,140,8,0.0
56013,145,8,0.0
56013,265,18,0.0
56013,280,18,0.0
56019,245,40,0.0
56035,130,19,0.0
56035,134,19,0.0
56035,265,19,0.0
56035,319,19,0.0
56035,445,19,0.0
56035,469,19,0.0
56038,110,6,0.0
56038,134,6,0.0
56038,178,6,0.0
56038,280,6,0.0
56044,122,19,0.0
56044,128,19,0.0
56044,265,13,0.0
56044,280,13,0.0
56063,212,98,0.0
56063,328,98,0.0
56075,107,30,0.0
56075,245,22,0.0
56075,265,30,0.0
56075,452,22,0.0
56075,459,30,0.0
56082,121,1,0.0
56082,130,1,0.0
56082,135,1,0.0
56082,153,1,0.0
56082,219,1,0.0
56082,232,1,0.0
56082,265,1,0.0
56082,349,1,0.0
56082,424,1,0.0
56082,439,1,0.0
56082,469,1,0.0
56082,481,1,0.0
56090,280,19,0.0
56090,477,19,0.0
56102,134,27,0.0
56102,140,27,0.0
56102,145,27,0.0
56102,215,27,0.0
56123,121,25,0.0
56123,134,25,0.0
56123,140,19,0.0
56123,153,19,0.0
56123,153,25,0.0
56123,171,17,0.0
56123,265,25,0.0
56123,379,25,0.0
56123,400,19,0.0
56123,409,25,0.0
56123,435,25,0.0
56123,442,19,0.0
56126,364,6,0.0
56126,364,11,0.0
56126,364,13,0.0
56126,364,20,0.0
56126,364,22,0.0
56134,115,13,0.0
56134,121,13,0.0
56134,121,19,0.0
56134,121,47,0.0
56134,125,13,0.0
56134,135,13,0.0
56134,135,32,0.0
56134,153,32,0.0
56134,173,32,0.0
56134,219,32,0.0
56134,245,13,0.0
56134,245,19,0.0
56134,259,13,0.0
56134,259,15,0.0
56134,315,32,0.0
56134,325,32,0.0
56134,377,32,0.0
56134,386,32,0.0
56134,417,13,0.0
56134,439,32,0.0
56134,442,13,0.0
56134,442,32,0.0
56134,452,32,0.0
56134,459,15,0.0
56134,477,32,0.0
56134,480,32,0.0
56134,489,32,0.0
56134,497,32,0.0
56139,134,13,0.0
56139,137,13,0.0
56139,178,13,0.0
56139,215,13,0.0
56139,245,15,0.0
56139,280,13,0.0
56166,140,13,0.0
56166,215,13,0.0
56166,245,26,0.0
56166,347,24,0.0
56166,452,26,0.0
56166,477,6,0.0
56202,128,19,0.0
56202,134,19,0.0
56202,140,19,0.0
56202,145,19,0.0
56225,459,35,0.0
56233,477,11,0.0
56234,153,25,0.0
56234,328,25,0.0
56234,424,25,0.0
56240,379,19,0.0
56246,121,13,0.0
56246,145,19,0.0
56246,245,13,0.0
56256,115,20,0.0
56256,125,20,0.0
56256,134,13,0.0
56256,135,20,0.0
56256,140,13,0.0
56256,145,13,0.0
56256,259,20,0.0
56256,417,20,0.0
56256,442,20,0.0
56268,376,13,0.0
56268,477,10,0.0
56269,215,14,0.0
56285,140,19,0.0
56285,178,19,0.0
56285,215,19,0.0
56285,400,19,0.0
56294,265,32,0.0
56298,245,6,0.0
56313,3,18,0.0
56313,421,18,0.0
56317,107,607,0.0
56317,140,2,0.0
56319,121,13,0.0
56319,245,13,0.0
56332,134,13,0.0
56332,140,13,0.0
56332,145,13,0.0
56344,110,22,0.0
56346,125,37,0.0
56346,178,37,0.0
56346,258,37,0.0
56346,259,37,0.0
56346,442,37,0.0
56350,134,10,0.0
56350,178,10,0.0
56350,280,10,0.0
56365,237,1,0.0
56383,125,18,0.0
56383,145,18,0.0
56383,178,18,0.0
56383,258,18,0.0
56383,259,18,0.0
56383,442,18,0.0
56386,400,19,0.0
56386,442,19,0.0
56389,115,19,0.0
56389,125,19,0.0
56389,135,19,0.0
56389,258,19,0.0
56389,259,19,0.0
56389,442,19,0.0
56396,17,37,0.0
56396,153,37,0.0
56396,173,37,0.0
56396,315,37,0.0
56396,439,37,0.0
56396,459,19,0.0
56396,469,37,0.0
56396,487,37,0.0
56396,489,37,0.0
56396,497,37,0.0
56400,477,13,0.0
56412,237,13,0.0
56412,237,18,0.0
56412,237,26,0.0
56412,315,53,0.0
56412,349,53,0.0
56412,379,53,0.0
56412,469,53,0.0
56430,379,13,0.0
56435,110,10,0.0
56435,122,9,0.0
56435,128,9,0.0
56435,128,10,0.0
56438,237,22,0.0
56449,134,17,0.0
56449,137,19,0.0
56449,140,17,0.0
56449,145,17,0.0
56449,245,23,0.0
56460,215,13,0.0
56460,215,16,0.0
56465,3,23,0.0
56465,107,8,0.0
56465,212,18,0.0
56465,328,18,0.0
56503,459,12,0.0
56503,469,12,0.0
56511,130,19,0.0
56511,245,19,0.0
56535,134,8,0.0
56535,140,8,0.0
56535,145,8,0.0
56535,215,8,0.0
56544,145,18,0.0
56544,205,19,0.0
56544,377,19,0.0
56544,379,19,0.0
56544,452,19,0.0
56544,477,19,0.0
56544,480,19,0.0
56593,121,8,0.0
56593,265,8,0.0
56593,328,8,0.0
56593,435,8,0.0
56593,489,8,0.0
56600,245,19,0.0
56600,452,19,0.0
56606,237,19,0.0
56606,245,18,0.0
56609,110,6,0.0
56609,128,6,0.0
56612,125,6,0.0
56612,125,19,0.0
56612,145,6,0.0
56612,145,19,0.0
56612,178,6,0.0
56612,178,19,0.0
56612,258,6,0.0
56612,258,19,0.0
56612,259,6,0.0
56612,259,19,0.0
56612,442,6,0.0
56612,442,19,0.0
56619,215,19,0.0
56635,234,18,0.0
56635,259,18,0.0
56639,205,19,0.0
56639,386,19,0.0
56639,435,19,0.0
56639,480,19,0.0
56679,215,19,0.0
56686,259,8,0.0
56688,110,17,0.0
56688,134,17,0.0
56688,140,17,0.0
56688,140,44,0.0
56688,145,17,0.0
56688,215,44,0.0
56695,134,22,0.0
56695,140,22,0.0
56695,145,22,0.0
56707,107,8,0.0
56707,121,8,0.0
56707,122,8,0.0
56707,232,8,0.0
56707,379,8,0.0
56707,386,8,0.0
56707,424,8,0.0
56707,430,8,0.0
56707,439,8,0.0
56707,477,8,0.0
56707,480,8,0.0
56707,481,8,0.0
56708,237,16,0.0
56719,245,31,0.0
56720,125,19,0.0
56720,128,19,0.0
56720,145,19,0.0
56720,178,19,0.0
56720,215,13,0.0
56720,245,19,0.0
56720,258,19,0.0
56720,259,19,0.0
56720,442,19,0.0
56720,477,13,0.0
56728,215,19,0.0
56731,107,17,0.0
56731,137,13,0.0
56745,237,8,0.0
56745,237,10,0.0
56758,459,18,0.0
56784,245,6,0.0
56784,452,6,0.0
56802,215,19,0.0
56823,347,8,0.0
56840,121,15,0.0
56840,135,15,0.0
56840,205,15,0.0
56840,435,15,0.0
56840,477,15,0.0
56840,480,15,0.0
56873,107,3,0.0
56893,107,13,0.0
56923,213,24,0.0
56923,439,53,0.0
56936,115,28,0.0
56936,125,28,0.0
56936,135,28,0.0
56936,259,28,0.0
56936,265,28,0.0
56936,280,28,0.0
56936,442,28,0.0
56972,134,13,0.0
56972,140,13,0.0
56972,145,13,0.0
57100,259,13,0.0
57100,280,13,0.0
57117,121,18,0.0
57117,245,18,0.0
57127,128,47,0.0
57127,178,13,0.0
57127,215,13,0.0
57127,244,13,0.0
57154,215,1,0.0
57154,347,607,0.0
57182,130,13,0.0
57182,135,13,0.0
57182,153,13,0.0
57182,435,13,0.0
57182,463,13,0.0
57182,477,13,0.0
57182,480,13,0.0
57182,481,13,0.0
57182,489,13,0.0
57276,463,40,0.0
57276,480,40,0.0
57296,134,17,0.0
57296,140,17,0.0
57296,145,17,0.0
57301,107,37,0.0
57301,265,37,0.0
57301,280,37,0.0
57301,459,37,0.0
57301,477,13,0.0
57306,121,20,0.0
57306,245,20,0.0
57315,134,13,0.0
57315,140,13,0.0
57315,145,13,0.0
57317,265,13,0.0
57317,280,13,0.0
57333,125,13,0.0
57333,145,13,0.0
57333,178,13,0.0
57333,245,44,0.0
57333,258,13,0.0
57333,259,13,0.0
57333,442,13,0.0
57339,134,27,0.0
57339,140,27,0.0
57339,145,27,0.0
57339,232,19,0.0
57339,243,19,0.0
57363,134,13,0.0
57363,140,13,0.0
57363,145,13,0.0
57400,211,22,0.0
57400,245,22,0.0
57400,469,22,0.0
57435,107,1,0.0
57498,215,13,0.0
57519,3,13,0.0
57519,107,13,0.0
57519,111,17,0.0
57519,115,17,0.0
57519,121,17,0.0
57519,121,20,0.0
57519,125,17,0.0
57519,134,13,0.0
57519,134,17,0.0
57519,134,19,0.0
57519,135,13,0.0
57519,135,17,0.0
57519,140,13,0.0
57519,145,13,0.0
57519,153,17,0.0
57519,173,17,0.0
57519,178,19,0.0
57519,205,13,0.0
57519,215,13,0.0
57519,219,13,0.0
57519,232,17,0.0
57519,245,18,0.0
57519,258,17,0.0
57519,259,17,0.0
57519,280,19,0.0
57519,317,13,0.0
57519,319,17,0.0
57519,328,13,0.0
57519,377,13,0.0
57519,400,13,0.0
57519,409,13,0.0
57519,439,17,0.0
57519,442,17,0.0
57519,452,13,0.0
57519,469,17,0.0
57519,477,13,0.0
57519,481,17,0.0
57519,489,13,0.0
57546,121,22,0.0
57546,213,41,0.0
57546,245,22,0.0
57559,3,15,0.0
57559,107,18,0.0
57559,107,20,0.0
57559,107,34,0.0
57559,113,23,0.0
57559,123,20,0.0
57559,134,19,0.0
57559,134,23,0.0
57559,140,15,0.0
57559,140,19,0.0
57559,145,19,0.0
57559,178,15,0.0
57559,215,15,0.0
57559,244,20,0.0
57559,245,17,0.0
57559,259,8,0.0
57559,265,6,0.0
57559,280,6,0.0
57559,315,23,0.0
57559,379,23,0.0
57559,439,23,0.0
57559,466,23,0.0
57559,469,23,0.0
57559,487,23,0.0
57563,134,11,0.0
57563,140,11,0.0
57563,145,11,0.0
57569,459,23,0.0
57576,145,9,0.0
57576,379,19,0.0
57605,115,13,0.0
57605,125,13,0.0
57605,135,13,0.0
57605,259,13,0.0
57605,265,13,0.0
57605,280,13,0.0
57605,442,13,0.0
57638,145,20,0.0
57642,280,13,0.0
57642,459,13,0.0
57646,125,3,0.0
57646,134,13,0.0
57646,140,13,0.0
57646,145,13,0.0
57646,236,3,0.0
57646,265,3,0.0
57646,280,3,0.0
57649,111,17,0.0
57649,134,17,0.0
57649,445,17,0.0
57656,259,16,0.0
57656,280,16,0.0
57685,134,13,0.0
57685,134,18,0.0
57685,140,13,0.0
57685,140,18,0.0
57685,145,13,0.0
57685,145,18,0.0
57696,134,13,0.0
57696,178,13,0.0
57696,280,13,0.0
57703,140,22,0.0
57703,234,19,0.0
57703,259,19,0.0
57711,107,22,0.0
57717,459,58,0.0
57751,140,19,0.0
57751,215,19,0.0
57751,442,19,0.0
57781,134,10,0.0
57781,178,10,0.0
57781,205,10,0.0
57781,265,10,0.0
57781,280,10,0.0
57781,401,10,0.0
57781,409,10,0.0
57781,439,10,0.0
57781,477,10,0.0
57802,3,19,0.0
57802,3,22,0.0
57802,134,22,0.0
57802,137,22,0.0
57802,140,22,0.0
57802,145,22,0.0
57802,178,22,0.0
57802,280,22,0.0
57805,459,17,0.0
57805,469,17,0.0
57809,107,19,0.0
57809,122,19,0.0
57809,205,19,0.0
57809,386,19,0.0
57809,401,19,0.0
57809,409,19,0.0
57809,477,19,0.0
57834,107,19,0.0
57834,107,22,0.0
57834,125,22,0.0
57834,134,22,0.0
57834,145,22,0.0
57834,178,22,0.0
57834,245,13,0.0
57834,258,22,0.0
57834,259,22,0.0
57834,280,13,0.0
57834,280,22,0.0
57834,328,22,0.0
57834,442,22,0.0
57834,452,13,0.0
57834,477,19,0.0
57849,153,19,0.0
57849,215,19,0.0
57854,215,19,0.0
57859,128,1,0.0
57868,134,18,0.0
57868,135,17,0.0
57868,140,18,0.0
57868,145,18,0.0
57868,215,18,0.0
57868,232,17,0.0
57868,243,17,0.0
57926,107,19,0.0
57950,140,3,0.0
57950,153,3,0.0
57950,259,3,0.0
57950,442,3,0.0
57965,212,70,0.0
57965,328,70,0.0
57971,477,18,0.0
57976,234,19,0.0
57976,259,19,0.0
57979,121,19,0.0
57979,245,19,0.0
58005,128,19,0.0
58005,215,19,0.0
58005,224,57,0.0
58005,265,19,0.0
58005,280,19,0.0
58011,211,13,0.0
58011,245,13,0.0
58014,121,13,0.0
58028,173,9,0.0
58028,319,9,0.0
58028,377,9,0.0
58028,439,9,0.0
58028,459,13,0.0
58028,469,9,0.0
58044,121,19,0.0
58044,245,19,0.0
58057,215,19,0.0
58057,315,20,0.0
58057,379,20,0.0
58057,435,20,0.0
58072,19,32,0.0
58072,115,17,0.0
58072,125,17,0.0
58072,135,17,0.0
58072,135,32,0.0
58072,259,17,0.0
58072,265,17,0.0
58072,265,32,0.0
58072,280,17,0.0
58072,377,32,0.0
58072,417,17,0.0
58072,442,17,0.0
58072,463,32,0.0
58072,477,32,0.0
58085,459,19,0.0
58092,347,607,0.0
58096,134,37,0.0
58096,140,37,0.0
58096,145,37,0.0
58100,125,13,0.0
58100,145,13,0.0
58100,178,13,0.0
58100,258,13,0.0
58100,259,13,0.0
58100,442,13,0.0
58122,266,14,0.0
58128,121,12,0.0
58128,134,12,0.0
58128,424,12,0.0
58128,481,12,0.0
58151,215,13,0.0
58158,134,19,0.0
58158,178,19,0.0
58192,215,9,0.0
58192,477,13,0.0
58203,122,17,0.0
58203,128,17,0.0
