ip,device,os,ip_device_os_app_4
19761,1,16,1
19762,1,9,7
19774,1,19,1
19775,1,6,5
19775,1,13,5
19775,1,19,1
19779,1,13,4
19779,3,33,1
19786,1,37,2
19791,1,18,1
19795,1,22,10
19796,1,19,2
19796,1,98,1
19797,1,19,1
19800,1,19,2
19800,1,37,2
19803,1,13,1
19803,1,18,8
19806,0,0,1
19813,1,19,5
19819,1,16,3
19821,1,3,1
19825,1,87,8
19831,1,19,1
19832,1,25,3
19833,1,22,1
19834,1,12,4
19836,1,9,4
19836,1,13,3
19845,1,3,6
19853,1,19,2
19853,1,20,5
19859,2,13,1
19863,1,13,6
19869,1,6,4
19869,1,13,4
19870,1,14,4
19871,0,29,1
19871,1,17,4
19881,1,13,2
19882,1,13,3
19882,1,15,1
19882,1,19,1
19882,1,46,5
19885,2,17,5
19902,1,19,6
19903,1,9,6
19903,1,13,2
19917,1,4,1
19917,1,19,6
19923,1,13,1
19931,1,3,1
19931,2,56,1
19934,1,19,2
19943,1,19,1
19943,1,37,1
19949,1,19,1
19956,1,19,1
19956,1,22,1
19960,1,18,6
19964,1,18,2
19964,1,19,4
19964,2,22,1
19964,16,0,1
19965,1,13,1
19965,3032,607,1
19988,1,13,4
19988,1,37,1
19990,1,16,2
20015,1,19,2
20023,1,13,4
20023,1,23,2
20024,1,53,5
20030,1,13,1
20030,1,22,1
20041,1,18,2
20041,1,19,8
20052,0,24,1
20054,1,13,1
20054,1,17,1
20067,1,19,1
20081,1,13,1
20085,1,13,2
20088,1,19,3
20093,1,19,4
20120,1,13,8
20124,1,9,8
20125,1,8,4
20126,1,19,1
20126,1,20,3
20126,1,35,1
20126,1,53,2
20129,1,37,1
20132,1,19,2
20133,1,6,1
20133,1,13,4
20133,1,19,7
20134,1,13,4
20134,1,31,1
20134,1,51,1
20143,1,6,1
20143,1,13,5
20143,1,18,1
20143,1,25,1
20148,1,3,1
20148,1,13,5
20149,0,0,1
20149,1,13,3
20150,1,9,1
20150,1,10,9
20152,1,13,3
20153,1,19,2
20155,1,19,11
20160,0,24,1
20162,1,1,1
20162,1,13,1
20162,1,15,1
20165,1,2,1
20165,1,13,2
20165,1,17,3
20165,1,30,1
20173,1,13,1
20174,1,20,1
20184,1,13,2
20188,1,19,3
20194,1,22,1
20204,1,10,1
20211,1,3,1
20211,1,13,3
20211,1,18,1
20211,1,46,1
20212,1,11,1
20214,1,13,1
20214,1,25,3
20215,1,6,4
20215,1,9,6
20215,1,10,1
20215,1,13,10
20215,1,19,9
20218,1,13,6
20218,1,16,1
20218,1,17,3
20240,1,19,8
20242,1,9,4
20242,1,10,1
20242,1,13,4
20242,1,15,1
20242,1,19,5
20242,2,10,2
20242,2,19,1
20242,2,90,5
20245,1,22,4
20245,2,19,1
20258,1,53,8
20262,1,13,8
20262,1,19,4
20262,1,22,1
20264,1,18,2
20265,1,15,4
20266,1,4,9
20266,1,13,2
20266,1,19,1
20266,1,22,1
20266,1,25,2
20266,1,53,1
20268,1,25,1
20289,1,19,1
20295,1,10,4
20295,1,13,13
20295,1,15,3
20295,1,16,2
20295,1,18,3
20295,1,19,3
20295,1,22,6
20295,1,31,1
20295,1,42,1
20295,1,55,1
20295,2,17,2
20295,2,18,1
20296,1,13,1
20296,1,19,2
20297,1,17,3
20305,1,13,6
20305,1,18,4
20309,1,13,4
20309,1,18,2
20309,1,19,5
20309,2,2,1
20322,1,10,1
20340,1,10,1
20357,1,6,1
20362,1,9,2
20362,1,13,3
20362,1,17,4
20362,1,18,8
20362,1,19,2
20362,1,27,7
20362,1,41,1
20362,2,40,2
20376,1,9,4
20376,1,13,2
20376,1,53,1
20382,1,13,5
20385,1,6,2
20385,1,11,2
20385,1,13,5
20385,1,14,4
20385,1,17,2
20385,1,18,1
20385,1,22,3
20385,1,25,1
20385,1,41,1
20385,1,42,1
20385,1,47,2
20385,1,66,2
20385,2,19,1
20385,3032,607,1
20387,1,13,3
20387,1,19,1
20391,1,8,2
20391,1,17,4
20393,1,19,2
20408,1,37,5
20411,1,12,2
20411,1,13,9
20411,1,19,12
20411,1,25,1
20411,2,9,3
20411,2,13,2
20411,2,19,2
20411,3032,607,1
20414,1,19,2
20415,1,11,4
20422,1,13,5
20422,1,19,1
20425,1,19,1
20428,1,13,9
20429,1,14,1
20438,1,19,4
20438,1,41,1
20449,1,19,2
20450,1,19,2
20450,1,23,4
20451,1,13,2
20451,1,15,2
20456,1,17,1
20465,1,18,4
20465,1,19,1
20465,2,19,1
20473,1,23,1
20488,1,19,3
20488,1,22,1
20495,1,9,4
20503,1,18,2
20507,0,38,1
20511,1,13,8
20515,1,13,2
20515,1,19,2
20515,1,23,1
20518,1,23,1
20528,1,8,4
20528,1,13,7
20528,1,19,10
20528,1,22,3
20531,1,6,2
20533,1,19,2
20540,1,13,2
20542,1,13,1
20542,1,19,1
20547,1,3,4
20547,1,9,2
20547,1,10,4
20547,1,13,1
20547,1,19,2
20547,1,20,2
20547,2,19,3
20557,1,18,1
20558,1,41,1
20562,1,19,2
20576,1,17,5
20576,1,19,2
20576,1,27,2
20576,1,32,2
20576,2,13,6
20576,2,16,4
20576,2,30,1
20582,1,13,3
20592,1,19,5
20594,1,25,4
20599,1,13,3
20600,1,8,2
20600,1,10,9
20600,1,13,4
20602,1,18,1
20606,1,19,1
20608,1,18,6
20618,1,8,1
20618,1,41,2
20626,1,13,4
20626,3032,607,1
20627,1,3,1
20627,1,6,2
20627,1,13,3
20627,1,41,1
20630,1,9,5
20634,1,16,2
20634,1,22,1
20644,1,17,1
20655,1,22,1
20662,1,13,1
20667,1,13,2
20672,3,33,1
20691,1,13,8
20691,1,40,2
20694,1,19,5
20697,1,27,1
20737,1,18,5
20737,1,19,1
20738,1,13,1
20751,1,19,3
20753,1,13,2
20753,1,19,1
20756,1,49,1
20764,1,46,1
20766,1,19,1
20767,46,0,1
20784,1,22,2
20790,1,13,2
20790,1,22,1
20805,1,13,4
20816,1,6,1
20816,1,19,1
20848,1,22,1
20855,1,8,1
20864,1,22,1
20883,0,24,1
20884,1,19,1
20888,1,26,1
20889,1,22,1
20891,1,13,6
20891,1,17,1
20891,1,47,2
20901,1,15,1
20901,1,16,6
20901,1,18,1
20901,1,19,3
20904,1,19,10
20904,1,22,3
20905,1,18,1
20906,1,13,1
20924,1,8,3
20924,1,10,1
20924,1,13,8
20924,1,17,2
20924,1,19,4
20924,1,32,1
20930,1,15,4
20930,1,19,1
20938,1,12,2
20943,1,13,8
20957,1,25,3
20961,1,9,1
20961,1,13,1
20961,1,19,1
20961,1,20,2
20970,1,18,1
20970,1,35,2
20983,1,53,6
20984,1,19,1
20984,1,35,4
20992,1,53,1
20996,1,1,1
20996,1,13,10
20996,1,19,3
20996,1,32,2
20998,1,19,2
21000,1,17,1
21001,1,6,1
21011,1,10,1
21013,1,8,3
21013,1,10,2
21013,1,13,3
21013,1,18,3
21013,1,19,2
21013,1,47,1
21030,1,6,1
21030,1,20,4
21030,1,41,4
21036,1,18,1
21042,1,13,5
21042,1,17,7
21045,1,23,5
21063,1,13,3
21063,1,14,6
21065,1,19,1
21065,1,27,2
21066,1,19,2
21069,1,10,1
21069,1,13,1
21069,1,20,2
21069,1,22,2
21069,1,32,2
21074,1,8,2
21081,1,19,4
21081,1,41,1
21095,1,35,4
21097,1,6,5
21097,1,10,1
21097,1,13,3
21097,1,18,3
21097,1,47,1
21097,1,53,2
21116,1,10,5
21126,1,9,1
21126,1,13,4
21126,1,19,8
21126,1,20,3
21128,1,22,1
21162,1,13,7
21162,1,19,1
21162,1,22,3
21162,1,32,5
21162,1,47,2
21166,1,8,2
21166,1,19,6
21169,1,19,8
21183,1,17,1
21187,1,19,8
21189,1,19,1
21201,2,19,1
21204,1,13,1
21216,1,19,10
21221,1,26,1
21226,1,1,1
21226,1,36,8
21245,1,9,1
21245,1,19,14
21249,1,10,1
21251,1,19,1
21253,1,13,1
21258,1,18,2
21258,1,19,4
21260,2,18,1
21263,0,21,1
21271,1,10,3
21271,1,13,2
21271,1,20,1
21273,1,18,1
21274,1,19,2
21277,1,17,3
21277,1,40,7
21288,1,18,11
21288,1,19,4
21288,1,35,1
21292,1,19,5
21298,1,12,1
21298,1,13,1
21300,1,13,1
21315,1,27,1
21322,1,8,2
21322,1,19,1
21323,1,49,4
21332,1,41,2
21336,1,13,7
21336,1,19,3
21341,1,3,1
21341,1,19,1
21341,1,25,1
21343,1,13,2
21354,1,8,6
21354,1,13,3
21354,1,17,3
21362,1,10,1
21366,1,8,1
21366,1,13,3
21366,1,41,4
21373,1,3,1
21373,1,19,1
21385,1,19,1
21403,1,22,1
21413,1,3,2
21439,1,8,7
21439,1,13,1
21439,1,19,1
21440,1,17,2
21440,1,19,1
21461,1,12,2
21461,1,19,2
21462,1,17,1
21475,1,13,4
21479,1,8,4
21482,1,3,5
21482,1,13,2
21508,1,19,3
21529,1,13,2
21531,1,18,2
21534,1,13,1
21534,1,25,2
21535,1,13,1
21553,1,13,2
21558,1,18,3
21577,1,6,2
21586,1,6,7
21599,1,8,7
21601,1,13,2
21601,1,15,1
21601,1,17,1
21616,1,26,1
21627,1,17,5
21627,1,19,2
21632,1,10,2
21633,1,13,5
21633,1,19,1
21635,1,9,1
21637,1,23,1
21640,1,8,1
21640,1,19,10
21640,2,25,5
21654,1,19,2
21661,1,13,1
21661,1,19,2
21673,1,32,8
21681,1,13,4
21681,1,19,4
21681,1,22,5
21681,1,32,3
21704,1,19,6
21713,1,9,1
21713,1,16,3
21718,1,13,1
21718,1,19,8
21724,1,43,1
21725,1,17,4
21734,1,6,1
21734,1,19,6
21734,1,25,3
21741,1,9,1
21762,1,8,1
21762,1,15,1
21762,1,22,2
21763,1,13,6
21763,1,20,7
21766,1,13,6
21766,1,30,1
21775,1,19,2
21789,1,8,1
21789,1,13,5
21789,1,19,8
21789,1,23,1
21791,1,13,2
21802,1,3,1
21827,1,13,9
21832,1,9,1
21832,1,16,7
21833,1,1,7
21848,1,13,2
21851,1,17,12
21894,1,6,2
21894,1,13,2
21894,1,15,6
21894,1,20,3
21911,1,10,1
21911,1,19,1
21918,1,13,3
21918,1,18,2
21920,1,22,1
21922,1,16,1
21927,1,22,2
21939,1,13,4
21944,1,12,1
21950,1,13,2
21950,1,25,1
21960,1,19,1
21963,1,19,3
21976,1,6,1
21982,1,16,1
21990,1,19,2
21992,1,19,8
21998,1,6,1
22001,1,19,3
22005,1,20,1
22006,1,19,4
22009,1,13,1
22010,1,13,1
22012,1,19,3
22024,1,14,6
22026,1,3,3
22030,1,19,6
22037,1,1,1
22037,1,15,3
22037,1,16,4
22037,1,17,5
22037,1,20,4
22057,1,13,3
22060,1,1,7
22060,1,13,3
22060,1,19,1
22061,1,1,5
22061,1,13,2
22067,1,1,1
22067,1,9,1
22067,1,10,1
22067,1,13,1
22067,1,17,1
22067,1,18,1
22067,1,19,1
22067,1,48,1
22067,1,53,1
22067,2,19,1
22072,1,1,1
22072,1,19,1
22072,1,22,5
22072,1,25,1
22076,2,18,1
22077,1,35,1
22081,1,13,6
22085,1,13,4
22085,1,15,2
22085,3032,607,1
22096,1,17,1
22096,1,19,1
22096,1,41,1
22097,1,19,1
22111,1,6,1
22117,1,10,1
22117,1,11,1
22117,1,19,1
22117,1,27,1
22117,1,47,1
22117,2,4,1
22117,2,9,1
22117,2,13,1
22119,1,3,5
22124,1,13,1
22124,1,19,1
22132,1,3,1
22135,1,19,7
22137,1,13,1
22137,1,14,1
22137,1,19,1
22137,1,20,1
22137,1,22,1
22137,1,30,1
22137,1,32,1
22137,2,13,1
22137,2,25,1
22149,1,19,4
22153,1,19,9
22155,1,14,1
22158,1,19,7
22169,1,17,5
22170,1,13,1
22170,1,20,1
22179,1,17,2
22181,1,13,10
22189,1,19,1
22190,1,16,5
22190,1,22,6
22192,1,13,1
22196,1,17,1
22199,1,30,1
22205,1,13,3
22205,1,22,8
22205,3032,607,1
22211,1,10,1
22211,1,15,1
22211,1,19,3
22213,1,31,4
22215,1,19,2
22220,1,13,1
22220,1,18,6
22222,1,26,2
22226,1,19,1
22226,1,22,1
22227,1,8,1
22233,1,13,1
22235,1,3,4
22235,1,13,1
22237,1,15,1
22237,1,17,1
22237,1,19,8
22237,1,27,1
22241,1,3,10
22253,2,37,1
22254,1,22,2
22256,1,13,4
22256,1,19,1
22259,1,15,2
22259,1,22,2
22259,1,27,2
22263,1,13,1
22266,1,15,3
22266,1,19,5
22268,1,9,1
22268,1,15,1
22268,1,19,1
22268,1,22,3
22268,1,32,4
22268,1,37,1
22268,2,9,7
22268,2,17,1
22268,2,37,8
22274,1,10,1
22274,1,17,1
22274,1,25,2
22277,2,17,1
22290,1,19,1
22292,1,17,1
22292,1,22,2
22300,1,6,3
22300,1,19,1
22300,1,49,1
22304,1,26,4
22308,1,17,1
22308,1,19,1
22308,2,17,1
22308,2,41,1
22310,1,13,2
22314,1,3,1
22321,1,13,3
22321,1,19,1
22323,1,13,1
22323,1,19,6
22333,1,6,2
22333,1,13,3
22333,1,17,1
22333,1,19,1
22335,1,19,1
22337,1,10,1
22337,1,13,2
22337,1,14,1
22337,1,15,2
22337,1,19,1
22337,1,22,6
22337,3032,607,1
22338,1,8,5
22344,1,17,1
22349,1,14,4
22352,1,9,2
22352,1,13,7
22352,1,18,5
22361,1,19,5
22374,1,3,4
22374,1,11,5
22374,1,19,3
22374,1,30,10
22374,2,49,1
22381,1,19,4
22382,1,32,3
22385,1,9,4
22385,1,12,2
22385,1,19,2
22385,1,41,4
22387,1,17,4
22387,1,47,1
22393,1,22,1
22403,1,19,1
22409,1,13,12
22409,1,53,5
22413,1,10,1
22420,1,19,11
22421,1,3,3
22428,1,16,4
22430,1,8,1
22433,1,19,11
22444,1,22,3
22450,1,18,1
22451,2,13,1
22456,1,19,2
22464,1,19,3
22466,1,6,3
22475,1,19,4
22478,1,37,2
22491,2,9,2
22495,1,19,10
22498,1,12,2
22498,1,17,2
22498,1,19,1
22508,1,4,6
22508,1,22,1
22517,1,19,3
22522,1,13,6
22522,1,19,1
22529,1,18,1
22536,1,22,2
22538,1,19,1
22538,1,22,2
22538,1,46,3
22545,1,19,2
22547,1,19,11
22565,1,18,1
22565,1,19,2
22572,1,10,2
22588,1,13,2
22589,1,19,1
22592,1,19,7
22592,3032,607,1
22598,1,35,1
22615,1,13,1
22620,1,40,4
22638,2,13,2
22641,1,19,3
22658,1,19,4
22666,1,13,5
22666,1,19,5
22670,1,19,1
22670,1,41,4
22682,1,19,1
22683,1,13,2
22699,1,13,9
22701,1,19,2
22701,1,20,6
22702,1,15,1
22702,1,16,1
22702,1,31,8
22706,1,8,1
22723,1,18,7
22723,1,25,8
22724,1,13,2
22728,1,18,4
22730,1,19,9
22730,1,25,1
22732,1,19,3
22741,1,13,2
22751,1,19,4
22756,1,13,1
22784,1,11,4
22788,1,35,1
22792,1,19,3
22793,1,19,1
22804,1,8,1
22804,1,13,1
22804,1,14,1
22804,1,17,5
22804,2,19,3
22808,1,15,4
22809,1,13,3
22809,1,19,2
22810,1,19,10
22818,1,13,1
22829,1,14,4
22829,1,16,3
22829,1,18,1
22829,1,25,3
22840,1,13,1
22841,1,15,8
22851,1,10,11
22851,1,17,1
22866,1,9,4
22866,1,13,3
22866,1,14,2
22866,1,19,5
22866,1,37,1
22876,1,13,1
22876,1,22,8
22898,1,6,1
22898,1,19,3
22903,14,24,1
22906,1,35,7
22931,1,17,7
22935,1,13,1
22941,1,13,3
22943,1,4,1
22943,1,13,1
22943,1,19,5
22943,2,2,1
22943,2,112,1
22943,3032,607,1
22957,1,6,5
22957,1,13,1
22964,1,8,7
22973,1,17,3
22975,1,19,1
22978,1,13,4
22978,1,20,1
22978,1,22,2
22978,1,25,1
22982,1,19,1
22990,1,17,11
22995,1,9,4
23000,1,9,4
23000,1,43,1
23000,1,53,1
23006,1,13,1
23012,1,3,1
23016,1,4,2
23016,1,8,2
23016,1,13,7
23016,1,14,3
23016,1,15,1
23016,1,17,1
23016,1,18,3
23016,1,22,3
23016,1,25,3
23016,5,45,1
23018,1,17,1
23019,1,13,1
23022,1,19,1
23039,1,19,2
23041,1,6,1
23043,1,17,1
23043,1,20,3
23045,1,13,6
23050,1,13,2
23057,1,19,1
23061,1,13,2
23064,1,35,1
23067,1,13,4
23068,1,19,3
23070,1,17,5
23072,1,4,11
23077,1,19,1
23082,1,19,10
23096,1,13,10
23096,1,19,2
23098,1,13,3
23102,1,8,1
23102,1,17,1
23102,1,19,2
23110,1,18,1
23111,1,8,4
23114,1,20,1
23117,1,39,4
23123,1,14,2
23123,1,41,1
23130,1,3,5
23139,1,3,1
23139,1,12,5
23144,1,18,1
23146,1,19,1
23161,1,15,1
23161,1,35,4
23165,1,26,1
23165,2,90,2
23167,1,12,4
23167,1,13,2
23167,1,19,4
23167,1,31,2
23167,1,36,1
23167,1,40,7
23182,1,16,8
23184,1,17,1
23191,1,27,1
23192,1,13,2
23199,1,3,4
23199,1,13,8
23199,1,18,1
23203,1,6,1
23203,1,13,1
23207,1,8,2
23207,1,10,1
23207,1,13,6
23207,1,15,6
23207,1,18,4
23207,1,19,4
23209,1,13,1
23212,1,13,4
23217,1,8,1
23219,1,12,1
23219,1,22,2
23233,1,10,4
23233,1,19,2
23233,1,22,1
23242,1,6,4
23242,1,9,1
23242,1,13,1
23242,1,19,6
23242,1,27,2
23242,1,28,2
23242,1,53,5
23242,2,58,1
23246,1,6,1
23254,1,28,3
23256,1,17,1
23260,1,13,1
23260,1,19,8
23260,1,22,8
23260,1,37,1
23260,2,11,1
23260,2,40,2
23264,1,14,1
23265,1,9,8
23269,3032,607,1
23270,1,9,11
23273,2,11,1
23279,1,13,1
23286,1,11,1
23286,1,16,2
23286,1,19,2
23289,1,1,1
23289,1,8,1
23289,1,17,1
23289,1,22,1
23289,1,32,2
23289,1,37,6
23290,1,13,2
23290,1,19,2
23293,1,25,4
23293,1,53,8
23294,1,12,1
23294,1,13,1
23294,1,19,3
23294,1,32,2
23306,1,16,1
23306,1,19,3
23306,1,607,1
23313,1,9,1
23313,1,15,1
23314,1,19,1
23316,1,13,4
23316,1,25,1
23320,1,6,4
23320,1,19,3
23321,1,19,7
23322,1,4,1
23322,1,13,4
23334,1,13,1
23334,1,19,1
23334,3032,607,1
23342,1,17,8
23342,1,19,4
23346,1,17,1
23347,1,35,1
23349,1,17,2
23349,1,19,1
23356,1,22,1
23356,1,26,1
23356,1,53,7
23358,1,13,6
23361,1,34,10
23370,1,13,3
23375,1,1,1
23375,1,15,5
23375,1,22,2
23378,1,37,4
23386,1,13,1
23391,1,25,2
23398,1,15,1
23398,1,18,8
23398,1,19,5
23402,1,19,7
23411,1,13,6
23413,1,17,4
23413,1,18,1
23417,1,18,1
23419,1,19,6
23419,1,32,1
23430,1,1,2
23430,1,19,5
23432,1,8,3
23432,1,13,6
23432,1,15,3
23432,1,19,7
23434,1,18,5
23434,1,19,1
23437,1,19,2
23438,1,28,4
23439,1,13,8
23445,1,13,12
23445,1,37,6
23451,1,10,1
23451,1,30,3
23453,1,19,1
23461,1,13,1
23461,1,19,1
23461,1,23,1
23466,1,1,1
23466,1,13,3
23466,1,28,3
23475,1,36,1
23478,1,13,1
23478,1,19,2
23480,1,19,1
23480,1,30,1
23484,1,6,2
23484,1,13,4
23487,1,12,3
23488,1,19,5
23495,1,13,4
23496,1,10,4
23496,1,19,1
23496,1,23,1
23505,1,3,2
23505,1,19,2
23505,1,41,1
23511,1,17,6
23511,1,19,3
23522,1,13,7
23526,1,9,1
23526,1,13,1
23528,1,19,1
23533,1,10,6
23539,2,13,1
23540,1,13,1
23540,1,19,3
23540,1,43,2
23541,1,13,5
23541,1,19,1
23541,1,20,1
23544,1,13,2
23544,1,19,5
23545,1,6,1
23550,1,13,1
23554,1,13,1
23554,1,16,4
23558,1,28,7
23561,1,19,1
23562,1,19,13
23564,1,13,1
23564,1,23,2
23567,1,12,1
23567,1,18,1
23567,1,22,8
23570,1,19,7
23575,1,13,1
23582,1,1,4
23582,1,3,6
23582,1,13,4
23582,1,17,5
23582,1,19,1
23584,1,19,2
23584,1,70,1
23585,1,18,1
23589,1,13,2
23589,1,17,3
23589,1,19,4
23589,1,27,1
23589,1,32,1
23591,1,11,1
23591,1,19,2
23599,1,13,2
23599,1,20,1
23599,1,28,1
23603,2,13,1
23609,1,18,2
23612,1,20,9
23613,1,13,1
23613,1,15,4
23616,1,4,1
23616,1,17,1
23620,1,8,2
23620,1,10,1
23620,1,18,1
23621,1,6,1
23621,1,13,4
23621,1,19,2
23625,1,10,5
23626,1,19,3
23626,1,22,6
23626,1,25,8
23631,1,19,3
23635,1,13,1
23636,1,3,1
23636,1,15,2
23636,1,19,3
23641,1,3,2
23641,1,13,2
23641,1,14,1
23641,1,18,1
23641,1,19,8
23641,1,23,1
23641,1,25,4
23641,1,47,1
23641,2,9,1
23641,2,18,2
23641,2,32,2
23642,1,18,4
23644,1,3,1
23644,1,12,1
23644,1,22,2
23644,1,23,1
23658,1,31,1
23658,1,41,5
23664,1,19,1
23668,16,0,1
23673,1,19,1
23674,1,8,2
23674,1,10,3
23674,1,12,1
23674,1,13,2
23674,1,15,1
23674,1,19,2
23674,1,22,6
23674,1,36,3
23674,1,41,1
23675,1,13,1
23675,1,18,6
23675,1,19,2
23675,1,22,1
23682,1,19,3
23687,1,13,2
23687,1,22,4
23687,1,23,4
23692,1,17,1
23692,1,19,1
23698,1,18,1
23699,1,37,6
23700,1,20,2
23710,1,3,2
23710,1,19,1
23710,3032,607,1
23723,1,13,2
23724,1,46,2
23746,1,19,1
23752,1,4,3
23752,1,13,1
23752,1,26,1
23755,1,19,9
23759,1,13,2
23762,1,19,2
23762,1,52,1
23771,1,18,1
23781,1,13,2
23781,1,17,1
23792,1,18,1
23805,1,10,5
23805,1,19,1
23809,1,49,1
23816,1,13,5
23817,1,8,1
23817,1,13,3
23821,1,23,4
23845,1,19,3
23850,1,13,3
23859,1,27,1
23861,1,13,2
23869,1,25,1
23870,1,19,1
23870,1,25,1
23870,1,30,1
23871,1,22,4
23877,1,13,2
23877,1,18,1
23878,1,9,1
23878,1,10,1
23878,1,11,1
23878,1,19,4
23878,1,30,1
23878,1,47,1
23878,2,13,2
23878,2,15,2
23878,2,19,2
23883,1,3,2
23883,1,18,1
23884,0,29,1
23892,1,19,1
23907,1,4,1
23907,1,12,4
23907,1,13,2
23907,1,17,3
23907,1,19,7
23907,1,36,1
23907,2,9,1
23907,2,17,3
23907,2,19,1
23907,2,42,3
23907,2,47,1
23908,1,15,1
23912,1,19,10
23917,1,13,1
23917,1,19,1
23919,1,16,2
23922,1,3,4
23922,1,17,2
23922,1,19,1
23922,1,22,4
23925,1,17,1
23928,1,19,7
23929,1,19,1
23929,1,22,5
23946,1,13,3
23953,1,9,1
23953,1,13,2
23953,1,19,7
23956,1,13,1
23958,1,19,1
23964,1,35,3
23971,1,18,1
23972,1,1,1
23975,1,13,4
23980,1,9,1
23983,1,1,3
23983,1,15,2
23983,1,19,1
23983,1,31,1
23986,1,10,6
23986,1,13,1
23986,1,19,8
23986,1,32,1
23987,1,37,7
23993,1,22,4
23995,1,1,1
23995,1,27,1
23996,1,13,1
24000,1,13,2
24005,1,8,4
24008,1,6,1
24008,1,8,1
24008,1,13,5
24008,1,14,1
24008,1,19,8
24008,1,35,1
24013,1,37,7
24031,1,13,6
24031,1,14,1
24031,1,18,2
24031,1,19,5
24031,1,37,2
24031,1,58,5
24031,2,15,1
24031,2,41,2
24037,1,41,3
24039,1,14,2
24048,1,13,1
24048,1,18,2
24048,1,19,2
24048,1,53,8
24065,1,22,1
24067,1,17,1
24067,1,19,3
24067,1,32,2
24071,1,6,3
24076,1,19,2
24076,1,27,1
24084,1,19,4
24101,1,27,4
24117,1,22,1
24126,1,17,2
24126,1,19,4
24131,1,8,2
24131,1,19,2
24132,1,43,6
24172,1,32,1
24176,1,3,1
24176,1,19,4
24181,1,9,4
24181,1,17,3
24181,1,41,1
24197,1,8,7
24197,1,13,3
24199,1,19,2
24200,88,24,1
24211,1,19,3
24221,1,18,7
24224,1,8,6
24225,1,19,1
24235,1,26,9
24243,1,10,7
24243,1,13,7
24246,1,47,1
24249,1,18,1
24252,3032,607,1
24266,1,10,1
24266,1,27,3
24278,1,13,9
24296,1,6,1
24296,1,10,2
24296,1,13,1
24298,1,4,9
24311,1,18,3
24314,1,3,1
24315,1,10,1
24315,1,47,1
24316,1,8,4
24319,1,19,1
24323,1,13,5
24325,1,36,3
24329,1,39,10
24368,1,19,5
24370,1,19,1
24382,1,13,1
24395,1,13,6
24395,1,49,4
24405,1,37,1
24407,1,10,4
24421,1,43,1
24468,1,18,2
24468,1,19,1
24506,1,3,1
24506,1,15,1
24506,1,16,9
24506,1,31,1
24515,1,1,7
24515,1,14,1
24515,1,22,5
24537,1,19,10
24537,1,37,1
24543,1,35,1
24549,1,6,1
24555,1,17,2
24555,1,20,4
24557,0,0,1
24581,1,19,5
24582,1,15,1
24586,1,13,1
24586,1,19,5
24588,1,12,2
24596,1,27,1
24606,1,9,4
24610,1,13,1
24610,1,18,2
24613,1,18,2
24615,1,19,1
24616,1,17,3
24616,1,23,2
24622,1,22,6
24626,1,19,5
24642,1,13,2
24642,1,19,2
24643,1,18,3
24666,1,8,3
24666,1,18,6
24671,1,13,8
24675,1,6,1
24675,1,17,4
24675,1,18,1
24675,1,19,5
24675,1,23,1
24675,1,53,1
24675,2,19,1
24675,2,65,1
24686,1,18,2
24692,1,34,4
24699,1,9,2
24700,1,13,1
24700,1,17,4
24700,1,18,3
24700,1,19,7
24700,1,23,1
24700,1,28,1
24705,1,19,1
24707,1,27,7
24722,1,19,1
24722,1,30,1
24724,1,19,3
24729,1,13,4
24729,1,17,1
24729,2,27,1
24735,1,18,1
24747,1,13,4
24747,1,18,1
24753,1,16,5
24753,1,19,1
24753,1,23,8
24762,1,19,1
24768,1,13,1
24768,1,17,4
24768,1,19,2
24774,37,24,1
24781,1,19,1
24786,1,13,2
24793,1,22,4
24798,1,13,9
24806,1,13,2
24827,1,19,4
24829,1,9,2
24829,1,13,2
24830,1,13,2
24830,1,18,3
24837,1,19,6
24843,1,14,4
24847,1,2,4
24847,1,3,5
24847,1,6,1
24847,1,13,8
24847,1,15,1
24847,1,17,4
24847,1,25,1
24847,2,97,1
24847,3032,607,1
24860,1,8,10
24860,1,19,4
24860,1,25,8
24862,1,1,2
24862,1,41,1
24865,1,3,1
24865,1,12,3
24865,1,14,5
24865,1,17,3
24865,1,18,5
24865,1,19,5
24865,1,30,5
24875,1,19,1
24876,1,8,1
24876,1,9,1
24876,1,10,4
24876,1,13,5
24876,1,15,1
24876,1,17,4
24876,1,19,7
24876,1,22,4
24876,1,23,2
24876,1,37,6
24876,1,41,1
24876,2,6,2
24876,2,19,4
24876,2,79,1
24877,1,15,1
24877,1,22,1
24877,1,37,2
24888,1,10,2
24888,1,20,2
24891,1,22,1
24893,1,6,3
24896,1,8,2
24896,1,13,8
24896,1,15,4
24896,1,17,3
24896,1,19,1
24896,1,41,1
24896,3032,607,1
24904,1,6,6
24904,1,13,2
24904,1,18,2
24905,1,13,6
24905,1,17,4
24905,1,19,1
24905,1,40,1
24907,1,18,1
24926,1,23,1
24932,1,9,8
24932,1,13,3
24932,1,19,13
24932,2,18,1
24932,2,19,2
24932,2,32,1
24932,24,29,1
24941,1,19,8
24943,1,10,1
24943,1,13,1
24943,1,15,5
24943,1,18,1
24943,1,22,2
24951,1,10,4
24951,1,17,2
24951,1,19,4
24951,1,47,1
24951,1,49,6
24951,3032,607,1
24955,1,16,1
24955,1,19,2
24955,1,41,1
24961,1,18,2
24961,1,22,2
24962,1,10,1
24966,1,19,7
24966,1,49,1
24971,1,14,1
24977,1,19,1
24980,1,6,1
24980,1,19,5
