ip,channel,ip_channel_confRate
27948,140,0.0
27948,145,0.0
27948,212,0.0
27948,232,0.0
27948,243,0.0
27948,245,0.0
27948,259,0.0
27948,280,0.0
27948,328,0.0
27985,125,0.0
27985,140,0.0
27985,178,0.0
27985,265,0.0
27985,280,0.0
27985,400,0.0
27985,442,0.0
27988,107,0.0
27993,134,0.0
27993,140,0.0
27993,145,0.0
27997,212,0.0
27997,245,0.0
27997,328,0.0
27997,452,0.0
28010,128,0.0
28010,140,0.0
28010,153,0.0
28010,178,0.0
28010,215,0.0
28010,400,0.0
28010,442,0.0
28011,110,0.0
28011,134,0.0
28011,140,0.0
28011,178,0.0
28011,215,0.0
28011,259,0.0
28011,280,0.0
28013,430,0.0
28013,439,0.0
28013,466,0.0
28013,469,0.0
28013,487,0.0
28034,134,0.0
28034,145,0.0
28043,19,0.0
28043,107,0.0
28043,124,0.0
28043,153,0.0
28043,219,0.0
28043,265,0.0
28043,280,0.0
28043,409,0.0
28043,477,0.0
28043,480,0.0
28046,134,0.0
28046,137,0.0
28046,219,0.0
28046,232,0.0
28046,245,0.0
28046,379,0.0
28046,469,0.0
28055,259,0.0
28055,459,0.0
28069,237,0.0
28082,19,0.0
28082,121,0.0
28082,135,0.0
28082,153,0.0
28082,377,0.0
28082,409,0.0
28082,463,0.0
28082,477,0.0
28082,480,0.0
28089,130,0.0
28089,134,0.0
28089,140,0.0
28089,145,0.0
28089,245,0.0
28112,115,0.0
28112,125,0.0
28112,128,0.0
28112,135,0.0
28112,140,0.0
28112,215,0.0
28112,259,0.0
28112,417,0.0
28112,442,0.0
28113,21,0.0
28113,122,0.0
28113,128,0.0
28113,134,0.0
28113,178,0.0
28113,265,0.0
28113,280,0.0
28117,134,0.0
28117,140,0.0
28117,145,0.0
28117,205,0.0
28123,110,0.0
28123,121,0.0
28123,245,0.0
28128,409,0.0
28140,135,0.0
28140,140,0.0
28140,153,0.0
28140,178,0.0
28140,215,0.0
28140,219,0.0
28140,259,0.0
28140,328,0.0
28140,412,0.0
28140,424,0.0
28140,439,0.0
28140,442,0.0
28140,463,0.0
28140,477,0.0
28156,115,0.0
28156,125,0.0
28156,135,0.0
28156,259,0.0
28156,417,0.0
28156,442,0.0
28168,215,0.0
28169,140,0.0
28169,153,0.0
28169,215,0.0
28169,400,0.0
28169,442,0.0
28176,121,0.0
28176,245,0.0
28179,477,0.0
28183,122,0.0
28183,128,0.0
28183,134,0.0
28183,140,0.0
28183,145,0.0
28183,215,0.0
28186,219,0.0
28186,379,0.0
28186,401,0.0
28186,409,0.0
28191,134,0.0
28191,140,0.0
28191,145,0.0
28191,265,0.0
28191,280,0.0
28198,134,0.0
28198,140,0.0
28198,145,0.0
28198,401,0.0
28198,412,0.0
28198,480,0.0
28221,320,0.0
28222,477,0.0
28223,128,0.0
28223,178,0.0
28223,215,0.0
28223,280,0.0
28228,107,0.0
28253,137,0.0
28253,265,0.0
28253,280,0.0
28262,137,0.0
28262,140,0.0
28262,215,0.0
28262,400,0.0
28262,442,0.0
28272,128,0.0
28272,134,0.0
28272,178,0.0
28272,212,0.0
28272,280,0.0
28272,328,0.0
28277,134,0.0
28277,140,0.0
28277,145,0.0
28277,477,0.0
28283,134,0.0
28283,140,0.0
28283,145,0.0
28302,153,0.0
28302,424,0.0
28302,497,0.0
28331,477,0.0
28351,134,0.0
28351,319,0.0
28359,121,0.0
28359,122,0.0
28359,153,0.0
28359,215,0.0
28359,328,0.0
28359,424,0.0
28361,128,0.0
28361,245,0.0
28362,140,0.0
28362,215,0.0
28362,442,0.0
28379,134,0.0
28379,140,0.0
28379,145,0.0
28382,110,0.0
28382,128,0.0
28382,134,0.0
28382,140,0.0
28382,145,0.0
28387,128,0.0
28392,137,0.0
28392,245,0.0
28411,477,0.0
28427,128,0.0
28427,135,0.0
28427,232,0.0
28427,243,0.0
28434,140,0.0
28434,153,0.0
28434,400,0.0
28434,442,0.0
28449,128,0.0
28471,121,0.0
28471,245,0.0
28472,259,0.0
28472,280,0.0
28479,477,0.0
28500,121,0.0
28500,245,0.0
28500,477,0.0
28523,459,0.0
28551,125,0.0
28551,145,0.0
28551,178,0.0
28551,258,0.0
28551,259,0.0
28551,442,0.0
28563,237,0.0
28564,213,0.0
28565,265,0.0
28565,280,0.0
28578,379,0.0
28590,215,0.0
28597,107,0.0
28597,124,0.0
28597,205,0.0
28597,219,0.0
28597,315,0.0
28597,379,0.0
28607,107,0.0
28607,121,0.0
28607,130,0.0
28607,205,0.0
28607,219,0.0
28607,424,0.0
28607,442,0.0
28607,463,0.0
28608,259,0.0
28608,280,0.0
28621,134,0.0
28621,140,0.0
28621,145,0.0
28642,237,0.0
28674,245,0.0
28697,137,0.0
28697,245,0.0
28709,178,0.0
28709,215,0.0
28709,400,0.0
28722,107,0.0
28722,140,0.0
28722,153,0.0
28722,400,0.0
28722,442,0.0
28725,107,0.0
28725,134,0.0
28725,140,0.0
28725,145,0.0
28731,121,0.0
28731,210,0.0
28731,245,0.0
28731,280,0.0
28731,459,0.0
28739,128,0.0
28739,215,0.0
28739,379,0.0
28742,125,0.0
28742,135,0.0
28742,265,0.0
28742,280,0.0
28742,467,0.0
28780,134,0.0
28780,140,0.0
28780,145,0.0
28780,459,0.0
28791,134,0.0
28791,140,0.0
28791,145,0.0
28791,215,0.0
28811,140,0.0
28811,153,0.0
28814,140,0.0
28814,215,0.0
28814,258,0.0
28823,259,0.0
28895,19,0.0
28895,122,0.0
28895,134,0.0
28895,153,0.0
28895,173,0.0
28895,266,0.0
28895,409,0.0
28895,430,0.0
28895,469,0.0
28910,125,0.0
28910,145,0.0
28910,178,0.0
28910,258,0.0
28910,259,0.0
28910,442,0.0
28943,110,0.0
28956,110,0.0
28956,128,0.0
28960,121,0.0
28960,205,0.0
28960,245,0.0
28963,134,0.0
28963,178,0.0
28963,280,0.0
28963,459,0.0
28963,466,0.0
28974,134,0.0
28974,140,0.0
28974,145,0.0
28977,122,0.0
28977,134,0.0
28977,137,0.0
28977,140,0.0
28977,145,0.0
28977,245,0.0
28982,121,0.0
28982,245,0.0
29024,122,0.0
29029,134,0.0
29029,140,0.0
29029,145,0.0
29031,140,0.0
29031,215,0.0
29031,442,0.0
29045,386,0.0
29045,401,0.0
29045,435,0.0
29045,442,0.0
29045,459,0.0
29054,134,0.0
29054,178,0.0
29054,215,0.0
29054,280,0.0
29054,386,0.0
29054,442,0.0
29054,480,0.0
29085,121,0.0
29085,130,0.0
29085,219,0.0
29085,265,0.0
29085,280,0.0
29085,409,0.0
29085,442,0.0
29095,134,0.0
29095,178,0.0
29095,265,0.0
29095,280,0.0
29101,125,0.0
29101,215,0.0
29101,245,0.0
29101,259,0.0
29128,115,0.0
29128,125,0.0
29128,135,0.0
29128,258,0.0
29128,259,0.0
29128,280,0.0
29128,417,0.0
29128,442,0.0
29140,280,0.0
29146,121,0.0
29146,134,0.0
29146,140,0.0
29146,145,0.0
29146,245,0.0
29151,265,0.0
29151,280,0.0
29151,477,0.0
29170,347,0.0
29171,107,0.0
29171,130,0.0
29171,219,0.0
29171,442,0.0
29171,489,0.0
29198,477,0.0
29252,215,0.0
29267,140,0.0
29267,442,0.0
29271,121,0.0
29271,245,0.0
29274,19,0.0
29274,153,0.0
29290,19,0.0
29290,107,0.0
29290,122,0.0
29290,134,0.0
29290,140,0.0
29290,145,0.0
29290,215,0.0
29290,400,0.0
29290,417,0.0
29290,430,0.0
29290,477,0.0
29290,478,0.0
29302,134,0.0
29302,178,0.0
29302,280,0.0
29303,215,0.0
29311,215,0.0
29315,3,0.0
29315,121,0.0
29315,125,0.0
29315,140,0.0
29315,145,0.0
29315,153,0.0
29315,178,0.0
29315,215,0.0
29315,244,0.0
29315,245,0.0
29315,258,0.0
29315,259,0.0
29315,439,0.0
29315,452,0.0
29315,466,0.0
29342,105,0.0
29342,245,0.0
29342,259,0.0
29346,107,0.0
29346,128,0.0
29346,134,0.0
29346,140,0.0
29346,145,0.0
29346,219,0.0
29346,265,0.0
29346,459,0.0
29346,489,0.0
29347,259,0.0
29356,21,0.0
29356,121,0.0
29356,134,0.0
29356,135,0.0
29356,173,0.0
29356,212,0.0
29356,215,0.0
29356,325,0.0
29356,328,0.0
29356,377,0.0
29356,379,0.0
29356,430,0.0
29356,439,0.0
29356,452,0.0
29356,477,0.0
29356,489,0.0
29367,107,0.0
29367,128,0.0
29368,236,0.0
29372,477,0.0
29373,121,0.0
29373,245,0.0
29373,347,0.0
29377,107,0.0
29377,121,0.0
29377,134,0.0
29377,140,0.0
29377,153,0.0
29377,173,0.0
29377,205,0.0
29377,211,0.0
29377,215,0.0
29377,219,0.0
29377,244,0.0
29377,245,0.0
29377,265,0.0
29377,280,0.0
29377,379,0.0
29377,452,0.0
29377,459,0.0
29377,469,0.0
29377,477,0.0
29377,478,0.0
29385,134,0.0
29385,178,0.0
29385,280,0.0
29410,215,0.0
29412,107,0.0
29412,115,0.0
29412,121,0.0
29412,125,0.0
29412,135,0.0
29412,232,0.0
29412,259,0.0
29412,377,0.0
29412,439,0.0
29412,442,0.0
29412,497,0.0
29416,140,0.0
29416,178,0.0
29416,400,0.0
29416,442,0.0
29434,173,0.0
29434,349,0.0
29434,430,0.0
29434,469,0.0
29434,487,0.0
29436,134,0.0
29436,140,0.0
29436,145,0.0
29436,245,0.0
29438,121,0.0
29438,245,0.0
29453,3,0.0
29453,122,0.0
29453,125,0.0
29453,130,0.0
29453,145,0.0
29453,178,0.0
29453,237,0.0
29453,245,0.0
29453,258,0.0
29453,259,0.0
29453,265,0.0
29453,319,0.0
29453,379,0.0
29453,435,0.0
29453,439,0.0
29453,442,0.0
29453,452,0.0
29453,463,0.0
29453,477,0.0
29467,110,0.0
29467,134,0.0
29467,140,0.0
29467,153,0.0
29467,178,0.0
29467,215,0.0
29467,280,0.0
29489,3,0.0
29489,121,0.0
29489,215,0.0
29489,236,0.0
29489,245,0.0
29489,259,0.0
29489,347,0.0
29497,215,0.0
29501,121,0.0
29501,245,0.0
29502,107,0.0
29502,134,0.0
29502,140,0.0
29502,145,0.0
29510,19,0.0
29510,153,0.0
29510,205,0.0
29510,265,0.0
29510,435,0.0
29510,463,0.0
29510,480,0.0
29516,237,0.0
29517,134,0.0
29517,140,0.0
29517,145,0.0
29517,477,0.0
29530,477,0.0
29531,128,0.0
29533,121,0.0
29533,128,0.0
29533,134,0.0
29533,140,0.0
29533,145,0.0
29533,153,0.0
29533,245,0.0
29533,489,0.0
29540,237,0.0
29552,121,0.0
29552,245,0.0
29560,215,0.0
29567,153,0.0
29567,203,0.0
29567,212,0.0
29567,259,0.0
29567,266,0.0
29567,280,0.0
29567,489,0.0
29573,347,0.0
29577,376,0.0
29590,19,0.0
29590,121,0.0
29590,134,0.0
29590,237,0.0
29590,245,0.0
29590,265,0.0
29590,278,0.0
29590,409,0.0
29590,435,0.0
29590,459,0.0
29590,463,0.0
29590,477,0.0
29590,480,0.0
29590,489,0.0
29624,121,0.0
29624,134,0.0
29624,140,0.0
29624,145,0.0
29624,153,0.0
29624,215,0.0
29624,328,0.0
29624,424,0.0
29646,140,0.0
29646,153,0.0
29646,178,0.0
29646,259,0.0
29646,442,0.0
29651,215,0.0
29651,379,0.0
29678,128,0.0
29692,178,0.0
29692,215,0.0
29695,121,0.0
29695,245,0.0
29717,110,0.0
29717,134,0.0
29717,178,0.0
29717,215,0.0
29717,245,0.0
29717,265,0.0
29717,280,0.0
29717,452,0.0
29736,140,0.0
29736,153,0.0
29736,215,0.0
29744,477,0.0
29748,134,0.0
29748,140,0.0
29748,145,0.0
29748,376,0.0
29769,122,0.0
29785,110,0.0
29785,122,0.0
29785,259,0.0
29785,315,0.0
29785,379,0.0
29785,469,0.0
29801,107,0.0
29801,134,0.0
29801,178,0.0
29801,265,0.0
29801,280,0.0
29801,459,0.0
29804,128,0.0
29804,134,0.0
29804,140,0.0
29804,145,0.0
29804,215,0.0
29804,265,0.0
29804,280,0.0
29835,128,0.0
29836,134,0.0
29836,140,0.0
29836,145,0.0
29836,212,0.0
29836,215,0.0
29836,232,0.0
29836,243,0.0
29836,328,0.0
29841,280,0.0
29845,134,0.0
29845,140,0.0
29845,145,0.0
29845,232,0.0
29845,243,0.0
29845,265,0.0
29865,213,0.0
29872,134,0.0
29872,140,0.0
29872,145,0.0
29872,212,0.0
29872,328,0.0
29872,477,0.0
29874,128,0.0
29885,215,0.0
29892,205,0.0
29908,107,0.0
29908,140,0.0
29908,153,0.0
29923,477,0.0
29929,280,0.0
29945,134,0.0
29945,140,0.0
29945,145,0.0
29950,128,0.0
29950,259,0.0
29950,459,0.0
29950,469,0.0
29966,145,0.0
29972,134,0.0
29972,140,0.0
29972,145,0.0
29972,265,0.0
29972,280,0.0
29983,128,0.0
29983,134,0.0
29983,140,0.0
29983,145,0.0
29984,236,0.0
29984,376,0.0
29993,107,0.0
29993,140,0.0
29993,153,0.0
29993,215,0.0
29993,265,0.0
29993,400,0.0
29993,442,0.0
29993,477,0.0
30025,134,0.0
30025,140,0.0
30025,145,0.0
30026,215,0.0
30026,232,0.0
30026,243,0.0
30040,245,0.0
30061,442,0.0
30077,215,0.0
30077,477,0.0
30093,477,0.0
30121,265,0.0
30121,459,0.0
30132,137,0.0
30132,215,0.0
30142,121,0.0
30142,232,0.0
30142,243,0.0
30142,245,0.0
30142,265,0.0
30142,280,0.0
30157,134,0.0
30157,145,0.0
30157,215,0.0
30173,134,0.0
30173,140,0.0
30173,145,0.0
30192,134,0.0
30192,140,0.0
30192,145,0.0
30196,115,0.0
30196,135,0.0
30196,259,0.0
30196,442,0.0
30203,110,0.0
30204,3,0.0
30204,244,0.0
30214,134,0.0
30214,173,0.0
30214,319,0.0
30214,469,0.0
30246,111,0.0
30246,134,0.0
30246,137,0.0
30246,325,0.0
30246,424,0.0
30246,452,0.0
30246,466,0.0
30248,115,0.0
30248,125,0.0
30248,135,0.0
30248,258,0.0
30248,259,0.0
30248,265,0.0
30248,280,0.0
30248,442,0.0
30249,125,0.0
30249,130,0.0
30249,135,0.0
30249,245,0.0
30249,259,0.0
30249,265,0.0
30249,280,0.0
30265,110,0.0
30265,134,0.0
30265,140,0.0
30265,178,0.0
30265,237,0.0
30265,265,0.0
30265,280,0.0
30265,400,0.0
30265,442,0.0
30267,215,0.0
30267,259,0.0
30267,280,0.0
30279,134,0.0
30279,140,0.0
30279,145,0.0
30280,122,0.0
30280,134,0.0
30280,137,0.0
30280,153,0.0
30280,215,0.0
30280,266,0.0
30280,315,0.0
30280,377,0.0
30280,439,0.0
30280,442,0.0
30280,469,0.0
30280,489,0.0
30289,107,0.0
30289,122,0.0
30289,386,0.0
30289,401,0.0
30289,442,0.0
30296,140,0.0
30296,153,0.0
30296,215,0.0
30304,140,0.0
30304,178,0.0
30304,245,0.0
30304,442,0.0
30314,140,0.030102999566398118
30314,178,0.0
30314,259,0.0
30314,265,0.0
30314,400,0.0
30314,442,0.0
30331,259,0.0
30331,280,0.0
30336,111,0.0
30336,116,0.0
30336,121,0.0
30336,153,0.0
30336,245,0.0
30336,319,0.0
30336,439,0.0
30372,128,0.0
30372,236,0.0
30372,245,0.0
30394,215,0.0
30395,121,0.0
30395,140,0.0
30395,236,0.0
30395,245,0.0
30395,442,0.0
30395,459,0.0
30404,107,0.0
30404,121,0.0
30404,134,0.0
30404,140,0.0
30404,145,0.0
30404,178,0.0
30404,215,0.0
30404,234,0.0
30404,245,0.0
30404,259,0.0
30404,400,0.0
30424,140,0.0
30424,178,0.0
30424,259,0.0
30424,442,0.0
30433,122,0.0
30433,173,0.0
30433,212,0.0
30433,315,0.0
30433,328,0.0
30433,439,0.0
30433,469,0.0
30443,215,0.0
30463,121,0.0
30463,244,0.0
30463,245,0.0
30503,121,0.0
30503,245,0.0
30515,21,0.0
30515,121,0.0
30515,137,0.0
30515,215,0.0
30515,245,0.0
30516,245,0.0
30529,107,0.0
30564,3,0.0
30564,123,0.0
30564,128,0.0
30564,134,0.0
30564,140,0.0
30564,145,0.0
30564,153,0.0
30564,215,0.0
30564,244,0.0
30564,245,0.0
30564,265,0.0
30564,442,0.0
30583,128,0.0
30587,3,0.0
30587,107,0.0
30587,111,0.0
30587,121,0.0
30587,134,0.0
30587,137,0.0
30587,140,0.0
30587,145,0.0
30587,178,0.0
30587,215,0.0
30587,219,0.0
30587,237,0.0
30587,245,0.0
30587,259,0.0
30587,265,0.0
30587,280,0.0
30587,379,0.0
30587,400,0.0
30587,412,0.0
30587,430,0.0
30587,442,0.0
30587,459,0.0
30587,466,0.0
30587,469,0.0
30587,477,0.0
30614,107,0.0
30614,125,0.0
30614,128,0.0
30614,134,0.0
30614,137,0.0
30614,140,0.0
30614,145,0.0
30614,178,0.0
30614,212,0.0
30614,213,0.0
30614,215,0.0
30614,258,0.0
30614,259,0.0
30614,325,0.0
30614,328,0.0
30614,400,0.0
30614,435,0.0
30614,442,0.0
30614,445,0.0
30614,477,0.0
30624,477,0.0
30636,121,0.0
30636,122,0.0
30636,134,0.0
30636,137,0.0
30636,140,0.0
30636,145,0.0
30636,245,0.0
30636,379,0.0
30636,400,0.0
30636,430,0.0
30636,439,0.0
30636,442,0.0
30636,469,0.0
30647,130,0.0
30647,134,0.0
30647,140,0.0
30647,145,0.0
30647,245,0.0
30647,265,0.0
30647,280,0.0
30720,115,0.0
30720,125,0.0
30720,135,0.0
30720,258,0.0
30720,259,0.0
30720,417,0.0
30720,442,0.0
30754,122,0.0
30754,130,0.0
30754,205,0.0
30754,401,0.0
30781,125,0.0
30781,134,0.0
30781,140,0.0
30781,145,0.0
30781,212,0.0
30781,215,0.0
30781,265,0.0
30781,280,0.0
30781,328,0.0
30790,128,0.0
30795,140,0.0
30795,215,0.0
30795,400,0.0
30824,121,0.0
30824,245,0.0
30833,110,0.0
30833,134,0.0
30833,140,0.0
30833,145,0.0
30833,178,0.0
30833,442,0.0
30835,125,0.0
30840,125,0.0
30840,265,0.0
30840,280,0.0
30840,469,0.0
30841,265,0.0
30841,280,0.0
30865,121,0.0
30865,245,0.0
30869,101,0.0
30877,121,0.0
30877,212,0.0
30877,424,0.0
30886,215,0.0
30888,121,0.0
30888,234,0.0
30888,245,0.0
30888,259,0.0
30897,259,0.0
30897,280,0.0
30920,134,0.0
30920,145,0.0
30920,205,0.0
30922,128,0.0
30923,107,0.0
30923,140,0.0
30923,178,0.0
30923,215,0.0
30923,400,0.0
30924,459,0.0
30957,265,0.0
30957,280,0.0
30957,343,0.0
30959,121,0.0
30959,215,0.0
30959,219,0.0
30959,280,0.0
30959,379,0.0
30959,401,0.0
30970,19,0.0
30970,137,0.0
30970,153,0.0
30970,205,0.0
30970,219,0.0
30970,278,0.0
30970,377,0.0
30970,463,0.0
30976,107,0.0
30981,259,0.0
30981,459,0.0
30982,121,0.0
30982,245,0.0
30986,121,0.0
30986,122,0.0
30986,153,0.0
30986,205,0.0
30986,259,0.0
30986,280,0.0
30986,379,0.0
30986,386,0.0
30986,477,0.0
30986,480,0.0
30986,489,0.0
30998,347,0.0
31006,205,0.0
31009,245,0.0
31015,130,0.0
31015,134,0.0
31015,140,0.0
31015,153,0.0
31015,232,0.0
31015,265,0.0
31015,442,0.0
31015,487,0.0
31023,215,0.0
31027,477,0.0
31033,122,0.0
31033,215,0.0
31035,107,0.0
31035,134,0.0
31035,140,0.0
31035,145,0.0
31038,379,0.0
31039,128,0.0
31054,477,0.0
31065,115,0.0
31065,121,0.0
31065,125,0.0
31065,134,0.0
31065,135,0.0
31065,140,0.0
31065,145,0.0
31065,215,0.0
31065,245,0.0
31065,259,0.0
31065,265,0.0
31065,280,0.0
31065,442,0.0
31065,467,0.0
31069,265,0.0
31069,280,0.0
31119,134,0.0
31119,140,0.0
31119,145,0.0
31133,107,0.0
31133,379,0.0
31136,130,0.0
31136,245,0.0
31155,245,0.0
31158,110,0.0
31158,121,0.0
31158,128,0.0
31158,134,0.0
31158,178,0.0
31158,245,0.0
31158,280,0.0
31161,459,0.0
31161,469,0.0
31172,121,0.0
31172,153,0.0
31172,439,0.0
31181,134,0.0
31181,140,0.0
31181,145,0.0
31184,128,0.0
31195,205,0.0
31195,219,0.0
31195,377,0.0
31195,442,0.0
31195,477,0.0
31195,489,0.0
31221,128,0.0
31221,134,0.0
31221,145,0.0
31231,134,0.0
31231,140,0.0
31231,145,0.0
31247,125,0.0
31267,110,0.0
31267,115,0.0
31267,140,0.0
31267,145,0.0
31267,215,0.0
31267,245,0.0
31267,259,0.0
31267,265,0.0
31267,379,0.0
31267,417,0.0
31267,442,0.0
31278,134,0.0
31278,140,0.0
31278,145,0.0
31278,477,0.0
31283,110,0.0
31283,128,0.0
31283,245,0.0
31295,128,0.0
31299,113,0.0
31299,121,0.0
31299,245,0.0
31303,130,0.0
31303,215,0.0
31303,232,0.0
31303,315,0.0
31303,319,0.0
31303,439,0.0
31303,452,0.0
31303,478,0.0
31304,140,0.0
31304,153,0.0
31304,236,0.0
31304,259,0.0
31304,442,0.0
31304,459,0.0
31330,121,0.0
31330,134,0.0
31330,140,0.0
31330,145,0.0
31330,219,0.0
31330,315,0.0
31330,328,0.0
31330,377,0.0
31330,379,0.0
31337,212,0.0
31337,215,0.0
31337,328,0.0
31342,259,0.0
31345,215,0.0
31357,134,0.0
31357,140,0.0
31357,145,0.0
31362,134,0.0
31362,140,0.0
31362,145,0.0
31362,215,0.0
31363,244,0.0
31364,134,0.0
31364,140,0.0
31364,145,0.0
31364,265,0.0
31379,125,0.0
31379,128,0.0
31379,134,0.0
31379,135,0.0
31379,145,0.0
31379,213,0.0
31379,215,0.0
31379,245,0.0
31379,259,0.0
31379,417,0.0
31382,107,0.0
31382,121,0.0
31382,128,0.0
31382,134,0.0
31382,140,0.0
31382,145,0.0
31382,215,0.0
31382,219,0.0
31382,265,0.0
31382,280,0.0
31382,409,0.0
31382,480,0.0
31385,477,0.0
31403,265,0.0
31403,280,0.0
31413,19,0.0
31413,121,0.0
31413,122,0.0
31413,134,0.0
31413,140,0.0
31413,145,0.0
31413,153,0.0
31413,205,0.0
31413,232,0.0
31413,245,0.0
31413,315,0.0
31413,319,0.0
31413,328,0.0
31413,347,0.0
31413,377,0.0
31413,379,0.0
31413,424,0.0
31413,439,0.0
31413,469,0.0
31413,477,0.0
31413,489,0.0
31415,122,0.0
31415,125,0.0
31415,265,0.0
31415,266,0.0
31415,280,0.0
31415,424,0.0
31415,497,0.0
31421,134,0.0
31421,140,0.0
31421,145,0.0
31421,259,0.0
31421,280,0.0
31426,134,0.0
31426,140,0.0
31426,145,0.0
31439,134,0.0
31439,178,0.0
31439,215,0.0
31439,280,0.0
31444,480,0.0
31448,121,0.0
31448,245,0.0
31449,3,0.0
31449,128,0.0
31456,107,0.0
31456,121,0.0
31456,134,0.0
31456,140,0.0
31456,145,0.0
31456,178,0.0
31456,215,0.0
31456,237,0.0
31456,244,0.0
31456,245,0.0
31456,400,0.0
31456,459,0.0
31458,107,0.0
31458,134,0.0
31458,178,0.0
31458,245,0.0
31458,265,0.0
31458,280,0.0
31458,379,0.0
31458,401,0.0
31458,459,0.0
31458,477,0.0
31467,124,0.0
31467,137,0.0
31467,259,0.0
31467,265,0.0
31467,266,0.0
31467,424,0.0
31482,110,0.0
31482,128,0.0
31482,134,0.0
31482,137,0.0
31482,153,0.0
31482,178,0.0
31482,265,0.0
31482,280,0.0
31482,347,0.0
31482,409,0.0
31482,459,0.0
31490,245,0.0
31490,459,0.0
31494,134,0.0
31494,140,0.0
31494,145,0.03180808364797749
31498,128,0.0
31502,116,0.0
31502,121,0.0
31502,134,0.0
31502,153,0.0
31502,232,0.0
31502,487,0.0
31518,107,0.0
31518,134,0.0
31518,245,0.0
31518,259,0.0
31518,265,0.0
31518,280,0.0
31518,325,0.0
31518,379,0.0
31518,459,0.0
31518,469,0.0
31529,259,0.0
31529,280,0.0
31529,379,0.0
31536,105,0.0
31536,215,0.0
31539,477,0.0
31540,259,0.0
31540,280,0.0
31542,215,0.0
31542,259,0.0
31542,280,0.0
31544,265,0.0
31544,280,0.0
31548,134,0.0
31548,178,0.0
31548,280,0.0
31555,140,0.0
31555,153,0.0
31555,215,0.0
31555,259,0.0
31555,400,0.0
31555,442,0.0
31572,115,0.0
31572,121,0.0
31572,124,0.0
31572,125,0.0
31572,135,0.0
31572,140,0.0
31572,245,0.0
31572,258,0.0
31572,259,0.0
31572,265,0.0
31572,280,0.0
31572,328,0.0
31572,386,0.0
31572,401,0.0
31572,417,0.0
31572,424,0.0
31572,435,0.0
31572,442,0.0
31590,125,0.0
31590,134,0.0
31590,140,0.0
31590,145,0.0
31590,153,0.0
31590,245,0.0
31590,452,0.0
31603,259,0.0
31603,459,0.0
31616,121,0.0
31616,245,0.0
31650,215,0.0
31650,259,0.0
31650,459,0.0
31652,115,0.0
31652,125,0.0
31652,135,0.0
31652,215,0.0
31652,258,0.0
31652,259,0.0
31652,265,0.0
31652,280,0.0
31652,417,0.0
31652,442,0.0
31675,125,0.0
31687,107,0.0
31687,116,0.0
31687,134,0.0
31687,153,0.0
31687,219,0.0
31687,265,0.0
31687,266,0.0
31687,379,0.0
31687,459,0.0
31687,466,0.0
31687,489,0.0
31697,265,0.0
31697,280,0.0
31702,121,0.0
31702,140,0.0
31702,178,0.0
31702,245,0.0
31702,442,0.0
31709,130,0.0
31709,232,0.0
31709,319,0.0
31709,439,0.0
31709,469,0.0
31715,212,0.0
31715,328,0.0
31723,107,0.0
31723,122,0.0
31723,215,0.0
31723,219,0.0
31723,412,0.0
31723,477,0.0
31723,480,0.0
31723,489,0.0
31724,134,0.0
31724,140,0.0
31724,145,0.0
31725,140,0.0
31725,178,0.0
31725,442,0.0
31727,122,0.0
31727,128,0.0
31727,469,0.0
31732,121,0.0
31732,140,0.0
31732,245,0.0
31732,442,0.0
31752,107,0.0
31752,259,0.0
31752,459,0.0
31778,259,0.0
31778,280,0.0
31783,137,0.0
31783,234,0.0
31783,245,0.0
31783,259,0.0
31784,107,0.0
31784,122,0.0
31784,128,0.0
31784,140,0.0
31784,153,0.0
31784,215,0.0
31784,219,0.0
31784,280,0.0
31784,401,0.0
31784,442,0.0
31784,477,0.0
31784,489,0.0
31787,265,0.0
31787,280,0.0
31804,245,0.0
31813,19,0.0
31813,121,0.0
31813,122,0.0
31813,130,0.0
31813,219,0.0
31813,236,0.0
31813,442,0.0
31813,463,0.0
31813,481,0.0
31815,122,0.0
31815,153,0.0
31815,401,0.0
31815,409,0.0
31815,442,0.0
31815,477,0.0
31816,122,0.0
31816,125,0.0
31816,145,0.0
31816,178,0.0
31816,258,0.0
31816,259,0.0
31816,442,0.0
31817,125,0.0
31817,140,0.0
31817,178,0.0
31817,212,0.0
31817,265,0.0
31817,280,0.0
31817,328,0.0
31817,400,0.0
31817,442,0.0
31823,115,0.0
31823,205,0.0
31823,219,0.0
31823,265,0.0
31823,386,0.0
31823,401,0.0
31829,107,0.0
31837,107,0.0
31837,134,0.0
31837,145,0.0
31842,137,0.0
31842,215,0.0
31865,140,0.0
31865,178,0.0
31865,442,0.0
31866,145,0.0
31866,245,0.0
31866,259,0.0
31866,452,0.0
31919,122,0.0
31919,128,0.0
31920,121,0.0
31920,135,0.0
31920,212,0.0
31920,328,0.0
31920,347,0.0
31920,424,0.0
31920,477,0.0
31971,215,0.0
31980,215,0.0
31981,125,0.0
31983,134,0.0
31983,140,0.0
31983,145,0.0
32081,128,0.0
32095,128,0.0
32115,140,0.0
32115,153,0.0
32115,259,0.0
32115,442,0.0
32125,140,0.0
32125,153,0.0
32125,215,0.0
32130,134,0.0
32130,140,0.0
32130,145,0.0
32170,134,0.0
32170,140,0.0
32170,145,0.0
32178,115,0.0
32178,125,0.0
32178,135,0.0
32178,259,0.0
32178,442,0.0
32233,173,0.0
32233,317,0.0
32233,439,0.0
