ip,ip_confRate
23511,0.0
23533,0.0
23540,0.0
23541,0.0
23550,0.0
23554,0.0
23561,0.0
23570,0.0
23582,0.0
23584,0.0
23589,0.0
23591,0.0
23603,0.0
23613,0.0
23620,0.0
23621,0.0
23625,0.0
23626,0.0
23636,0.0
23641,0.0
23644,0.0
23673,0.0
23674,0.013460564220556092
23682,0.0
23687,0.0
23692,0.0
23699,0.0
23700,0.0
23710,0.0
23724,0.0
23752,0.0
23759,0.0
23762,0.0
23781,0.0
23805,0.0
23816,0.0
23821,0.0
23845,0.0
23850,0.0
23861,0.0
23878,0.0
23892,0.0
23907,0.0
23917,0.0
23919,0.0
23922,0.0
23928,0.0
23946,0.0
23953,0.0
23956,0.0
23972,0.0
23980,0.0
23986,0.0
23995,0.0
24000,0.0
24008,0.0
24031,0.0
24039,0.0
24048,0.0
24067,0.0
24076,0.0
24117,0.0
24131,0.0
24176,0.0
24181,0.0
24197,0.0
24199,0.0
24200,0.0
24246,0.0
24252,0.0
24266,0.0
24296,0.0
24311,0.0
24368,0.0
24405,0.0
24506,0.0
24555,0.0
24586,0.0
24615,0.0
24616,0.0
24626,0.0
24642,0.0
24643,0.0
24666,0.0
24675,0.0
24686,0.0
24699,0.0
24700,0.0
24705,0.0
24729,0.0
24753,0.0
24768,0.0
24793,0.0
24829,0.0
24830,0.0
24837,0.0
24843,0.0
24847,0.0
24860,0.0
24862,0.0
24865,0.0
24876,0.0
24877,0.0
24888,0.0
24891,0.0
24893,0.0
24896,0.0
24904,0.0
24905,0.0
24932,0.0
24943,0.0
24951,0.0
24966,0.0
24980,0.0
24981,0.0
24983,0.0
24985,0.0
24997,0.0
25000,0.0
25009,0.0
25018,0.0
25020,0.0
25028,0.0
25041,0.0
25042,0.0
25057,0.0
25071,0.0
25072,0.0
25073,0.0
25084,0.0
25088,0.0
25092,0.0
25095,0.0
25097,0.0
25119,0.0
25128,0.0
25137,0.0
25152,0.0
25153,0.0
25158,0.0
25168,0.0
25172,0.0
25225,0.0
25236,0.0
25267,0.0
25272,0.0
25289,0.0
25296,0.0
25327,0.0
25336,0.0
25337,0.0
25355,0.0
25419,0.0
25453,0.0
25463,0.0
25485,0.0
25515,0.0
25522,0.0
25544,0.0
25553,0.0
25588,0.0
25614,0.0
25633,0.0
25648,0.0
25666,0.0
25679,0.0
25691,0.0
25705,0.0
25714,0.0
25719,0.0
25724,0.0
25737,0.0
25761,0.0
25780,0.0
25792,0.0
25796,0.0
25818,0.0
25858,0.0
25885,0.0
25905,0.0
25931,0.0
25958,0.0
25975,0.0
26037,0.0
26039,0.0
26119,0.0
26129,0.0
26177,0.0
26184,0.0
26190,0.0
26218,0.0
26234,0.0
26241,0.0
26259,0.0
26263,0.0
26285,0.0
26292,0.0
26294,0.0
26310,0.0
26318,0.0
26346,0.0
26382,0.0
26384,0.0
26388,0.0
26390,0.0
26400,0.0
26402,0.0
26406,0.0
26408,0.0
26409,0.0
26411,0.0
26424,0.0
26428,0.0
26449,0.0
26473,0.0
26475,0.0
26481,0.0
26515,0.0
26519,0.0
26522,0.0
26531,0.0
26541,0.0
26564,0.0
26569,0.0
26577,0.0
26584,0.0
26589,0.0
26593,0.0
26616,0.0
26619,0.0
26622,0.0
26643,0.0
26647,0.0
26670,0.0
26674,0.0
26682,0.0
26695,0.0
26697,0.0
26705,0.0
26708,0.0
26714,0.0
26726,0.0
26727,0.0
26728,0.0
26735,0.0
26759,0.0
26766,0.0
26782,0.0
26784,0.0
26793,0.0
26799,0.0
26801,0.0
26810,0.0
26812,0.0
26814,0.0
26824,0.0
26839,0.0
26849,0.0
26856,0.0
26860,0.0
26865,0.0
26870,0.0
26876,0.0
26877,0.0
26889,0.0
26890,0.0
26896,0.0
26905,0.0
26913,0.0
26919,0.0
26925,0.0
26926,0.0
26934,0.0
26939,0.0
26953,0.0
26958,0.0
26961,0.0
26963,0.0
26968,0.0
26980,0.0
26990,0.0
26995,0.0
26998,0.0
27001,0.0
27027,0.0
27028,0.0
27033,0.0
27035,0.0
27036,0.0
27038,0.0
27056,0.0
27062,0.0
27065,0.0
27083,0.0
27086,0.0
27090,0.0
27102,0.0
27114,0.0
27132,0.0
27159,0.0
27216,0.0
27234,0.0
27268,0.0
27278,0.0
27307,0.0
27342,0.0
27352,0.0
27356,0.0
27388,0.0
27403,0.0
27406,0.0
27425,0.0
27428,0.0
27437,0.0
27456,0.0
27461,0.0
27469,0.0
27478,0.0
27481,0.0
27482,0.0
27499,0.0
27513,0.0
27518,0.0
27526,0.0
27557,0.0
27561,0.0
27563,0.0
27574,0.0
27579,0.0
27585,0.0
27595,0.0
27597,0.0
27607,0.0
27627,0.0
27639,0.0
27646,0.0
27678,0.0
27742,0.0
27750,0.0
27751,0.0
27782,0.0
27807,0.0
27815,0.0
27818,0.0
27819,0.0
27820,0.0
27824,0.0
27838,0.0
27840,0.0
27849,0.0
27868,0.0
27878,0.0
27879,0.0
27884,0.0
27906,0.0
27909,0.0
27918,0.0
27938,0.0
27948,0.0
27985,0.0
27988,0.0
27993,0.0
27997,0.0
28010,0.0
28011,0.0
28013,0.0
28034,0.0
28043,0.0
28046,0.0
28055,0.0
28069,0.0
28082,0.0
28089,0.0
28112,0.0
28113,0.022577249674798586
28117,0.0
28123,0.0
28128,0.0
28140,0.0
28156,0.0
28168,0.0
28169,0.0
28176,0.0
28179,0.0
28183,0.0
28186,0.0
28191,0.0
28198,0.0
28221,0.0
28222,0.0
28223,0.0
28228,0.0
28253,0.0
28262,0.0
28272,0.0
28277,0.0
28283,0.0
28302,0.0
28331,0.0
28351,0.0
28359,0.0
28361,0.0
28362,0.0
28379,0.0
28382,0.0
28387,0.0
28392,0.0
28411,0.0
28427,0.0
28434,0.0
28449,0.0
28471,0.0
28472,0.0
28479,0.0
28500,0.0
28523,0.0
28551,0.0
28563,0.0
28564,0.0
28565,0.0
28578,0.0
28590,0.0
28597,0.0
28607,0.0
28608,0.0
28621,0.0
28642,0.0
28674,0.0
28697,0.0
28709,0.0
28722,0.0
28725,0.0
28731,0.0
28739,0.0
28742,0.0
28780,0.0
28791,0.0
28811,0.0
28814,0.0
28823,0.0
28895,0.0
28910,0.0
28943,0.0
28956,0.0
28960,0.0
28963,0.0
28974,0.0
28977,0.0
28982,0.0
29024,0.0
29029,0.0
29031,0.0
29045,0.0
29054,0.0
29085,0.0
29095,0.0
29101,0.0
29128,0.0
29140,0.0
29146,0.0
29151,0.0
29170,0.0
29171,0.0
29198,0.0
29252,0.0
29267,0.0
29271,0.0
29274,0.0
29290,0.0
29302,0.0
29303,0.0
29311,0.0
29315,0.0
29342,0.0
29346,0.0
29347,0.0
29356,0.0
29367,0.0
29368,0.0
29372,0.0
29373,0.0
29377,0.0
29385,0.0
29410,0.0
29412,0.0
29416,0.0
29434,0.0
29436,0.0
29438,0.0
29453,0.0
29467,0.0
29489,0.0
29497,0.0
29501,0.0
29502,0.0
29510,0.0
29516,0.0
29517,0.0
29530,0.0
29531,0.0
29533,0.0
29540,0.0
29552,0.0
29560,0.0
29567,0.0
29573,0.0
29577,0.0
29590,0.0
29624,0.0
29646,0.0
29651,0.0
29678,0.0
29692,0.030102999566398118
29695,0.0
29717,0.0
29736,0.0
29744,0.0
29748,0.0
29769,0.0
29785,0.0
29801,0.0
29804,0.0
29835,0.0
29836,0.0
29841,0.0
29845,0.0
29865,0.0
29872,0.0
29874,0.0
29885,0.0
29892,0.0
29908,0.0
29923,0.0
29929,0.0
29945,0.0
29950,0.0
29966,0.0
29972,0.0
29983,0.0
29984,0.0
29993,0.0
30025,0.0
30026,0.0
30040,0.0
30061,0.0
30077,0.0
30093,0.0
30121,0.0
30132,0.0
30142,0.0
30157,0.0
30173,0.0
30192,0.0
30196,0.0
30203,0.0
30204,0.0
30214,0.0
30246,0.0
30248,0.0
30249,0.0
30265,0.0
30267,0.0
30279,0.0
30280,0.0
30289,0.0
30296,0.0
30304,0.0
30314,0.02414565828612162
30331,0.0
30336,0.0
30372,0.0
30394,0.0
30395,0.0
30404,0.0
30424,0.0
30433,0.0
30443,0.0
30463,0.0
30503,0.0
30515,0.0
30516,0.0
30529,0.0
30564,0.0
30583,0.0
30587,0.0
30614,0.0
30624,0.0
30636,0.0
30647,0.0
30720,0.0
30754,0.0
30781,0.0
30790,0.0
30795,0.0
30824,0.0
30833,0.0
30835,0.0
30840,0.0
30841,0.0
30865,0.0
30869,0.0
30877,0.0
30886,0.0
30888,0.0
30897,0.0
30920,0.0
30922,0.0
30923,0.0
30924,0.0
30957,0.0
30959,0.0
30970,0.0
30976,0.0
30981,0.0
30982,0.0
30986,0.0
30998,0.0
31006,0.0
31009,0.0
31015,0.0
31023,0.0
31027,0.0
31033,0.0
31035,0.0
31038,0.0
31039,0.0
31054,0.0
31065,0.0
31069,0.0
31119,0.0
31133,0.0
31136,0.0
31155,0.0
31158,0.0
31161,0.0
31172,0.0
31181,0.0
31184,0.0
31195,0.0
31221,0.0
31231,0.0
31247,0.0
31267,0.0
31278,0.0
31283,0.0
31295,0.0
31299,0.0
31303,0.0
31304,0.0
31330,0.0
31337,0.0
31342,0.0
31345,0.0
31357,0.0
31362,0.0
31363,0.0
31364,0.0
31379,0.0
31382,0.0
31385,0.0
31403,0.0
31413,0.0
31415,0.0
31421,0.0
31426,0.0
31439,0.0
31444,0.0
31448,0.0
31449,0.0
31456,0.0
31458,0.0
31467,0.0
31482,0.0
31490,0.0
31494,0.02593837501278812
31498,0.0
31502,0.0
31518,0.0
31529,0.0
31536,0.0
31539,0.0
31540,0.0
31542,0.0
31544,0.0
31548,0.0
31555,0.0
31572,0.0
31590,0.0
31603,0.0
31616,0.0
31650,0.0
31652,0.0
31675,0.0
31687,0.0
31697,0.0
31702,0.0
31709,0.0
31715,0.0
31723,0.0
31724,0.0
31725,0.0
31727,0.0
31732,0.0
31752,0.0
31778,0.0
31783,0.0
31784,0.0
31787,0.0
31804,0.0
31813,0.0
31815,0.0
31816,0.0
31817,0.0
31823,0.0
31829,0.0
31837,0.0
31842,0.0
31865,0.0
31866,0.0
31919,0.0
31920,0.0
31971,0.0
31980,0.0
31981,0.0
31983,0.0
32081,0.0
32095,0.0
32115,0.0
32125,0.0
32130,0.0
32170,0.0
32178,0.0
32233,0.0
32247,0.0
32252,0.0
32265,0.0
32284,0.0
32286,0.0
32290,0.0
32323,0.0
32335,0.0
32348,0.0
32356,0.0
32365,0.0
32367,0.0
32371,0.0
32381,0.0
32391,0.0
32392,0.0
32395,0.0
32402,0.0
32403,0.0
32412,0.0
32426,0.0
32432,0.0
32441,0.0
32450,0.0
32451,0.0
32453,0.0
32455,0.0
32457,0.0
32460,0.0
32470,0.0
32471,0.0
32472,0.0
32473,0.0
32487,0.0
32489,0.0
32490,0.0
32492,0.0
32499,0.0
32511,0.0
32523,0.0
32525,0.0
32526,0.0
32527,0.0
32534,0.0
32539,0.0
32558,0.0
32559,0.0
32560,0.0
32563,0.0
32575,0.0
32577,0.0
32581,0.0
32591,0.0
32596,0.0
32600,0.0
32611,0.0
32612,0.0
32619,0.0
32625,0.0
32636,0.0
32637,0.0
32639,0.0
32641,0.0
32660,0.0
32661,0.0
32663,0.0
32675,0.0
32677,0.0
32687,0.0
32689,0.0
32697,0.0
32703,0.0
32705,0.0
32717,0.0
32718,0.0
32753,0.0
32776,0.0
32785,0.0
32788,0.0
32793,0.0
32810,0.0
32823,0.0
32863,0.0
32881,0.0
32906,0.0
32930,0.0
32932,0.0
32937,0.0
32960,0.0
32967,0.0
32972,0.0
32976,0.0
32985,0.0
32993,0.0
33008,0.0
33012,0.0
33021,0.0
33022,0.0
33034,0.0
33054,0.0
33060,0.0
33109,0.0
33116,0.0
33195,0.0
33229,0.0
33250,0.0
33259,0.0
33267,0.0
33270,0.0
33277,0.0
33306,0.0
33361,0.0
33387,0.0
33390,0.0
33393,0.0
33399,0.0
33412,0.0
33466,0.0
33473,0.0
33488,0.0
33489,0.0
33508,0.0
33516,0.0
33532,0.0
33534,0.0
33541,0.0
33542,0.0
33549,0.0
33551,0.0
33568,0.0
33569,0.0
33574,0.0
33582,0.0
33584,0.0
33585,0.0
33588,0.0
33603,0.0
33607,0.0
33614,0.0
33629,0.0
33660,0.0
33699,0.0
33703,0.0
33746,0.0
33748,0.0
33762,0.0
33777,0.0
33791,0.0
33796,0.0
33798,0.0
33808,0.0
33815,0.0
33838,0.0
33860,0.0
33870,0.0
33888,0.0
33890,0.0
33893,0.0
33903,0.0
33924,0.0
33947,0.0
33956,0.0
33969,0.0
33974,0.0
33976,0.0
33991,0.0
34019,0.0
34021,0.0
34036,0.0
34057,0.0
34067,0.0
34074,0.0
34076,0.0
34085,0.0
34098,0.0
34104,0.0
34137,0.0
34158,0.0
34189,0.0
34206,0.0
34208,0.0
34213,0.0
34215,0.0
34216,0.0
34239,0.0
34254,0.0
34256,0.0
34273,0.0
34283,0.0
34284,0.0
34287,0.0
34292,0.0
34304,0.0
34311,0.0
34318,0.0
34323,0.018934412457422275
34331,0.0
34337,0.0
34352,0.0
34380,0.0
34387,0.0
34388,0.0
34402,0.0
34419,0.0
34431,0.0
34432,0.0
34439,0.0
34449,0.0
34450,0.0
34462,0.0
34473,0.0
34486,0.0
34489,0.0
34492,0.0
34508,0.0
34517,0.0
34520,0.0
34537,0.0
34539,0.0
34551,0.0
34561,0.0
34587,0.0
34619,0.0
34624,0.0
34631,0.0
34636,0.0
34642,0.0
34655,0.0
34663,0.0
34667,0.0
34670,0.0
34684,0.0
34691,0.0
34714,0.0
34727,0.0
34738,0.0
34755,0.0
34768,0.0
34769,0.0
34784,0.0
34789,0.0
34810,0.0
34812,0.0
34823,0.0
34840,0.0
34842,0.0
34854,0.0
34858,0.0
34859,0.0
34865,0.0
34897,0.0
34908,0.0
34912,0.0
34918,0.0
34928,0.0
34929,0.0
34936,0.0
34939,0.0
34944,0.0
34947,0.0
34958,0.0
34980,0.0
34995,0.0
35007,0.0
35008,0.0
35023,0.0
35033,0.0
35067,0.0
35069,0.0
35098,0.0
35125,0.0
35129,0.0
35145,0.0
35149,0.0
35155,0.0
35182,0.0
35215,0.0
35216,0.0
35221,0.0
35226,0.0
35252,0.0
35282,0.0
35300,0.0
35308,0.0
35313,0.0
35357,0.0
35358,0.0
35359,0.0
35387,0.0
35510,0.0
35557,0.0
35588,0.0
35610,0.0
35613,0.0
35616,0.0
35617,0.0
35633,0.0
35641,0.0
35658,0.0
35664,0.0
35676,0.0
35683,0.0
35685,0.0
35687,0.0
35691,0.0
35696,0.0
35702,0.0
35703,0.0
35707,0.0
35709,0.0
35710,0.0
35720,0.0
35731,0.0
35733,0.0
35737,0.0
35742,0.0
35753,0.0
35755,0.0
35760,0.0
35774,0.0
35782,0.0
35793,0.0
35803,0.0
35810,0.0
35814,0.0
35815,0.0
35817,0.0
35826,0.0
35841,0.0
35862,0.0
35876,0.0
35905,0.0
35913,0.0
35929,0.0
35948,0.0
35951,0.0
35958,0.0
35971,0.0
35973,0.0
35983,0.0
35984,0.0
36021,0.0
36051,0.0
36059,0.0
36063,0.0
36073,0.0
36112,0.0
36117,0.0
36129,0.0
36130,0.0
36132,0.0
36150,0.0
36167,0.0
36169,0.0
36183,0.0
36213,0.0
36290,0.0
36340,0.0
36349,0.0
36366,0.0
36370,0.0
36383,0.0
36394,0.0
36407,0.0
36425,0.0
36434,0.0
36466,0.0
36511,0.0
36521,0.0
36524,0.0
36549,0.0
36553,0.0
36568,0.0
36582,0.0
36589,0.0
36599,0.0
36613,0.0
36618,0.0
36631,0.0
36651,0.0
36653,0.0
36657,0.0
36658,0.0
36691,0.0
36741,0.0
36759,0.0
36768,0.0
36773,0.0
36778,0.0
36788,0.0
36792,0.0
36862,0.0
36904,0.0
36914,0.0
36934,0.0
36968,0.0
36979,0.0
36982,0.0
36989,0.0
36997,0.0
37001,0.0
37028,0.0
37049,0.0
37050,0.022577249674798586
37058,0.0
37079,0.0
37080,0.0
37090,0.0
37109,0.0
37111,0.0
37113,0.0
37120,0.0
37135,0.0
37140,0.0
37142,0.0
37145,0.0
37148,0.0
37150,0.0
37167,0.0
37168,0.0
37177,0.0
37180,0.0
37183,0.0
37190,0.0
37193,0.0
37197,0.0
37207,0.0
37215,0.0
37233,0.0
37249,0.0
37252,0.0
37255,0.0
37287,0.0
37290,0.0
37295,0.0
37301,0.0
37309,0.0
37318,0.0
37330,0.0
37333,0.0
37335,0.0
37338,0.0
37350,0.0
37357,0.0
37367,0.0
37372,0.0
37385,0.0
37388,0.0
37399,0.0
37402,0.0
37417,0.0
37424,0.0
37428,0.0
37438,0.0
37458,0.0
37462,0.0
37467,0.0
37471,0.0
37476,0.0
37485,0.0
37489,0.0
37490,0.0
37502,0.0
37503,0.0
37506,0.0
37513,0.0
37515,0.0
37531,0.0
37549,0.0
37555,0.0
37559,0.0
37565,0.0
37586,0.0
37588,0.0
37641,0.0
37650,0.0
37669,0.0
37670,0.0
37674,0.0
37683,0.0
37703,0.0
37714,0.0
37717,0.0
37738,0.0
37743,0.0
37752,0.0
37763,0.0
37770,0.0
37774,0.0
37776,0.0
37782,0.0
37788,0.0
37794,0.0
37801,0.013947472278925621
37803,0.0
37813,0.0
37814,0.0
37831,0.0
37855,0.0
37860,0.0
37867,0.0
37879,0.0
37892,0.0
37916,0.0
37919,0.0
37935,0.0
37948,0.0
37958,0.0
37964,0.0
37972,0.0
38000,0.0
38033,0.0
38036,0.0
38051,0.0
38055,0.0
38066,0.0
38069,0.0
38076,0.0
38101,0.0
38123,0.0
38128,0.0
38142,0.0
38143,0.0
38168,0.0
38171,0.0
38176,0.0
38185,0.0
38206,0.0
38215,0.0
38219,0.0
38226,0.0
38257,0.0
38265,0.0
38277,0.0
38300,0.012592564711751611
38311,0.0
38352,0.0
38356,0.0
38376,0.0
38380,0.0
38385,0.0
38388,0.0
38407,0.0
38413,0.0
38419,0.0
38449,0.0
38467,0.0
38473,0.0
38482,0.0
38484,0.0
38504,0.0
38520,0.0
38523,0.0
38527,0.0
38530,0.0
38543,0.0
38546,0.0
38559,0.0
38566,0.0
38575,0.0
38576,0.0
38577,0.0
38580,0.0
38602,0.0
38609,0.0
38613,0.0
38630,0.0
38633,0.0
38644,0.0
38648,0.0
38659,0.0
38677,0.0
38683,0.0
38684,0.0
38687,0.0
38692,0.0
38702,0.0
38708,0.0
38711,0.0
38721,0.0
38732,0.0
38739,0.0
38751,0.0
38755,0.0
38757,0.0
38763,0.0
38773,0.0
38781,0.0
38783,0.0
38814,0.0
38816,0.0
38835,0.0
38866,0.0
38877,0.0
38888,0.0
38896,0.0
38910,0.0
38936,0.0
38941,0.0
38944,0.0
38951,0.0
38959,0.0
38962,0.0
38964,0.0
38971,0.0
38983,0.0
38986,0.0
39007,0.0
39017,0.0
39020,0.0
39035,0.0
39036,0.0
39045,0.0
39049,0.0
39067,0.0
39073,0.0
39076,0.0
39081,0.0
39083,0.0
39089,0.0
39108,0.0
39123,0.0
39140,0.0
39142,0.0
39156,0.0
39158,0.0
39173,0.0
39175,0.0
39180,0.0
39182,0.0
39184,0.0
39186,0.0
39209,0.0
39215,0.0
39238,0.0
39268,0.0
39278,0.0
39287,0.0
39303,0.0
39306,0.0
39338,0.0
39345,0.0
39350,0.0
39361,0.0
39368,0.0
39374,0.0
39376,0.0
39387,0.0
39392,0.0
39400,0.0
39406,0.0
39428,0.0
39453,0.0
39454,0.0
39455,0.0
39479,0.0
39480,0.0
39493,0.0
39515,0.0
39517,0.0
39546,0.0
39551,0.0
39561,0.0
39611,0.0
39631,0.0
39639,0.0
39651,0.0
39670,0.0
39681,0.0
39698,0.0
39711,0.0
39728,0.0
39736,0.0
39742,0.0
39756,0.0
39760,0.0
39762,0.0
39764,0.0
39769,0.0
39778,0.0
39780,0.0
39782,0.0
39784,0.0
39785,0.0
39790,0.0
39802,0.0
39808,0.0
39820,0.0
39834,0.0
39838,0.0
39839,0.0
39860,0.0
39868,0.0
39889,0.0
39958,0.0
39987,0.0
40001,0.0
40011,0.017137590035489796
40022,0.0
40038,0.0
40045,0.0
40056,0.0
40071,0.0
40077,0.0
40123,0.0
40133,0.0
40190,0.0
40192,0.0
40204,0.0
40205,0.0
40216,0.0
40241,0.0
40245,0.0
40259,0.0
40286,0.0
40289,0.0
40298,0.0
40317,0.0
40341,0.0
40342,0.0
40363,0.0
40372,0.0
40381,0.0
40389,0.0
40398,0.0
40400,0.0
40404,0.0
40423,0.0
40425,0.0
40430,0.0
40440,0.0
40459,0.0
40466,0.0
40484,0.0
40494,0.0
40506,0.0
40519,0.0
40543,0.0
40550,0.0
40555,0.0
40610,0.0
40631,0.0
40648,0.0
40654,0.0
40710,0.0
40739,0.0
40764,0.0
40767,0.0
40787,0.0
40792,0.0
40796,0.0
40816,0.0
40838,0.0
40849,0.0
40879,0.0
40900,0.0
40909,0.0
40914,0.0
40924,0.0
40931,0.0
40951,0.0
40965,0.0
40995,0.030102999566398118
41025,0.0
41030,0.0
41037,0.0
41045,0.0
41067,0.0
41082,0.0
41094,0.0
41147,0.0
41148,0.0
41151,0.0
41172,0.0
41185,0.0
41196,0.0
41200,0.0
41203,0.0
41208,0.0
41213,0.0
41227,0.0
41229,0.0
41232,0.0
41241,0.0
41261,0.0
41272,0.0
41274,0.0
41282,0.0
41284,0.0
41285,0.0
41287,0.0
41301,0.0
41307,0.0
41308,0.0
41316,0.0
41324,0.0
41334,0.0
41335,0.0
41344,0.0
41357,0.0
41358,0.0
41369,0.0
41379,0.0
41383,0.0
41397,0.0
41399,0.0
41420,0.0
41425,0.0
41432,0.0
41433,0.0
41437,0.0
41450,0.0
41463,0.0
41471,0.0
41477,0.0
41483,0.0
41490,0.0
41510,0.0
41511,0.0
41531,0.0
41545,0.0
41569,0.0
41576,0.0
41584,0.0
41611,0.0
41640,0.0
41641,0.0
41659,0.0
41662,0.0
41666,0.0
41683,0.0
41689,0.0
41692,0.0
41710,0.0
41725,0.0
41735,0.0
41753,0.0
41757,0.0
41761,0.0
41774,0.0
41800,0.0
41805,0.0
41822,0.0
41830,0.0
41838,0.0
41841,0.0
41860,0.0
41866,0.0
41872,0.0
41881,0.0
41923,0.0
41924,0.0
41956,0.0
41972,0.0
41980,0.0
41981,0.0
42013,0.0
42014,0.0
42018,0.0
42028,0.0
42035,0.0
42038,0.0
42041,0.0
42056,0.0
42060,0.0
42068,0.0
42077,0.0
42082,0.0
42089,0.0
42090,0.0
42102,0.0
42103,0.0
42112,0.0
42126,0.0
42127,0.0
42128,0.0
42132,0.0
42139,0.0
42143,0.0
42153,0.0
42161,0.0
42164,0.0
42176,0.0
42186,0.0
42190,0.0
42192,0.0
42197,0.0
42201,0.0
42207,0.0
42216,0.0
42220,0.0
42237,0.0
42242,0.0
42251,0.0
42252,0.0
42266,0.0
42269,0.0
42278,0.0
42282,0.0
42289,0.0
42294,0.0
42297,0.0
42307,0.0
42313,0.0
42333,0.0
42360,0.0
42363,0.0
42369,0.0
42371,0.0
42384,0.0
42398,0.0
42424,0.0
42438,0.0
42447,0.0
42474,0.0
42476,0.0
42478,0.0
42513,0.0
42525,0.0
42529,0.0
42530,0.0
42539,0.0
42576,0.0
42585,0.0
42596,0.0
42624,0.0
42646,0.0
42647,0.0
42651,0.0
42657,0.0
42677,0.0
42685,0.0
42699,0.0
42707,0.0
42722,0.0
42726,0.0
42731,0.0
42748,0.0
42784,0.0
42799,0.0
42808,0.0
42812,0.0
42820,0.0
42849,0.0
42887,0.0
42900,0.0
42904,0.0
42948,0.0
42949,0.0
42968,0.0
42973,0.0
42987,0.0
43020,0.0
43033,0.0
43047,0.0
43050,0.0
43053,0.0
43057,0.0
43086,0.0
43112,0.0
43113,0.0
43124,0.0
43134,0.0
43142,0.0
43144,0.0
43166,0.0
43200,0.0
43210,0.0
43233,0.0
43243,0.0
43255,0.0
43261,0.0
43279,0.0
43289,0.0
43308,0.0
43335,0.0
43351,0.0
43395,0.0
43409,0.0
43411,0.0
43413,0.0
43417,0.0
43423,0.0
43437,0.0
43449,0.0
43467,0.0
43476,0.0
43490,0.0
43492,0.0
43496,0.0
43500,0.0
43511,0.0
43547,0.0
43549,0.0
43553,0.0
43580,0.0
43611,0.0
43618,0.0
43642,0.0
43646,0.0
43650,0.0
43661,0.0
43668,0.0
43671,0.0
43675,0.0
43683,0.0
43686,0.0
43692,0.0
43698,0.0
43706,0.0
43715,0.0
43729,0.0
43739,0.0
43752,0.0
43754,0.0
43763,0.0
43772,0.0
43775,0.0
43793,0.0
43802,0.0
43803,0.0
43805,0.0
43806,0.0
43809,0.0
43811,0.0
43818,0.0
43827,0.0
43832,0.0
43834,0.0
43837,0.0
43841,0.0
43842,0.0
43854,0.0
43855,0.0
43871,0.0
43872,0.0
43881,0.0
43899,0.0
43913,0.0
43928,0.0
43931,0.0
43957,0.0
43959,0.0
43960,0.0
43968,0.0
43974,0.0
43984,0.0
43992,0.0
44004,0.0
44005,0.0
44010,0.0
44011,0.0
44033,0.0
44034,0.0
44036,0.0
44042,0.0
44048,0.0
44050,0.0
44051,0.0
44056,0.0
44060,0.0
44067,0.0
44076,0.0
44082,0.0
44087,0.0
44101,0.0
44105,0.0
44139,0.0
44148,0.0
44164,0.0
44165,0.0
44170,0.0
44182,0.0
44194,0.0
44211,0.0
44229,0.0
44254,0.0
44256,0.0
44259,0.0
44261,0.0
44267,0.0
44271,0.0
44279,0.0
44304,0.0
44315,0.0
44322,0.0
44327,0.0
44328,0.0
44339,0.0
44349,0.0
44356,0.0
44361,0.0
44372,0.0
44377,0.0
44391,0.0
44392,0.0
44400,0.0
44410,0.0
44422,0.0
44433,0.0
44443,0.0
44447,0.0
44456,0.0
44458,0.0
44465,0.0
44476,0.0
44479,0.0
44488,0.0
44490,0.0
44493,0.0
44494,0.0
44498,0.0
44513,0.0
44524,0.0
44527,0.0
44536,0.0
44537,0.0
44545,0.0
44552,0.0
44555,0.0
44559,0.0
44568,0.0
44574,0.0
44582,0.0
44590,0.0
44607,0.0
44615,0.0
44645,0.0
44652,0.0
44663,0.0
44670,0.0
44673,0.0
44692,0.0
44725,0.0
44744,0.0
44865,0.0
44867,0.0
44870,0.0
44889,0.0
44893,0.0
44905,0.0
44912,0.0
44919,0.0
44932,0.0
44961,0.0
44970,0.0
44981,0.0
45004,0.0
45009,0.0
45015,0.0
45041,0.0
45073,0.0
45083,0.0
45088,0.0
45092,0.0
45121,0.0
45163,0.0
45193,0.0
45227,0.0
45236,0.0
45243,0.0
45248,0.0
45256,0.0
45257,0.0
45261,0.0
45265,0.0
45275,0.0
45287,0.0
45289,0.0
45299,0.0
45314,0.0
45318,0.0
45323,0.0
45324,0.0
45327,0.0
45362,0.0
45374,0.0
45386,0.0
45398,0.0
45400,0.0
45401,0.0
45416,0.0
45419,0.0
45425,0.0
45434,0.0
45449,0.0
45466,0.0
45467,0.0
45478,0.0
45496,0.0
45519,0.0
45523,0.0
45550,0.0
45561,0.0
45572,0.0
45588,0.0
45595,0.0
45641,0.0
45648,0.0
45657,0.0
45677,0.0
45702,0.0
45723,0.0
45730,0.0
45738,0.0
45745,0.0
45757,0.0
45765,0.0
45781,0.0
45813,0.0
45832,0.0
45841,0.0
45859,0.0
45868,0.0
45878,0.0
45892,0.0
45920,0.0
45959,0.0
45965,0.0
45992,0.0
45998,0.0
46007,0.0
46023,0.0
46029,0.0
46041,0.0
46055,0.0
46065,0.0
46086,0.0
46093,0.0
46108,0.0
46118,0.0
46146,0.0
46148,0.0
46176,0.0
46200,0.0
46210,0.0
46248,0.0
46266,0.0
46274,0.0
46283,0.030102999566398118
46297,0.0
46320,0.0
46331,0.0
46351,0.0
46365,0.0
46367,0.0
46382,0.0
46438,0.0
46449,0.0
46465,0.0
46468,0.0
46471,0.0
46479,0.0
46503,0.0
46513,0.0
46525,0.0
46549,0.0
