ip,device,os,ip_device_os_app_4
47772,1,19,1
47773,1,17,2
47780,1,9,4
47850,1,13,1
47857,1,13,3
47857,1,15,9
47857,1,34,1
47857,1,43,2
47866,1,22,3
47870,1,19,2
47890,1,8,2
47890,1,13,6
47890,1,22,1
47890,2,13,5
47897,1,25,6
47902,1,17,1
47937,1,18,1
47937,1,20,1
47937,1,23,2
47948,1,9,1
47957,1,17,1
47971,1,11,1
47971,1,19,2
47980,1,6,1
47980,1,10,1
47980,1,15,6
47980,1,18,2
47980,1,19,3
47980,1,22,1
47980,3032,607,1
47983,1,13,4
47984,1,11,10
47984,1,13,1
47991,1,13,1
47996,1,9,2
47996,1,37,1
47997,1,20,1
48004,1,13,1
48004,1,17,1
48004,1,18,3
48004,1,19,15
48004,1,32,1
48018,1,6,1
48030,1,22,4
48030,1,27,7
48030,2,37,1
48030,2,40,1
48033,1,13,2
48033,1,19,5
48033,2,22,2
48033,2,28,2
48034,1,9,1
48042,1,19,1
48047,1,19,1
48062,1,9,1
48062,1,13,2
48062,1,18,2
48062,1,19,8
48062,1,23,2
48062,1,27,3
48062,1,41,1
48062,2,13,1
48062,2,16,4
48062,2,20,1
48062,2,79,2
48072,1,19,4
48072,3032,607,1
48077,1,6,1
48090,1,6,1
48094,1,17,2
48104,1,18,2
48104,3032,607,1
48117,3032,607,1
48128,1,15,6
48135,1,25,3
48140,1,18,2
48147,1,2,1
48147,1,25,5
48148,1,19,3
48153,1,13,3
48164,1,22,2
48170,1,3,2
48170,1,6,2
48170,1,9,4
48170,1,10,1
48170,1,11,1
48170,1,13,5
48170,1,16,1
48170,1,17,1
48170,1,18,1
48170,1,19,5
48170,1,23,5
48170,1,48,1
48170,2,1,4
48170,2,37,1
48172,1,10,1
48172,1,19,1
48172,1,41,1
48174,1,13,2
48174,1,17,6
48176,1,19,3
48179,1,19,3
48182,1,27,1
48201,1,6,4
48204,1,13,3
48204,1,31,1
48206,1,25,4
48212,1,3,1
48212,1,6,1
48212,1,7,1
48212,1,8,3
48212,1,9,1
48212,1,10,3
48212,1,12,1
48212,1,13,11
48212,1,14,1
48212,1,15,1
48212,1,17,1
48212,1,18,4
48212,1,19,7
48212,1,22,1
48212,1,26,1
48212,1,27,1
48212,1,37,1
48212,2,37,1
48219,1,19,4
48221,1,17,4
48221,1,27,1
48227,1,20,1
48239,1,19,2
48240,1,6,3
48240,1,7,3
48240,1,8,2
48240,1,10,5
48240,1,13,7
48240,1,14,9
48240,1,18,3
48240,1,19,7
48240,1,22,3
48245,3032,607,1
48247,1,14,5
48247,1,19,2
48258,1,17,1
48258,1,19,2
48258,1,34,1
48264,1,19,3
48267,1,13,1
48267,1,17,1
48270,1,19,4
48281,1,18,4
48282,1,1,2
48282,1,2,1
48282,1,3,1
48282,1,10,1
48282,1,13,2
48282,1,14,1
48282,1,17,3
48282,1,19,9
48282,1,22,1
48282,1,23,1
48282,1,25,4
48282,1,32,1
48282,1,41,4
48282,2,19,3
48288,1,13,1
48290,1,13,7
48296,1,3,1
48296,1,10,1
48296,1,13,1
48296,1,19,2
48296,1,26,3
48296,1,27,1
48298,1,19,4
48322,1,19,1
48322,1,41,1
48337,1,4,8
48337,1,22,4
48337,1,41,1
48338,1,19,1
48341,1,17,1
48346,1,12,1
48356,1,13,1
48359,1,19,1
48359,3032,607,1
48361,1,18,1
48381,1,19,1
48383,1,19,10
48395,1,12,4
48407,1,17,1
48417,1,13,3
48418,1,19,3
48418,1,27,1
48418,2,19,1
48451,1,13,2
48451,1,16,6
48451,1,19,1
48454,1,15,1
48454,1,19,5
48475,1,6,1
48481,1,17,4
48489,1,22,2
48490,1,8,3
48495,1,13,1
48504,1,19,5
48504,1,20,1
48504,1,47,1
48518,1,22,3
48520,1,27,4
48523,1,19,4
48523,1,23,1
48525,1,13,5
48525,1,19,1
48529,3032,607,1
48533,1,13,2
48542,1,19,2
48545,1,13,6
48548,1,6,1
48548,1,11,6
48551,1,20,1
48551,1,47,2
48552,1,13,4
48552,1,17,1
48552,1,18,1
48552,1,41,2
48559,1,13,2
48563,1,6,1
48569,1,19,6
48569,1,23,2
48570,1,19,1
48571,1,13,2
48581,1,9,4
48581,1,13,1
48581,1,19,1
48581,1,23,1
48581,1,25,1
48581,3032,607,1
48587,1,19,4
48587,2,13,1
48601,1,18,3
48609,1,19,1
48609,1,22,7
48615,1,13,3
48615,1,19,3
48631,1,10,1
48631,1,17,3
48631,1,19,4
48637,1,34,2
48646,1,10,4
48646,1,13,1
48646,1,19,4
48646,1,37,1
48648,1,13,1
48653,3032,607,1
48671,1,19,3
48676,1,17,2
48676,1,19,4
48677,1,8,2
48686,1,19,1
48691,1,16,9
48703,1,3,1
48703,1,13,2
48703,1,18,1
48703,1,19,3
48703,1,22,3
48703,1,26,1
48703,1,27,2
48703,1,28,2
48703,1,42,1
48703,2,19,1
48708,1,13,2
48708,1,19,9
48712,1,13,1
48715,1,25,1
48720,1,19,4
48725,1,13,1
48725,1,19,1
48725,1,30,1
48725,2,13,1
48754,1,19,6
48759,2,9,2
48765,1,13,3
48772,1,14,4
48790,1,32,2
48799,1,13,5
48806,1,6,4
48806,1,13,2
48812,1,22,3
48815,1,14,2
48832,1,22,1
48855,1,18,1
48859,1,3,9
48862,1,3,1
48864,1,20,1
48874,1,19,1
48874,1,25,1
48875,1,13,2
48886,1,10,1
48886,1,13,6
48886,1,19,1
48891,1,9,4
48893,1,13,2
48893,1,19,5
48893,1,27,1
48902,1,2,2
48902,1,19,9
48902,1,37,2
48906,1,13,3
48919,1,10,3
48919,1,13,1
48919,1,14,2
48919,1,18,1
48929,1,19,1
48929,1,41,3
48933,1,13,6
48939,1,8,3
48939,1,13,1
48939,1,19,3
48948,1,19,8
48951,1,17,2
48953,1,15,1
48953,1,35,5
48965,1,3,4
48965,1,18,6
48969,1,13,2
48971,3032,607,1
48979,1,11,2
48981,1,19,3
48993,1,13,3
48997,1,13,3
48997,1,19,1
48997,1,35,5
48997,1,53,6
49010,1,10,1
49021,1,11,1
49022,1,15,1
49025,1,13,3
49025,1,18,3
49025,1,19,1
49025,1,35,2
49049,1,19,2
49054,1,16,1
49057,1,8,2
49057,1,13,1
49057,1,19,6
49082,1,18,4
49091,1,19,3
49092,1,19,4
49096,1,19,5
49096,1,37,4
49096,2,6,2
49096,2,19,4
49097,1,4,2
49107,1,13,1
49139,1,17,4
49139,1,18,2
49139,1,19,4
49171,1,4,1
49178,1,19,3
49236,1,37,3
49257,1,19,1
49283,1,1,1
49289,1,10,4
49289,1,18,3
49289,1,31,1
49293,1,19,1
49293,1,22,3
49305,1,25,1
49312,1,13,3
49325,1,17,1
49334,1,9,6
49358,1,17,1
49380,1,28,3
49383,1,13,4
49383,1,19,3
49383,1,25,4
49383,2,58,1
49386,1,13,1
49386,1,14,1
49386,1,19,1
49386,1,23,1
49386,3032,607,1
49394,1,13,5
49404,1,10,8
49404,1,31,2
49407,1,13,1
49407,1,19,4
49407,1,22,5
49407,1,47,1
49407,2,11,1
49407,2,13,1
49407,2,65,1
49410,1,13,4
49410,1,19,1
49416,1,19,9
49418,1,25,4
49431,1,18,2
49431,1,19,4
49431,1,28,4
49431,2,9,1
49431,2,19,1
49439,1,12,1
49447,1,15,2
49462,1,6,3
49462,1,17,4
49462,1,19,8
49462,1,22,1
49462,2,19,1
49462,2,70,1
49477,1,25,2
49484,343,0,1
49487,1,19,1
49487,2,17,2
49495,1,22,1
49515,1,10,4
49515,1,13,4
49518,1,16,2
49520,1,3,1
49520,1,13,1
49520,1,18,2
49520,1,19,1
49528,1,19,3
49536,1,19,10
49541,1,3,1
49541,1,13,4
49547,1,19,1
49553,1,19,4
49553,2,9,2
49582,1,16,2
49582,1,19,4
49585,1,3,3
49585,1,19,4
49591,1,16,2
49600,1,19,3
49600,1,20,2
49600,1,22,4
49600,1,58,1
49604,1,17,1
49608,2,42,1
49612,1,13,6
49651,1,22,8
49652,0,50,1
49652,1,19,1
49652,1,22,1
49673,3032,607,1
49693,1,13,2
49694,1,16,1
49694,1,32,2
49694,1,41,7
49721,1,17,1
49729,1,4,7
49729,2,36,1
49747,1,16,1
49759,0,0,1
49839,1,20,1
49851,1,13,2
49856,1,13,1
49856,1,19,1
49882,1,13,3
49882,1,18,5
49887,1,13,3
49888,1,47,7
49916,1,13,1
49921,1,3,1
49938,1,13,1
49940,1,19,2
49971,1,18,4
49976,1,17,2
49976,1,31,1
49976,1,37,9
49997,1,13,9
50015,1,3,3
50015,1,36,1
50027,1,13,3
50033,1,8,2
50033,1,13,1
50033,1,18,4
50055,1,10,3
50055,1,19,1
50058,1,53,2
50059,1,6,3
50059,2,43,1
50069,1,8,1
50086,1,18,4
50087,1,13,1
50101,0,21,1
50113,1,11,1
50131,1,13,3
50131,1,18,1
50131,1,19,5
50136,1,13,4
50136,1,15,1
50136,1,17,4
50136,1,19,6
50136,1,22,1
50164,1,13,3
50164,1,18,3
50164,2,19,2
50165,1,41,6
50169,1,19,10
50169,2,13,4
50179,1,19,3
50188,1,19,3
50188,1,20,4
50191,1,18,1
50191,1,23,3
50191,37,24,1
50197,1,8,1
50197,1,13,4
50197,2,66,1
50215,1,17,1
50215,1,19,2
50223,1,13,2
50223,1,19,5
50223,1,20,1
50223,1,31,1
50227,1,13,1
50227,1,15,4
50233,1,15,3
50233,1,18,4
50237,1,32,1
50243,1,53,2
50251,0,21,1
50251,1,13,1
50251,1,23,6
50251,1,53,5
50271,1,32,1
50275,1,10,4
50275,1,14,6
50275,1,19,1
50284,1,9,4
50284,1,10,2
50284,1,13,1
50284,1,19,3
50300,1,9,1
50300,1,25,3
50301,1,17,1
50312,1,10,2
50312,1,20,1
50314,1,1,3
50314,1,10,4
50314,1,13,1
50314,1,19,3
50328,1,8,4
50328,1,19,2
50337,1,12,1
50337,1,13,2
50347,1,19,1
50351,1,1,3
50351,1,10,9
50351,1,15,1
50351,1,19,2
50358,1,13,4
50358,1,19,2
50361,1,8,1
50364,1,11,1
50364,1,13,3
50364,1,19,2
50371,1,13,1
50374,1,13,9
50374,1,19,4
50374,1,20,4
50374,1,47,2
50375,1,18,4
50377,1,19,1
50385,1,8,1
50385,1,10,1
50386,1,40,4
50390,1,19,4
50397,1,3,7
50397,1,6,2
50397,1,18,11
50411,1,8,1
50411,1,13,2
50411,1,26,2
50415,1,9,5
50416,1,13,1
50416,1,19,1
50420,1,19,4
50433,1,1,4
50433,1,37,1
50440,1,13,2
50461,1,41,2
50467,1,1,2
50467,1,6,7
50467,1,13,1
50467,1,17,4
50468,1,17,1
50478,1,11,2
50482,1,13,1
50482,1,16,1
50482,1,18,1
50482,1,22,1
50482,1,23,3
50482,1,53,1
50482,2,9,1
50482,2,13,1
50489,0,24,1
50489,1,20,1
50489,1,49,1
50504,3032,607,1
50510,1,19,1
50512,1,9,1
50512,1,14,3
50512,1,15,3
50512,1,19,6
50516,1,13,3
50522,1,7,3
50522,1,19,10
50522,1,47,1
50565,1,18,3
50565,1,19,2
50566,1,6,4
50566,1,19,6
50631,1,18,2
50631,1,19,4
50646,1,19,2
50658,1,13,1
50659,1,1,1
50666,1,23,2
50683,1,19,4
50688,1,35,1
50688,2,9,1
50694,1,18,1
50694,1,30,2
50724,1,13,4
50724,1,19,2
50756,1,15,1
50772,1,17,3
50797,1,17,4
50821,1,23,2
50825,1,41,5
50843,1,18,3
50867,1,19,4
50867,1,42,2
50869,1,13,1
50883,1,14,1
50889,1,13,1
50905,1,30,6
50915,1,18,2
50915,1,37,7
50920,1,19,2
50924,1,8,1
50924,1,19,1
50934,1,17,3
50938,1,20,4
50954,1,13,4
50979,1,13,1
50979,1,18,1
50979,1,19,1
50979,1,20,1
50979,1,22,1
50979,1,32,1
50979,2,40,1
50983,1,18,2
51004,1,28,6
51020,1,14,3
51031,1,13,2
51067,1,15,2
51076,1,3,1
51076,1,12,5
51094,51,29,1
51100,1,27,2
51147,1,13,3
51196,1,15,2
51198,1,37,2
51215,1,23,3
51239,1,8,1
51268,1,15,2
51269,1,19,1
51274,1,19,5
51293,1,19,1
51299,1,30,1
51315,1,16,3
51342,1,3,1
51349,1,10,2
51360,1,13,4
51361,1,18,4
51361,1,19,4
51373,1,13,4
51374,1,41,1
51379,1,9,1
51379,1,16,1
51408,1,8,1
51408,1,19,2
51408,1,25,1
51411,1,13,1
51424,1,9,7
51428,1,4,4
51428,1,13,6
51428,3032,607,1
51437,1,13,5
51437,1,37,3
51438,1,19,4
51438,1,22,1
51444,1,18,2
51444,1,19,1
51450,1,25,2
51464,1,13,1
51464,1,22,3
51469,1,2,1
51469,1,13,1
51474,1,19,1
51486,1,13,1
51495,1,13,1
51495,1,19,1
51506,1,12,1
51514,1,1,1
51514,1,20,3
51544,1,16,3
51544,1,32,2
51546,1,19,1
51553,1,19,3
51568,1,8,2
51568,1,10,1
51571,1,40,1
51577,1,13,3
51590,1,17,1
51590,1,18,3
51590,1,19,4
51590,2,13,3
51590,3032,607,1
51609,1,13,1
51634,1,20,3
51637,1,19,4
51646,1,13,2
51650,1,13,3
51672,1,13,4
51675,1,20,1
51678,1,13,1
51680,1,13,2
51680,1,15,1
51680,1,19,2
51680,1,30,1
51718,1,20,2
51719,1,13,1
51747,1,13,2
51773,1,13,1
51773,1,19,4
51834,1,34,1
51846,1,13,4
51846,1,19,1
51859,2,17,1
51864,1,13,2
51864,1,19,4
51864,1,37,2
51871,1,19,4
51901,1,9,4
51901,1,13,1
51905,1,13,1
51905,1,17,2
51905,1,22,3
51905,1,25,2
51905,1,36,1
51914,1,19,4
51918,1,19,4
51918,1,35,4
51918,1,37,1
51918,1,46,6
51918,2,55,1
51931,0,24,1
51936,1,13,6
51936,1,16,7
51936,3032,607,1
51945,1,10,2
51945,1,15,1
51945,1,17,1
51945,1,18,1
51945,1,19,1
51945,1,27,2
51945,1,49,2
51952,1,27,1
51957,1,13,3
51957,1,19,1
51957,3032,607,1
51983,1,13,1
51983,1,18,4
51983,1,22,1
51992,1,8,4
51992,1,13,2
51992,1,16,2
51992,1,18,3
51992,1,19,9
51992,1,20,1
51992,1,28,2
51992,1,35,3
51992,1,44,4
51992,2,9,1
51992,2,90,4
51992,2,607,1
51993,1,26,2
52010,1,1,2
52010,1,10,1
52010,1,12,2
52010,1,13,8
52010,1,15,1
52010,1,18,2
52010,1,19,7
52010,1,25,4
52010,2,28,2
52019,1,8,1
52019,1,9,1
52019,1,13,2
52019,1,19,2
52019,1,20,1
52019,1,41,1
52019,1,42,1
52019,1,48,3
52019,2,6,1
52019,2,22,2
52019,2,79,1
52024,1,8,4
52024,1,9,1
52024,1,13,3
52024,1,17,2
52024,1,18,2
52024,1,19,6
52024,1,20,3
52024,1,23,1
52024,1,27,4
52024,1,37,1
52024,1,44,1
52024,2,52,1
52024,2,65,2
52039,1,13,1
52043,1,9,2
52043,1,10,3
52043,1,11,2
52043,1,13,8
52043,1,19,4
52043,1,22,2
52043,1,25,4
52043,2,10,6
52043,2,13,2
52043,2,19,2
52043,2,607,1
52052,1,10,1
52052,1,13,8
52052,1,19,5
52052,1,23,1
52052,2,13,1
52069,1,8,1
52076,1,3,3
52076,1,13,2
52076,1,14,1
52076,1,19,5
52076,1,37,1
52076,1,53,1
52076,2,6,1
52076,2,13,2
52094,1,13,3
52094,1,15,1
52094,1,19,6
52094,1,22,1
52094,2,36,1
52095,1,13,1
52202,1,13,1
52225,1,47,6
52225,3032,607,1
52244,1,18,1
52247,1,13,1
52257,1,13,1
52315,1,19,1
52335,1,13,1
52366,1,5,2
52366,1,19,3
52373,3032,607,1
52383,1,1,1
52400,1,19,3
52400,1,37,3
52401,1,28,3
52448,1,19,1
52458,1,13,5
52469,1,19,1
52502,1,4,7
52502,1,8,3
52527,1,13,3
52552,1,47,2
52557,1,13,4
52557,1,19,2
52588,1,13,7
52596,1,13,3
52596,1,18,2
52596,1,27,1
52600,1,18,11
52608,1,19,2
52628,1,13,5
52628,1,18,3
52628,1,53,1
52640,1,19,3
52646,1,13,3
52653,3032,607,1
52654,1,13,6
52660,1,6,4
52662,1,13,3
52669,1,18,2
52676,1,28,5
52710,1,13,2
52726,1,10,1
52726,1,17,3
52726,1,19,6
52726,1,37,2
52746,1,14,9
52746,1,26,1
52746,2,19,2
52766,1,13,7
52766,1,20,1
52766,1,26,1
52791,1,3,4
52798,1,13,2
52798,1,19,4
52798,1,20,1
52805,1,13,2
52805,1,19,1
52823,1,16,1
52844,1,25,2
52844,3032,607,1
52857,1,13,1
52857,1,17,1
52857,1,19,5
52857,1,53,1
52862,1,20,4
52883,1,13,3
52905,1,15,1
52955,1,53,7
52961,1,13,3
52961,1,22,2
52961,1,46,4
52962,1,3,3
52981,1,6,1
52981,1,22,2
52987,1,17,2
52998,1,19,1
53022,1,10,8
53034,1,14,3
53040,0,38,1
53040,1,19,1
53044,1,19,2
53058,1,41,1
53069,1,13,1
53074,1,19,3
53079,1,15,4
53085,1,10,4
53128,1,13,5
53140,1,13,3
53144,1,13,1
53170,1,1,2
53193,1,27,1
53193,1,32,1
53251,1,10,1
53294,1,13,1
53306,1,17,1
53331,1,9,4
53337,1,3,1
53343,1,18,7
53357,1,19,1
53382,1,19,2
53395,1,19,4
53408,1,13,3
53408,1,19,1
53418,1,17,1
53422,1,13,2
53430,1,37,1
53433,1,19,1
53436,1,1,5
53436,1,3,4
53436,1,17,4
53441,1,9,1
53441,1,19,3
53441,1,25,3
53442,1,17,2
53444,1,19,4
53453,1,8,1
53453,1,13,3
53454,1,3,1
53454,1,6,5
53454,1,8,6
53454,1,9,7
53454,1,10,6
53454,1,13,13
53454,1,14,6
53454,1,15,3
53454,1,16,2
53454,1,17,4
53454,1,18,5
53454,1,19,15
53454,1,20,7
53454,1,23,1
53454,1,25,9
53454,1,35,4
53454,1,41,7
53454,1,53,1
53454,1,56,2
53454,1,607,1
53454,2,3,1
53454,2,4,1
53454,2,9,3
53454,2,10,1
53454,2,13,6
53454,2,17,1
53454,2,18,2
53454,2,19,2
53454,2,20,1
53454,2,22,2
53454,2,97,1
53454,3032,607,1
53469,1,13,1
53469,1,20,2
53473,1,17,1
53479,1,3,5
53479,1,6,1
53479,1,10,1
53479,1,13,7
53479,1,15,2
53479,1,17,1
53479,1,18,2
53479,1,19,4
53479,1,22,1
53479,1,27,1
53479,1,35,1
53479,1,37,1
53479,2,13,1
53479,2,18,1
53479,2,19,2
53479,2,22,1
53479,3032,607,1
53501,1,10,1
53501,1,17,1
53501,1,19,2
53501,1,22,4
53510,1,17,4
53513,1,25,1
53557,1,13,3
53557,1,37,1
53569,1,13,1
53570,1,13,2
53581,1,13,1
53585,1,13,1
53585,2,9,1
53615,1,13,7
53615,1,30,3
53617,1,15,4
53625,1,13,4
53625,1,53,2
53635,1,19,1
53647,1,3,1
53647,1,19,1
53651,1,13,14
53652,1,19,1
53660,1,53,1
53664,1,13,4
53664,1,14,1
53664,1,19,1
53675,1,19,2
53675,1,40,3
53677,1,13,1
53677,1,17,2
53678,1,13,4
53715,0,0,1
53715,1,6,1
53715,1,8,1
53715,1,9,1
53715,1,12,7
53715,1,13,8
53715,1,15,1
53715,1,18,1
53715,1,19,2
53715,1,22,3
53715,1,26,6
53715,1,32,3
53715,1,37,1
53715,1,47,1
53715,2,1,4
53715,3032,607,1
53732,1,6,1
53749,2,9,1
53765,1,19,2
53769,1,3,2
53769,1,18,1
53769,1,28,2
53770,1,13,1
53773,1,16,4
53786,1,18,4
53786,1,19,3
53795,1,19,1
53806,1,13,3
53809,1,17,3
53809,1,19,1
53843,1,10,3
53843,1,19,1
53843,1,32,2
53848,1,37,1
53871,1,13,3
53871,1,19,3
53871,1,25,1
53874,1,19,2
53881,1,12,4
53883,1,19,3
53883,1,27,4
53910,1,13,4
53915,1,13,1
53915,1,18,1
53915,1,19,1
53915,2,19,1
53915,2,79,2
53922,1,17,1
53929,1,10,3
53929,1,13,1
53929,1,18,1
53929,1,19,1
53929,1,20,2
53929,1,22,1
53929,1,25,3
53929,1,607,1
53929,2,15,1
53929,2,41,1
53929,2,58,7
53931,1,23,2
53942,1,10,4
53942,1,41,1
53950,1,25,2
53954,1,11,1
53960,1,10,1
53960,1,13,5
53960,1,17,5
53960,1,19,6
53960,1,22,2
53960,1,44,1
53960,1,47,1
53960,1,607,1
53960,2,15,1
53960,2,19,7
53961,2,65,1
53964,1,1,1
53964,1,10,1
53964,1,12,1
53964,1,13,6
53964,1,18,1
53964,1,19,11
53964,1,20,1
53964,1,22,1
53964,1,23,1
53964,1,26,1
53964,1,28,1
53964,1,37,2
53964,2,8,3
53964,2,13,1
53964,2,19,3
53964,3032,607,2
53969,1,13,1
53969,1,27,3
53976,1,19,2
53976,1,53,2
53978,1,13,1
53978,1,19,11
54002,1,13,8
54007,2,66,2
54009,1,11,2
54009,1,13,1
54033,1,13,1
54039,1,13,1
54039,1,14,3
54039,1,19,1
54052,3032,607,1
54065,1,7,1
54065,1,19,2
54079,1,4,1
54079,1,16,1
54125,1,14,2
54125,1,17,2
54125,1,18,1
54125,1,19,6
54125,1,27,7
54125,1,28,1
54125,1,30,2
54125,1,36,1
54125,2,13,1
54125,2,19,1
54132,1,13,1
54132,1,19,4
54157,1,9,1
54157,1,10,8
54157,1,13,1
54157,1,18,2
54157,1,19,3
54157,1,25,1
54157,1,34,1
54157,1,41,2
54157,1,42,1
54157,1,58,1
54171,1,17,1
54185,1,19,1
54203,1,13,1
54212,1,19,1
54258,1,6,2
54274,1,6,2
54304,1,19,4
54304,1,26,5
54305,1,8,4
54351,1,19,1
54402,1,13,3
54489,1,19,2
54520,1,48,3
54524,1,8,1
54524,1,10,1
54524,1,14,1
54524,1,19,1
54524,1,20,2
54525,1,19,2
54571,1,13,4
54593,1,19,4
54632,1,10,4
54647,1,10,4
54647,1,32,2
54662,1,10,1
54669,1,25,1
54688,1,13,4
54688,3032,607,1
54691,1,13,3
54701,1,30,1
54706,1,1,5
54722,1,13,1
54722,2,10,1
54722,3032,607,1
54724,1,8,4
54724,1,13,3
54724,1,19,1
54738,1,13,5
54738,1,19,4
54741,1,19,4
54748,1,15,4
54755,1,13,1
54769,1,13,1
54841,1,9,6
54841,1,13,1
54841,1,19,3
54841,1,47,1
54868,1,10,1
54868,1,19,1
54895,1,13,2
54895,1,20,3
54898,1,25,4
54910,1,13,1
54946,1,13,4
54965,1,13,1
54972,1,4,1
54972,1,13,2
54972,1,22,1
54976,1,37,1
54991,1,19,2
54992,1,15,1
55002,2,11,1
55003,3032,607,1
55018,1,13,1
55023,1,19,2
55024,1,3,4
55024,1,43,5
55025,1,3,1
55030,1,19,3
55030,2,9,1
55030,2,11,1
55030,2,42,1
55032,1,13,4
55032,3032,607,1
55034,1,32,2
55080,1,19,3
55088,1,13,6
55100,1,9,4
55106,1,13,4
55106,1,17,5
55106,1,19,3
55106,1,23,2
55106,3032,607,1
55107,1,28,1
55109,1,12,5
55117,1,42,2
55119,1,6,2
55119,1,9,1
55119,1,19,4
55134,1,6,1
55134,1,14,1
55139,1,13,2
55141,1,13,1
55142,1,10,1
55149,1,17,2
55161,1,19,1
55184,1,18,1
55184,1,25,1
55201,1,28,5
55204,1,19,2
55207,1,36,8
55208,1,22,2
55213,1,13,4
55213,1,16,2
55213,1,19,1
55256,1,15,4
55256,1,17,4
55256,1,19,3
55277,1,13,5
55302,1,47,1
55311,1,13,2
55311,1,19,1
55346,1,3,2
55359,1,19,1
55369,1,13,7
55369,1,37,2
55385,1,19,4
55397,1,17,2
55410,1,13,2
55415,1,13,4
55428,1,10,5
55444,1,18,2
55444,1,19,1
55444,1,25,11
55482,1,13,3
55487,1,19,3
55514,1,19,1
55516,1,18,1
55516,1,19,1
55562,1,15,1
55567,1,19,3
55569,1,13,11
55580,1,13,1
55586,1,16,2
55595,1,19,8
55614,1,19,3
55614,3032,607,1
55615,1,19,4
55662,1,10,2
55662,1,37,2
55666,2,9,1
55675,1,20,1
55690,1,13,1
55690,1,17,1
55690,1,19,1
55690,1,32,2
55690,1,58,13
55690,2,9,1
55690,2,19,1
55690,2,97,1
55693,3032,607,1
55694,1,14,1
55695,1,13,2
55705,1,12,4
55705,1,19,4
55705,3032,607,1
55722,1,8,1
55722,1,13,2
55722,1,14,1
55722,1,19,1
55722,1,25,1
55722,2,9,1
55729,1,6,4
55729,1,8,4
55729,1,13,2
55729,1,19,4
55729,1,22,3
55729,1,25,1
55729,1,607,1
55729,2,9,2
55739,1,10,4
55763,1,12,1
55774,1,13,2
55774,1,19,6
55774,1,22,2
55774,2,19,4
55786,1,17,7
55786,1,19,11
55791,1,13,1
55800,1,19,1
55802,1,13,9
55802,1,19,4
55802,2,27,2
55805,1,15,3
55805,1,19,3
55805,208,0,1
55808,1,13,1
55830,1,19,1
55840,1,9,1
55840,1,13,1
55840,1,19,1
55840,2,19,1
55840,2,32,1
55840,2,92,1
55840,2,96,1
55840,3032,607,1
55841,1,19,4
55845,1,13,3
55845,2,18,5
55852,1,9,1
55852,1,13,1
55852,1,19,14
55853,1,6,7
55853,1,8,1
55853,1,13,4
55853,1,25,1
55853,1,41,4
55874,1,16,4
55874,1,19,1
55874,1,25,1
55876,1,13,2
55876,1,19,1
55876,1,22,1
55876,2,17,1
55876,2,53,1
55891,1,19,3
55892,1,10,1
55892,1,19,1
55893,1,13,8
55893,2,9,4
55910,1,13,2
55910,1,19,1
55910,2,9,1
55910,2,18,1
55929,1,13,2
55929,2,9,1
55930,1,53,4
55931,1,1,1
55931,1,19,1
55931,1,37,1
55938,3032,607,1
55942,1,15,2
55951,1,11,1
55957,1,13,3
55963,1,9,2
55963,1,19,9
55975,3032,607,1
55994,1,6,1
55996,1,19,4
56002,1,19,2
56004,1,19,3
56007,1,19,1
56007,1,32,1
56013,1,8,4
56013,1,18,3
56019,1,40,1
56035,1,19,8
56038,1,6,4
56044,1,13,2
56044,1,19,2
56063,1,98,2
56075,1,22,2
56075,1,30,4
56082,1,1,11
56090,1,19,2
56102,1,27,4
56123,1,17,1
56123,1,19,4
56123,1,25,7
56126,1,13,1
56126,1,20,1
56126,1,22,1
56126,2,6,1
56126,2,11,1
56134,1,13,7
56134,1,15,2
56134,1,19,3
56134,1,32,12
56134,1,47,1
56139,1,13,3
56139,1,15,1
56166,0,24,1
56166,1,6,1
56166,1,13,2
56166,1,26,2
56202,1,19,5
56225,1,35,1
56233,1,11,1
56234,1,25,3
56240,1,19,1
56246,1,13,3
56246,1,19,1
56256,1,13,4
56256,1,20,4
56268,1,10,1
56268,1,13,1
56269,1,14,1
56285,1,19,5
56294,1,32,1
56298,1,6,1
56313,1,18,2
56317,1,2,1
56317,3032,607,1
56319,1,13,3
56332,1,13,4
56344,1,22,1
56346,1,37,4
56350,1,10,3
56365,1,1,1
56383,1,18,6
56386,1,19,2
56389,1,19,5
56396,1,19,1
56396,1,37,8
56400,1,13,1
56412,1,13,1
56412,1,18,1
56412,1,26,1
56412,1,53,4
56430,1,13,1
56435,1,9,2
56435,1,10,2
56438,1,22,1
56449,1,17,4
56449,1,19,1
56449,1,23,1
56460,2,13,1
56460,2,16,1
56465,1,8,1
56465,1,18,2
56465,1,23,1
56503,1,12,3
56511,1,19,2
56535,1,8,4
56544,1,19,6
56544,2,18,1
56593,1,8,6
56600,1,19,2
56606,1,18,1
56606,1,19,1
56609,2,6,2
56612,1,6,6
56612,1,19,6
56619,1,19,1
56635,1,18,2
56639,1,19,4
56679,1,19,1
56686,1,8,1
56688,1,17,5
56688,1,44,2
56695,1,22,4
56707,1,8,9
56708,1,16,1
56719,1,31,1
56720,1,13,2
56720,2,19,8
56728,1,19,1
56731,1,13,1
56731,1,17,1
56745,1,8,1
56745,1,10,1
56758,1,18,2
56784,1,6,2
56802,1,19,1
56823,1,8,1
56840,1,15,6
56873,1,3,1
56893,1,13,1
56923,0,24,1
56923,1,53,1
