device,os,channel,device_os_channel_confRate
1,18,205,0.0
1,18,211,0.0
1,18,212,0.0
1,18,213,0.0
1,18,215,0.0
1,18,219,0.0
1,18,232,0.0
1,18,234,0.0
1,18,236,0.0
1,18,237,0.0
1,18,242,0.0
1,18,243,0.0
1,18,244,0.0
1,18,245,0.0
1,18,258,0.0
1,18,259,0.0
1,18,265,0.0
1,18,266,0.0
1,18,268,0.0
1,18,278,0.0
1,18,280,0.0
1,18,315,0.0
1,18,317,0.0
1,18,319,0.0
1,18,325,0.0
1,18,326,0.0
1,18,328,0.0
1,18,334,0.0
1,18,349,0.0
1,18,364,0.0
1,18,373,0.0
1,18,376,0.0
1,18,377,0.0
1,18,379,0.0
1,18,386,0.0
1,18,391,0.0
1,18,400,0.0
1,18,401,0.0
1,18,402,0.0
1,18,409,0.0
1,18,412,0.0
1,18,417,0.0
1,18,419,0.0
1,18,421,0.0
1,18,424,0.0
1,18,430,0.0
1,18,435,0.0
1,18,439,0.0
1,18,442,0.0
1,18,445,0.0
1,18,449,0.0
1,18,452,0.0
1,18,456,0.0
1,18,459,0.0
1,18,463,0.0
1,18,466,0.0
1,18,467,0.0
1,18,469,0.0
1,18,477,0.0
1,18,478,0.0
1,18,480,0.0
1,18,481,0.0
1,18,487,0.0
1,18,489,0.0
1,18,497,0.0
1,19,3,0.0
1,19,13,0.0
1,19,17,0.0
1,19,19,0.0
1,19,21,0.037777694135254836
1,19,24,0.0
1,19,101,0.060205999132796235
1,19,105,0.0
1,19,107,0.0011858199208644013
1,19,108,0.0
1,19,110,0.003232475260543151
1,19,111,0.0
1,19,113,0.017292250008525415
1,19,115,0.0
1,19,116,0.0
1,19,118,0.0
1,19,120,0.0
1,19,121,0.0
1,19,122,0.0
1,19,123,0.0
1,19,124,0.0
1,19,125,0.0
1,19,128,0.0
1,19,130,0.0
1,19,134,0.0002936587430175688
1,19,135,0.0
1,19,137,0.0
1,19,138,0.0
1,19,140,0.0014165952141374984
1,19,145,0.0019216293903654893
1,19,150,0.0
1,19,153,0.0009132228967248416
1,19,160,0.0
1,19,171,0.0
1,19,173,0.0
1,19,178,0.0
1,19,182,0.0
1,19,203,0.0
1,19,205,0.0
1,19,210,0.0
1,19,211,0.0
1,19,212,0.0
1,19,213,0.0671011204162578
1,19,215,0.0
1,19,219,0.0
1,19,232,0.0
1,19,234,0.0
1,19,236,0.0
1,19,237,0.0
1,19,242,0.0
1,19,243,0.0
1,19,244,0.0
1,19,245,0.0
1,19,258,0.0023784387798995305
1,19,259,0.0007234658892350389
1,19,265,0.0
1,19,266,0.0
1,19,268,0.030102999566398118
1,19,274,0.0
1,19,277,0.0
1,19,278,0.0
1,19,280,0.0
1,19,315,0.0
1,19,317,0.0
1,19,319,0.0
1,19,325,0.0
1,19,326,0.0
1,19,328,0.0
1,19,330,0.0
1,19,333,0.030102999566398118
1,19,334,0.0
1,19,343,0.022577249674798586
1,19,347,0.0
1,19,349,0.0
1,19,360,0.0
1,19,364,0.0
1,19,373,0.0
1,19,376,0.0
1,19,377,0.0035353604474293366
1,19,379,0.0
1,19,386,0.0
1,19,400,0.0
1,19,401,0.0034653020767460413
1,19,402,0.0
1,19,409,0.0
1,19,411,0.0
1,19,412,0.0
1,19,417,0.0
1,19,421,0.0
1,19,424,0.0
1,19,430,0.0
1,19,435,0.0
1,19,439,0.0
1,19,442,0.0009057080234300082
1,19,445,0.0
1,19,449,0.0
1,19,452,0.0
1,19,459,0.0
1,19,463,0.0
1,19,466,0.0
1,19,467,0.0
1,19,469,0.0
1,19,477,0.0
1,19,478,0.0
1,19,479,0.0
1,19,480,0.0
1,19,481,0.0
1,19,484,0.0
1,19,486,0.0
1,19,487,0.0
1,19,489,0.0
1,19,497,0.0
1,20,3,0.0
1,20,17,0.0
1,20,19,0.0
1,20,21,0.0
1,20,30,0.0
1,20,107,0.0
1,20,110,0.0
1,20,111,0.0
1,20,113,0.0
1,20,115,0.0
1,20,116,0.0
1,20,121,0.0
1,20,122,0.0
1,20,123,0.0
1,20,124,0.0
1,20,125,0.0
1,20,128,0.0
1,20,130,0.0
1,20,134,0.0
1,20,135,0.0
1,20,137,0.013460564220556092
1,20,140,0.0
1,20,145,0.0018232192756624562
1,20,150,0.0
1,20,153,0.0
1,20,173,0.0
1,20,178,0.0
1,20,203,0.0
1,20,205,0.0
1,20,210,0.0
1,20,211,0.0
1,20,212,0.0
1,20,215,0.0
1,20,219,0.0
1,20,232,0.0
1,20,234,0.0
1,20,236,0.0
1,20,237,0.0
1,20,242,0.0
1,20,243,0.0
1,20,244,0.0
1,20,245,0.0
1,20,258,0.0
1,20,259,0.0
1,20,265,0.0
1,20,266,0.0
1,20,278,0.0
1,20,280,0.0
1,20,315,0.0
1,20,319,0.0
1,20,325,0.0
1,20,326,0.0
1,20,328,0.0
1,20,343,0.0
1,20,347,0.0
1,20,349,0.0
1,20,364,0.0
1,20,371,0.0
1,20,376,0.0
1,20,377,0.0
1,20,379,0.0
1,20,400,0.0
1,20,401,0.0
1,20,402,0.0
1,20,409,0.0
1,20,411,0.0
1,20,412,0.0
1,20,417,0.0
1,20,424,0.0
1,20,430,0.0
1,20,435,0.0
1,20,439,0.015051499783199059
1,20,442,0.0
1,20,445,0.0
1,20,449,0.0
1,20,452,0.0
1,20,459,0.0
1,20,463,0.0
1,20,466,0.0
1,20,467,0.0
1,20,469,0.0
1,20,477,0.0
1,20,478,0.0
1,20,480,0.0
1,20,481,0.0
1,20,487,0.0
1,20,489,0.0
1,22,3,0.0
1,22,17,0.0
1,22,19,0.0
1,22,21,0.0
1,22,24,0.0
1,22,101,0.05591760034688151
1,22,105,0.0
1,22,107,0.0
1,22,110,0.0
1,22,111,0.0
1,22,113,0.0
1,22,115,0.0
1,22,116,0.0
1,22,121,0.0
1,22,122,0.0
1,22,123,0.0
1,22,124,0.0
1,22,125,0.0
1,22,128,0.0
1,22,130,0.0
1,22,134,0.0016933972432892834
1,22,135,0.0
1,22,137,0.0
1,22,138,0.0
1,22,140,0.0
1,22,145,0.0
1,22,150,0.0
1,22,153,0.0
1,22,173,0.0
1,22,178,0.0
1,22,205,0.0
1,22,211,0.0
1,22,212,0.0
1,22,213,0.030102999566398118
1,22,215,0.003793240705953662
1,22,219,0.0
1,22,232,0.0
1,22,234,0.0
1,22,236,0.0
1,22,237,0.0
1,22,242,0.0
1,22,243,0.0
1,22,244,0.0
1,22,245,0.0
1,22,258,0.0
1,22,259,0.0
1,22,265,0.0
1,22,266,0.0
1,22,274,0.060205999132796235
1,22,278,0.0
1,22,280,0.0
1,22,315,0.0
1,22,319,0.0
1,22,325,0.0
1,22,326,0.0
1,22,328,0.0
1,22,349,0.0
1,22,364,0.0
1,22,376,0.0
1,22,377,0.0
1,22,379,0.0
1,22,386,0.0
1,22,400,0.0
1,22,401,0.0
1,22,402,0.0
1,22,409,0.0
1,22,412,0.0
1,22,417,0.0
1,22,424,0.0
1,22,430,0.0
1,22,435,0.0
1,22,439,0.0
1,22,442,0.0
1,22,445,0.0
1,22,452,0.0
1,22,459,0.0
1,22,463,0.0
1,22,466,0.0
1,22,467,0.0
1,22,469,0.0
1,22,477,0.0
1,22,478,0.0
1,22,480,0.0
1,22,481,0.0
1,22,487,0.0
1,22,489,0.0
1,22,497,0.0
1,23,3,0.0
1,23,19,0.0
1,23,21,0.0
1,23,105,0.0
1,23,107,0.0
1,23,110,0.0
1,23,111,0.0
1,23,113,0.0
1,23,115,0.0
1,23,116,0.0
1,23,121,0.0
1,23,122,0.0
1,23,124,0.0
1,23,125,0.0
1,23,128,0.0
1,23,130,0.0
1,23,134,0.0
1,23,135,0.0
1,23,137,0.0
1,23,140,0.0
1,23,145,0.0
1,23,150,0.0
1,23,153,0.0
1,23,173,0.0
1,23,178,0.0
1,23,205,0.0
1,23,211,0.0
1,23,212,0.0
1,23,213,0.0
1,23,215,0.0
1,23,219,0.0
1,23,232,0.0
1,23,234,0.0
1,23,236,0.0
1,23,237,0.0
1,23,243,0.0
1,23,244,0.0
1,23,245,0.0
1,23,258,0.0
1,23,259,0.0
1,23,265,0.0
1,23,266,0.0
1,23,278,0.0
1,23,280,0.0
1,23,315,0.0
1,23,325,0.0
1,23,326,0.0
1,23,328,0.0
1,23,349,0.0
1,23,364,0.0
1,23,376,0.0
1,23,377,0.0
1,23,379,0.0
1,23,386,0.0
1,23,400,0.0
1,23,401,0.0
1,23,409,0.0
1,23,412,0.0
1,23,417,0.0
1,23,424,0.0
1,23,430,0.0
1,23,435,0.0
1,23,439,0.0
1,23,442,0.0
1,23,445,0.0
1,23,452,0.0
1,23,459,0.0
1,23,463,0.0
1,23,466,0.0
1,23,469,0.0
1,23,477,0.0
1,23,480,0.0
1,23,481,0.0
1,23,487,0.0
1,23,489,0.0
1,23,497,0.0
1,25,3,0.0
1,25,17,0.0
1,25,18,0.0
1,25,19,0.0
1,25,21,0.0
1,25,105,0.0
1,25,107,0.0
1,25,110,0.0
1,25,111,0.0
1,25,113,0.0
1,25,115,0.0
1,25,116,0.0
1,25,121,0.0
1,25,122,0.0
1,25,123,0.0
1,25,124,0.0
1,25,125,0.0
1,25,128,0.0
1,25,130,0.0
1,25,134,0.0
1,25,135,0.0
1,25,137,0.0
1,25,140,0.0
1,25,145,0.0
1,25,150,0.0
1,25,153,0.0
1,25,173,0.0
1,25,178,0.0
1,25,205,0.0
1,25,211,0.0
1,25,212,0.0
1,25,213,0.0
1,25,215,0.0
1,25,219,0.0
1,25,232,0.0
1,25,234,0.0
1,25,236,0.0
1,25,237,0.0
1,25,242,0.0
1,25,243,0.0
1,25,244,0.0
1,25,245,0.0
1,25,258,0.0
1,25,259,0.0
1,25,265,0.0
1,25,266,0.0
1,25,268,0.0
1,25,274,0.060205999132796235
1,25,278,0.0
1,25,280,0.0
1,25,315,0.0
1,25,319,0.0
1,25,325,0.0
1,25,326,0.0
1,25,328,0.0
1,25,343,0.0
1,25,347,0.0
1,25,349,0.0
1,25,364,0.0
1,25,376,0.0
1,25,377,0.0
1,25,379,0.0
1,25,386,0.0
1,25,400,0.0
1,25,401,0.0
1,25,402,0.0
1,25,409,0.0
1,25,412,0.0
1,25,417,0.0
1,25,424,0.0
1,25,430,0.0
1,25,435,0.0
1,25,439,0.0
1,25,442,0.0
1,25,445,0.0
1,25,452,0.0
1,25,459,0.0
1,25,463,0.0
1,25,466,0.0
1,25,467,0.0
1,25,469,0.0
1,25,477,0.0
1,25,478,0.0
1,25,480,0.0
1,25,481,0.0
1,25,487,0.0
1,25,489,0.0
1,25,497,0.0
1,26,3,0.0
1,26,19,0.0
1,26,21,0.0
1,26,105,0.0
1,26,107,0.0
1,26,110,0.0
1,26,111,0.0
1,26,113,0.0
1,26,115,0.0
1,26,116,0.0
1,26,121,0.0
1,26,122,0.0
1,26,124,0.0
1,26,125,0.0
1,26,128,0.0
1,26,130,0.0
1,26,134,0.0
1,26,137,0.0
1,26,140,0.0
1,26,145,0.0
1,26,153,0.0
1,26,173,0.0
1,26,178,0.0
1,26,205,0.0
1,26,212,0.0
1,26,215,0.0
1,26,219,0.0
1,26,232,0.0
1,26,234,0.0
1,26,236,0.0
1,26,237,0.0
1,26,245,0.0
1,26,258,0.0
1,26,259,0.0
1,26,265,0.0
1,26,266,0.0
1,26,278,0.0
1,26,280,0.0
1,26,315,0.0
1,26,319,0.0
1,26,326,0.0
1,26,328,0.0
1,26,349,0.0
1,26,364,0.0
1,26,376,0.0
1,26,377,0.0
1,26,379,0.0
1,26,386,0.0
1,26,400,0.0
1,26,402,0.0
1,26,409,0.0
1,26,412,0.0
1,26,424,0.0
1,26,430,0.0
1,26,435,0.0
1,26,439,0.0
1,26,442,0.0
1,26,445,0.0
1,26,452,0.0
1,26,459,0.0
1,26,463,0.0
1,26,466,0.0
1,26,467,0.0
1,26,469,0.0
1,26,477,0.0
1,26,480,0.0
1,26,481,0.0
1,26,487,0.0
1,26,489,0.0
1,27,3,0.0
1,27,17,0.0
1,27,105,0.0
1,27,107,0.0
1,27,110,0.0
1,27,113,0.0
1,27,115,0.0
1,27,116,0.0
1,27,121,0.0
1,27,122,0.0
1,27,124,0.0
1,27,125,0.0
1,27,128,0.0
1,27,130,0.0
1,27,134,0.0
1,27,135,0.0
1,27,137,0.0
1,27,140,0.0
1,27,145,0.0
1,27,153,0.0
1,27,173,0.0
1,27,178,0.0
1,27,205,0.0
1,27,211,0.0
1,27,212,0.0
1,27,215,0.0
1,27,219,0.0
1,27,232,0.0
1,27,234,0.0
1,27,237,0.0
1,27,244,0.0
1,27,245,0.0
1,27,258,0.0
1,27,259,0.0
1,27,265,0.0
1,27,266,0.0
1,27,278,0.0
1,27,280,0.0
1,27,315,0.0
1,27,319,0.0
1,27,325,0.0
1,27,326,0.0
1,27,328,0.0
1,27,349,0.0
1,27,364,0.0
1,27,377,0.0
1,27,379,0.0
1,27,386,0.0
1,27,400,0.0
1,27,401,0.0
1,27,402,0.0
1,27,409,0.0
1,27,412,0.0
1,27,417,0.0
1,27,424,0.0
1,27,430,0.0
1,27,435,0.0
1,27,439,0.0
1,27,442,0.0
1,27,452,0.0
1,27,459,0.0
1,27,463,0.0
1,27,466,0.0
1,27,467,0.0
1,27,469,0.0
1,27,477,0.0
1,27,480,0.0
1,27,481,0.0
1,27,489,0.0
1,28,3,0.0
1,28,17,0.0
1,28,19,0.0
1,28,107,0.0
1,28,110,0.0
1,28,111,0.0
1,28,113,0.0
1,28,115,0.0
1,28,116,0.0
1,28,121,0.0
1,28,122,0.0
1,28,123,0.0
1,28,124,0.0
1,28,125,0.0
1,28,128,0.0
1,28,130,0.0
1,28,134,0.0
1,28,135,0.0
1,28,137,0.0
1,28,140,0.0
1,28,145,0.0
1,28,153,0.0
1,28,173,0.0
1,28,178,0.0
1,28,205,0.0
1,28,211,0.0
1,28,212,0.0
1,28,215,0.0
1,28,219,0.0
1,28,232,0.0
1,28,234,0.0
1,28,237,0.0
1,28,243,0.0
1,28,244,0.0
1,28,245,0.0
1,28,258,0.0
1,28,259,0.0
1,28,265,0.0
1,28,266,0.0
1,28,278,0.0
1,28,280,0.0
1,28,317,0.0
1,28,319,0.0
1,28,326,0.0
1,28,328,0.0
1,28,343,0.0
1,28,349,0.0
1,28,364,0.0
1,28,376,0.0
1,28,377,0.0
1,28,379,0.0
1,28,386,0.0
1,28,400,0.0
1,28,401,0.0
1,28,402,0.0
1,28,409,0.0
1,28,417,0.0
1,28,424,0.0
1,28,430,0.0
1,28,435,0.0
1,28,439,0.0
1,28,442,0.0
1,28,452,0.0
1,28,459,0.0
1,28,463,0.0
1,28,466,0.0
1,28,467,0.0
1,28,469,0.0
1,28,477,0.0
1,28,480,0.0
1,28,481,0.0
1,28,487,0.0
1,28,489,0.02593837501278812
1,30,3,0.0
1,30,19,0.0
1,30,105,0.0
1,30,107,0.0
1,30,110,0.0
1,30,115,0.0
1,30,121,0.0
1,30,122,0.0
1,30,124,0.0
1,30,125,0.0
1,30,128,0.0
1,30,130,0.0
1,30,134,0.0
1,30,135,0.0
1,30,137,0.0
1,30,140,0.0
1,30,145,0.0
1,30,150,0.0
1,30,153,0.0
1,30,173,0.0
1,30,178,0.0
1,30,205,0.0
1,30,211,0.0
1,30,212,0.0
1,30,215,0.0
1,30,219,0.0
1,30,232,0.0
1,30,234,0.0
1,30,237,0.0
1,30,244,0.0
1,30,245,0.0
1,30,258,0.0
1,30,259,0.0
1,30,265,0.0
1,30,266,0.0
1,30,278,0.0
1,30,280,0.0
1,30,315,0.0
1,30,325,0.0
1,30,328,0.0
1,30,349,0.0
1,30,364,0.0
1,30,376,0.0
1,30,377,0.0
1,30,379,0.0
1,30,386,0.0
1,30,400,0.0
1,30,402,0.0
1,30,409,0.0
1,30,417,0.0
1,30,424,0.0
1,30,435,0.0
1,30,439,0.0
1,30,442,0.0
1,30,452,0.0
1,30,459,0.0
1,30,463,0.0
1,30,469,0.0
1,30,477,0.0
1,30,480,0.0
1,30,489,0.0
1,30,497,0.0
1,31,3,0.0
1,31,19,0.0
1,31,21,0.0
1,31,107,0.0
1,31,110,0.0
1,31,111,0.0
1,31,115,0.0
1,31,121,0.0
1,31,122,0.0
1,31,123,0.0
1,31,125,0.0
1,31,128,0.0
1,31,130,0.0
1,31,134,0.0
1,31,135,0.0
1,31,137,0.0
1,31,140,0.0
1,31,145,0.0
1,31,153,0.0
1,31,173,0.0
1,31,178,0.0
1,31,205,0.0
1,31,211,0.0
1,31,215,0.0
1,31,219,0.0
1,31,232,0.0
1,31,234,0.0
1,31,237,0.0
1,31,243,0.0
1,31,245,0.0
1,31,258,0.0
1,31,259,0.0
1,31,265,0.0
1,31,266,0.0
1,31,278,0.0
1,31,280,0.0
1,31,315,0.0
1,31,317,0.0
1,31,319,0.0
1,31,349,0.0
1,31,379,0.0
1,31,386,0.0
1,31,400,0.0
1,31,401,0.0
1,31,409,0.0
1,31,412,0.0
1,31,435,0.0
1,31,439,0.0
1,31,442,0.0
1,31,452,0.0
1,31,459,0.0
1,31,469,0.0
1,31,477,0.0
1,31,480,0.0
1,31,489,0.0
1,32,17,0.0
1,32,19,0.0
1,32,105,0.0
1,32,107,0.0
1,32,110,0.0
1,32,111,0.0
1,32,113,0.0
1,32,115,0.0
1,32,121,0.0
1,32,122,0.0
1,32,124,0.0
1,32,125,0.0
1,32,128,0.0
1,32,130,0.0
1,32,134,0.0
1,32,135,0.0
1,32,137,0.0
1,32,140,0.0
1,32,145,0.0
1,32,150,0.0
1,32,153,0.0
1,32,173,0.0
1,32,178,0.0
1,32,205,0.0
1,32,211,0.0
1,32,212,0.0
1,32,213,0.0
1,32,215,0.0
1,32,219,0.0
1,32,234,0.0
1,32,236,0.0
1,32,237,0.0
1,32,244,0.0
1,32,245,0.0
1,32,258,0.0
1,32,259,0.0
1,32,265,0.0
1,32,266,0.0
1,32,278,0.0
1,32,280,0.0
1,32,315,0.0
1,32,317,0.0
1,32,319,0.0
1,32,325,0.0
1,32,328,0.0
1,32,343,0.0
1,32,349,0.0
1,32,364,0.0
1,32,376,0.0
1,32,377,0.0
1,32,379,0.0
1,32,386,0.0
1,32,400,0.0
1,32,401,0.0
1,32,409,0.0
1,32,412,0.0
1,32,417,0.0
1,32,424,0.0
1,32,430,0.0
1,32,435,0.0
1,32,439,0.0
1,32,442,0.0
1,32,445,0.0
1,32,452,0.0
1,32,459,0.0
1,32,463,0.0
1,32,466,0.0
1,32,467,0.0
1,32,469,0.0
1,32,477,0.0
1,32,478,0.0
1,32,480,0.0
1,32,481,0.0
1,32,489,0.0
1,32,497,0.0
1,34,107,0.0
1,34,110,0.0
1,34,113,0.0
1,34,115,0.0
1,34,121,0.0
1,34,122,0.0
1,34,125,0.0
1,34,128,0.0
1,34,130,0.0
1,34,134,0.0
1,34,135,0.0
1,34,137,0.0
1,34,140,0.0
1,34,145,0.0
1,34,153,0.0
1,34,178,0.0
1,34,205,0.0
1,34,211,0.0
1,34,215,0.0
1,34,232,0.0
1,34,237,0.0
1,34,243,0.0
1,34,245,0.0
1,34,258,0.0
1,34,259,0.0
1,34,265,0.0
1,34,280,0.0
1,34,315,0.0
1,34,325,0.0
1,34,328,0.0
1,34,364,0.0
1,34,377,0.0
1,34,379,0.0
1,34,400,0.0
1,34,409,0.0
1,34,417,0.0
1,34,439,0.0
1,34,442,0.0
1,34,452,0.0
1,34,466,0.0
1,34,469,0.0
1,34,477,0.0
1,35,3,0.0
1,35,19,0.0
1,35,21,0.0
1,35,105,0.0
1,35,107,0.0
1,35,110,0.0
1,35,111,0.0
1,35,115,0.0
1,35,116,0.0
1,35,121,0.0
1,35,122,0.0
1,35,123,0.0
1,35,124,0.0
1,35,125,0.0
1,35,128,0.0
1,35,130,0.0
1,35,134,0.0
1,35,135,0.0
1,35,137,0.0
1,35,138,0.0
1,35,140,0.0
1,35,145,0.0
1,35,150,0.0
1,35,153,0.0
1,35,173,0.0
1,35,178,0.0
1,35,205,0.0
1,35,212,0.0
1,35,215,0.0
1,35,219,0.0
1,35,232,0.0
1,35,234,0.0
1,35,236,0.0
1,35,237,0.0
1,35,242,0.0
1,35,243,0.0
1,35,244,0.0
1,35,245,0.0
1,35,258,0.0
1,35,259,0.0
1,35,265,0.0
1,35,266,0.0
1,35,278,0.0
1,35,280,0.0
1,35,315,0.0
1,35,317,0.0
1,35,325,0.0
1,35,326,0.0
1,35,328,0.0
1,35,349,0.0
1,35,364,0.0
1,35,376,0.0
1,35,377,0.0
1,35,379,0.0
1,35,386,0.0
1,35,400,0.0
1,35,401,0.0
1,35,402,0.0
1,35,409,0.0
1,35,412,0.0
1,35,421,0.0
1,35,424,0.0
1,35,430,0.0
1,35,435,0.0
1,35,439,0.0
1,35,442,0.0
1,35,452,0.0
1,35,459,0.0
1,35,463,0.0
1,35,466,0.0
1,35,469,0.0
1,35,477,0.0
1,35,478,0.0
1,35,480,0.0
1,35,481,0.0
1,35,487,0.0
1,35,489,0.0
1,35,497,0.0
1,36,3,0.0
1,36,17,0.0
1,36,19,0.0
1,36,105,0.0
1,36,107,0.0
1,36,110,0.0
1,36,111,0.0
1,36,115,0.0
1,36,121,0.0
1,36,122,0.0
1,36,123,0.0
1,36,125,0.0
1,36,128,0.0
1,36,130,0.0
1,36,134,0.0
1,36,135,0.0
1,36,137,0.0
1,36,140,0.0
1,36,145,0.0
1,36,150,0.0
1,36,153,0.0
1,36,173,0.0
1,36,178,0.0
1,36,205,0.0
1,36,211,0.0
1,36,212,0.0
1,36,215,0.0
1,36,219,0.0
1,36,232,0.0
1,36,234,0.0
1,36,236,0.0
1,36,237,0.0
1,36,245,0.0
1,36,258,0.0
1,36,259,0.0
1,36,265,0.0
1,36,266,0.0
1,36,280,0.0
1,36,315,0.0
1,36,319,0.0
1,36,325,0.0
1,36,326,0.0
1,36,328,0.0
1,36,349,0.0
1,36,364,0.0
1,36,376,0.0
1,36,377,0.0
1,36,379,0.0
1,36,401,0.0
1,36,402,0.0
1,36,409,0.0
1,36,412,0.0
1,36,417,0.0
1,36,424,0.0
1,36,435,0.0
1,36,439,0.0
1,36,442,0.0
1,36,452,0.0
1,36,459,0.0
1,36,463,0.0
1,36,466,0.0
1,36,469,0.0
1,36,477,0.0
1,36,480,0.0
1,36,481,0.0
1,36,489,0.0
1,37,3,0.0
1,37,17,0.0
1,37,19,0.0
1,37,21,0.0
1,37,24,0.0
1,37,105,0.0
1,37,107,0.0
1,37,110,0.0
1,37,111,0.0
1,37,115,0.0
1,37,116,0.0
1,37,121,0.0
1,37,122,0.0
1,37,123,0.0
1,37,124,0.0
1,37,125,0.0
1,37,128,0.0
1,37,130,0.0
1,37,134,0.0
1,37,135,0.0
1,37,137,0.0
1,37,140,0.0
1,37,145,0.0
1,37,153,0.0
1,37,173,0.0
1,37,178,0.0
1,37,205,0.0
1,37,211,0.0
1,37,212,0.0
1,37,213,0.0
1,37,215,0.0
1,37,219,0.0
1,37,232,0.0
1,37,234,0.0
1,37,236,0.0
1,37,237,0.0
1,37,242,0.0
1,37,244,0.0
1,37,245,0.0
1,37,258,0.0
1,37,259,0.0
1,37,265,0.0
1,37,266,0.0
1,37,278,0.0
1,37,280,0.0
1,37,315,0.0
1,37,317,0.0
1,37,319,0.0
1,37,325,0.0
1,37,328,0.0
1,37,343,0.0
1,37,347,0.0
1,37,349,0.0
1,37,364,0.0
1,37,376,0.0
1,37,377,0.0
1,37,379,0.0
1,37,386,0.0
1,37,400,0.0
1,37,401,0.0
1,37,402,0.0
1,37,409,0.0
1,37,412,0.0
1,37,417,0.0
1,37,424,0.0
1,37,430,0.0
1,37,435,0.0
1,37,439,0.0
1,37,442,0.0
1,37,452,0.0
1,37,459,0.0
1,37,463,0.0
1,37,466,0.0
1,37,469,0.0
1,37,477,0.0
1,37,478,0.0
1,37,480,0.0
1,37,481,0.0
1,37,487,0.0
1,37,489,0.0
1,37,497,0.0
1,39,125,0.0
1,39,145,0.0
1,39,178,0.0
1,39,258,0.0
1,39,259,0.0
1,39,280,0.0
1,39,442,0.0
1,39,459,0.0
1,40,3,0.0
1,40,19,0.0
1,40,21,0.0
1,40,24,0.0
1,40,30,0.0
1,40,105,0.0
1,40,107,0.0
1,40,108,0.0
1,40,110,0.0
1,40,111,0.0
1,40,113,0.0
1,40,115,0.0
1,40,116,0.0
1,40,120,0.0
1,40,121,0.0
1,40,125,0.0
1,40,128,0.0
1,40,134,0.0
1,40,135,0.0
1,40,137,0.0
1,40,140,0.0
1,40,145,0.0
1,40,150,0.0
1,40,153,0.0
1,40,173,0.0
1,40,178,0.0
1,40,205,0.0
1,40,210,0.0
1,40,211,0.0
1,40,212,0.0
1,40,213,0.030102999566398118
1,40,215,0.021205389098651665
1,40,219,0.0
1,40,232,0.0
1,40,234,0.0
1,40,236,0.0
1,40,237,0.0
1,40,243,0.0
1,40,244,0.0
1,40,245,0.0
1,40,258,0.0
1,40,259,0.0
1,40,265,0.0
1,40,266,0.0
1,40,280,0.0
1,40,315,0.0
1,40,319,0.0
1,40,328,0.0
1,40,343,0.0
1,40,349,0.0
1,40,360,0.0
1,40,371,0.0
1,40,377,0.0
1,40,379,0.0
1,40,386,0.0
1,40,401,0.0
1,40,402,0.0
1,40,409,0.0
1,40,412,0.0
1,40,417,0.0
1,40,421,0.0
1,40,435,0.0
1,40,439,0.0
1,40,442,0.0
1,40,452,0.0
1,40,459,0.0
1,40,463,0.0
1,40,466,0.0
1,40,467,0.0
1,40,469,0.0
1,40,477,0.0
1,40,478,0.0
1,40,480,0.030102999566398118
1,40,481,0.0
1,40,487,0.0
1,41,3,0.0
1,41,19,0.0
1,41,21,0.0
1,41,107,0.0
1,41,110,0.0
1,41,111,0.0
1,41,113,0.0
1,41,115,0.0
1,41,116,0.0
1,41,121,0.0
1,41,122,0.0
1,41,124,0.0
1,41,125,0.0
1,41,128,0.0
1,41,130,0.0
1,41,134,0.0
1,41,135,0.0
1,41,137,0.0
1,41,140,0.0
1,41,145,0.0023585584844641504
1,41,150,0.0
1,41,153,0.0
1,41,173,0.0
1,41,178,0.0
1,41,205,0.0
1,41,211,0.0
1,41,212,0.0
1,41,213,0.060205999132796235
1,41,215,0.0
1,41,219,0.0
1,41,232,0.0
1,41,234,0.0
1,41,236,0.0
1,41,237,0.0
1,41,243,0.0
1,41,244,0.0
1,41,245,0.0
1,41,258,0.0
1,41,259,0.0
1,41,265,0.0
1,41,266,0.0
1,41,278,0.0
1,41,280,0.0
1,41,315,0.0
1,41,317,0.0
1,41,319,0.0
1,41,326,0.0
1,41,328,0.0
1,41,347,0.0
1,41,349,0.0
1,41,364,0.0
1,41,376,0.0
1,41,377,0.0
1,41,379,0.0
1,41,386,0.0
1,41,400,0.0
1,41,401,0.0
1,41,402,0.0
1,41,409,0.0
1,41,411,0.0
1,41,412,0.0
1,41,417,0.0
1,41,424,0.0
1,41,430,0.0
1,41,435,0.0
1,41,439,0.0
1,41,442,0.0
1,41,445,0.0
1,41,452,0.0
1,41,459,0.0
1,41,463,0.0
1,41,466,0.0
1,41,467,0.0
1,41,469,0.0
1,41,477,0.0
1,41,480,0.0
1,41,481,0.0
1,41,487,0.0
1,41,489,0.0
1,41,497,0.0
1,42,3,0.0
1,42,19,0.0
1,42,21,0.0
1,42,107,0.0
1,42,110,0.0
1,42,115,0.0
1,42,116,0.0
1,42,121,0.0
1,42,122,0.0
1,42,123,0.0
1,42,124,0.0
1,42,125,0.0
1,42,128,0.0
1,42,130,0.0
1,42,134,0.0
1,42,135,0.0
1,42,140,0.0
1,42,145,0.0
1,42,153,0.0
1,42,173,0.0
1,42,205,0.0
1,42,215,0.0
1,42,234,0.0
1,42,237,0.0
1,42,245,0.0
1,42,258,0.0
1,42,259,0.0
1,42,265,0.0
1,42,278,0.0
1,42,315,0.0
1,42,319,0.0
1,42,325,0.0
